seed,default_scenario,base_capital_per_financier,capital_per_financier,capital_multiplier,wholesaler_count,wholesaler_policy,label,shock_profile_counts,financiers,total_initial_capital,total_final_capital,mean_final_capital,return_pct,total_loans,loans_per_wholesaler,total_defaults,default_count_rate,default_amount_to_initial_capital_rate,default_amount_to_issued_rate,avg_capital_utilization,max_capital_utilization,avg_final_utilization,max_final_utilization,simulation_elapsed_seconds
709098,low_default,5000000.0,5000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 44, 'medium': 5, 'high': 1}",3,15000000.0,23727111.903407745,7909037.301135915,58.18074602271828,5411,108.22,218,0.04028830160783589,0.02701535577357999,0.00214403648230943,0.5627604030281325,0.9999491849386546,0.0,0.0,30.291225600012694
709098,low_default,5000000.0,5000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 44, 'medium': 5, 'high': 1}",3,15000000.0,23796373.847449787,7932124.615816596,58.642492316331904,5553,111.06,182,0.03277507653520619,0.024604707804980728,0.0018993356818160251,0.5526749396473752,0.9999139553771961,0.0,0.0,46.17281439999351
709098,medium_default,5000000.0,5000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 38, 'medium': 9, 'high': 3}",3,15000000.0,22064183.185177878,7354727.728392626,47.09455456785253,5265,105.3,450,0.08547008547008547,0.07192568836106816,0.00585073806799649,0.5528906051337007,0.9999860531692762,0.0,0.0,46.541239099999075
709098,medium_default,5000000.0,5000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 38, 'medium': 9, 'high': 3}",3,15000000.0,21507202.117299456,7169067.372433152,43.38134744866304,4430,88.6,373,0.08419864559819414,0.061001069067416216,0.005886214372178651,0.47776942007703244,0.9998354821091857,0.0,0.0,34.08885860000737
709098,high_default,5000000.0,5000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 32, 'medium': 13, 'high': 5}",3,15000000.0,20280993.892169245,6760331.2973897485,35.20662594779497,4766,95.32,649,0.1361728913134704,0.1266946320191518,0.011376095755038477,0.5403605019632765,0.999346178374225,0.0,0.0,37.687024500002735
709098,high_default,5000000.0,5000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 32, 'medium': 13, 'high': 5}",3,15000000.0,19461206.549294986,6487068.849764995,29.74137699529989,4627,92.54,538,0.11627404365679705,0.10566507827769274,0.009794785196191294,0.5193528159890298,0.9336231283909437,0.0,0.0,34.41032159999304
709098,none_default,10000000.0,10000000.0,1.0,50,rl,Isolated RL (non-federated),{'none': 50},3,30000000.0,36766500.75192611,12255500.250642037,22.555002506420358,6664,133.28,0,0.0,0.0,0.0,0.4437904273459443,0.999917836189259,0.0,0.0,51.61416279998957
709098,none_default,10000000.0,10000000.0,1.0,50,fl_rl,FedAvg (federated),{'none': 50},3,30000000.0,39001587.44331746,13000529.147772485,30.005291477724867,6623,132.46,0,0.0,0.0,0.0,0.38720764393858814,0.8821799243062947,0.0,0.0,35.98006780000287
709098,low_default,10000000.0,10000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 44, 'medium': 5, 'high': 1}",3,30000000.0,38257452.326678,12752484.108892666,27.52484108892668,5912,118.24,235,0.03974966170500677,0.01601525198596691,0.002320644503409661,0.3251570499822322,0.6727448253408458,0.0,0.0,48.7770074
709098,low_default,10000000.0,10000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 44, 'medium': 5, 'high': 1}",3,30000000.0,38302608.48998654,12767536.163328847,27.67536163328847,5201,104.02,159,0.03057104402999423,0.009978615193235642,0.001651951038405781,0.2930537916789168,0.8530543279239615,0.0,0.0,39.4333256999962
709098,medium_default,10000000.0,10000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 38, 'medium': 9, 'high': 3}",3,30000000.0,36846014.55572044,12282004.851906814,22.82004851906813,5218,104.36,497,0.09524722115753162,0.0395253931137017,0.006454079095361453,0.31016131950792447,0.6404118541443135,0.0,0.0,42.58268400000816
709098,medium_default,10000000.0,10000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 38, 'medium': 9, 'high': 3}",3,30000000.0,36425163.654292226,12141721.21809741,21.41721218097408,4851,97.02,530,0.10925582354153783,0.04281575642960101,0.007551896694497387,0.2945283344751025,0.654502767771366,0.0,0.0,38.21498509999947
709098,high_default,10000000.0,10000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 32, 'medium': 13, 'high': 5}",3,30000000.0,35941605.23863442,11980535.079544807,19.805350795448074,4737,94.74,627,0.13236225459151363,0.06101657174392202,0.011078425228814966,0.2972961644955109,0.6290895807696918,0.0,0.0,38.11159729999781
709098,high_default,10000000.0,10000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 32, 'medium': 13, 'high': 5}",3,30000000.0,35965545.683235936,11988515.227745311,19.88515227745312,4568,91.36,499,0.10923817863397549,0.049506286690141496,0.009209978889158808,0.2711067772107517,0.47326736461750335,0.0,0.0,30.605969699987327
436570,none_default,1000000.0,1000000.0,1.0,50,rl,Isolated RL (non-federated),{'none': 50},3,3000000.0,7812934.363565655,2604311.454521885,160.4311454521885,2972,59.44,0,0.0,0.0,0.0,0.9613083379015107,0.9999986754891635,0.0,0.0,18.554630799990264
436570,none_default,1000000.0,1000000.0,1.0,50,fl_rl,FedAvg (federated),{'none': 50},3,3000000.0,8114369.538781648,2704789.846260549,170.4789846260549,2943,58.86,0,0.0,0.0,0.0,0.9530016434670456,0.9999986754891635,0.0,0.0,17.256166699997266
436570,low_default,1000000.0,1000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 44, 'medium': 5, 'high': 1}",3,3000000.0,7842320.934104385,2614106.978034795,161.41069780347954,2819,56.38,79,0.028024122029088328,0.0444590422554727,0.0014736649601921402,0.946217772665742,0.9999981076074322,0.0,0.0,17.10806009999942
436570,low_default,1000000.0,1000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 44, 'medium': 5, 'high': 1}",3,3000000.0,6967689.452357035,2322563.1507856785,132.2563150785678,2535,50.7,113,0.044575936883629194,0.07366884285841549,0.0026777596311365736,0.9185678878183878,0.9999917114702022,0.0,0.0,15.722387300003902
436570,medium_default,1000000.0,1000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 38, 'medium': 9, 'high': 3}",3,3000000.0,7512095.412596237,2504031.8041987456,150.40318041987456,2685,53.7,128,0.047672253258845436,0.1059380514206272,0.0036376551603476653,0.9589136302055855,0.9999938541316709,0.0,0.0,17.703514200009522
436570,medium_default,1000000.0,1000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 38, 'medium': 9, 'high': 3}",3,3000000.0,7353195.651437876,2451065.2171459584,145.10652171459589,2448,48.96,106,0.04330065359477124,0.07993617260757344,0.002984669181371241,0.8849809523220475,0.9999956455744542,0.0,0.0,15.863591399989673
436570,high_default,1000000.0,1000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 32, 'medium': 13, 'high': 5}",3,3000000.0,5671978.202820096,1890659.400940032,89.0659400940032,2194,43.88,340,0.15496809480401094,0.288444257188942,0.01230933872682392,0.9222481503612451,0.9999908118276642,0.0,0.0,15.213998599996557
436570,high_default,1000000.0,1000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 32, 'medium': 13, 'high': 5}",3,3000000.0,6706965.915437741,2235655.3051459137,123.56553051459136,2198,43.96,203,0.09235668789808917,0.17983627223384654,0.007365686396540798,0.8771848267488863,0.9999902022077866,0.0,0.0,14.856635300006019
436570,none_default,5000000.0,5000000.0,1.0,50,rl,Isolated RL (non-federated),{'none': 50},3,15000000.0,22578656.389091283,7526218.796363761,50.52437592727522,6614,132.28,0,0.0,0.0,0.0,0.6580529676858764,0.999993966226343,0.0,0.0,53.477806599999894
436570,none_default,5000000.0,5000000.0,1.0,50,fl_rl,FedAvg (federated),{'none': 50},3,15000000.0,24093964.37178172,8031321.457260574,60.626429145211475,6496,129.92,0,0.0,0.0,0.0,0.662023183970787,0.9999961025786053,0.0,0.0,53.928486200005864
436570,low_default,5000000.0,5000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 44, 'medium': 5, 'high': 1}",3,15000000.0,23776239.53132061,7925413.177106869,58.50826354213739,5774,115.48,360,0.06234845860755109,0.050103562026986265,0.0037108751341295614,0.5691769507164826,0.9998040329424579,0.0,0.0,43.61118490000081
436570,low_default,5000000.0,5000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 44, 'medium': 5, 'high': 1}",3,15000000.0,22927091.630553603,7642363.876851201,52.84727753702403,5734,114.68,224,0.039065224973840254,0.0326150145751127,0.0024488216450782928,0.5735713666545813,0.9999624277402986,0.0,0.0,42.80416730001161
436570,medium_default,5000000.0,5000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 38, 'medium': 9, 'high': 3}",3,15000000.0,21721635.157131493,7240545.052377164,44.810901047543304,5062,101.24,461,0.09107072303437376,0.07539564860695325,0.006412553739529962,0.5323410662045495,0.9997289845116653,0.0,0.0,37.47953769999731
436570,medium_default,5000000.0,5000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 38, 'medium': 9, 'high': 3}",3,15000000.0,22554489.991927207,7518163.330642402,50.36326661284803,5068,101.36,293,0.057813733228097866,0.050990321472582575,0.004309858911681447,0.5329127050140043,0.9999309083446435,0.0,0.0,38.889655100007076
436570,high_default,5000000.0,5000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 32, 'medium': 13, 'high': 5}",3,15000000.0,20654730.519923314,6884910.173307772,37.698203466155434,4489,89.78,540,0.12029405212742258,0.10183543948483458,0.009691362533739842,0.498818422377832,0.9964193861941206,0.0,0.0,32.493108499998925
436570,high_default,5000000.0,5000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 32, 'medium': 13, 'high': 5}",3,15000000.0,21056559.87409412,7018853.291364707,40.37706582729413,4680,93.6,554,0.11837606837606837,0.10728465506595748,0.009896675959698209,0.5247761316929211,0.9999781831142103,0.0,0.0,37.652315200000885
436570,none_default,10000000.0,10000000.0,1.0,50,rl,Isolated RL (non-federated),{'none': 50},3,30000000.0,36594810.708896376,12198270.236298792,21.982702362987933,6629,132.58,0,0.0,0.0,0.0,0.3733865012204887,0.9874429529243086,0.0,0.0,51.15075899999647
436570,none_default,10000000.0,10000000.0,1.0,50,fl_rl,FedAvg (federated),{'none': 50},3,30000000.0,38130442.535224326,12710147.511741443,27.101475117414427,6605,132.1,0,0.0,0.0,0.0,0.4145985342371713,0.9934637219042786,0.0,0.0,57.66130740000517
436570,low_default,10000000.0,10000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 44, 'medium': 5, 'high': 1}",3,30000000.0,38165492.80614615,12721830.935382051,27.218309353820516,5339,106.78,204,0.038209402509833304,0.014305270969065116,0.0023007595516852187,0.3094236062514785,0.978759345057234,0.0,0.0,38.95104189999984
436570,low_default,10000000.0,10000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 44, 'medium': 5, 'high': 1}",3,30000000.0,38428625.60487108,12809541.86829036,28.095418682903592,5519,110.38,214,0.03877514042398985,0.015521689342814742,0.0024050912437133475,0.3209209443430417,0.9993553825862763,0.0,0.0,44.92720350000309
436570,medium_default,10000000.0,10000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 38, 'medium': 9, 'high': 3}",3,30000000.0,36224624.84963894,12074874.949879646,20.748749498796464,4583,91.66,503,0.1097534366135719,0.04081558080614413,0.007648270691152332,0.27407440312231157,0.6561705195694063,0.0,0.0,35.594573800000944
436570,medium_default,10000000.0,10000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 38, 'medium': 9, 'high': 3}",3,30000000.0,37288569.40952345,12429523.136507817,24.29523136507818,4483,89.66,360,0.08030336828016953,0.02937570544311304,0.005624671736532983,0.2650191879317723,0.5908237508722775,0.0,0.0,32.8633880999987
436570,high_default,10000000.0,10000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 32, 'medium': 13, 'high': 5}",3,30000000.0,35603667.13502416,11867889.045008054,18.678890450080527,4532,90.64,547,0.12069726390114739,0.05266184955402372,0.00999504899405677,0.266113044482124,0.5423050277519764,0.0,0.0,34.069387800002005
436570,high_default,10000000.0,10000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 32, 'medium': 13, 'high': 5}",3,30000000.0,35725264.24899843,11908421.416332811,19.084214163328102,4682,93.64,560,0.1196070055531824,0.05501809298326728,0.010081628639302532,0.279511607640899,0.5579117990042889,0.0,0.0,34.53371440000774
831197,none_default,1000000.0,1000000.0,1.0,50,rl,Isolated RL (non-federated),{'none': 50},3,3000000.0,7313635.904823874,2437878.6349412915,143.78786349412917,2859,57.18,0,0.0,0.0,0.0,0.9663720816428404,0.9999957328979858,0.0,0.0,17.97436619999644
831197,none_default,1000000.0,1000000.0,1.0,50,fl_rl,FedAvg (federated),{'none': 50},3,3000000.0,7466728.638314564,2488909.5461048544,148.89095461048547,2932,58.64,0,0.0,0.0,0.0,0.9665392757797988,0.9999911110443916,0.0,0.0,18.637375099991914
831197,low_default,1000000.0,1000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 44, 'medium': 5, 'high': 1}",3,3000000.0,7525239.321997382,2508413.1073324606,150.84131073324605,2692,53.84,215,0.07986627043090638,0.12989674401847134,0.004546543672814019,0.9306006976562776,0.9999900385030183,0.0,0.0,16.605708500006585
831197,low_default,1000000.0,1000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 44, 'medium': 5, 'high': 1}",3,3000000.0,7436597.101425417,2478865.700475139,147.88657004751386,2702,54.04,64,0.023686158401184307,0.038515989048245235,0.0013289981540231298,0.9344382266706763,0.9999972296563574,0.0,0.0,15.865057000002707
831197,medium_default,1000000.0,1000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 38, 'medium': 9, 'high': 3}",3,3000000.0,7004550.818037239,2334850.27267908,133.48502726790798,2608,52.16,165,0.06326687116564417,0.1337636407929689,0.004768873309742363,0.9461541442623791,0.9999934430954236,0.0,0.0,15.961334300009185
831197,medium_default,1000000.0,1000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 38, 'medium': 9, 'high': 3}",3,3000000.0,7411163.0940068215,2470387.6980022737,147.03876980022739,2430,48.6,145,0.059670781893004114,0.12011585795248282,0.004532871857355531,0.8869653477858359,0.9999607260429288,0.0,0.0,13.897030799998902
831197,high_default,1000000.0,1000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 32, 'medium': 13, 'high': 5}",3,3000000.0,6352390.202919323,2117463.4009731077,111.74634009731074,2207,44.14,190,0.08608971454463073,0.16251362379325235,0.006813053627534878,0.8921113021774197,0.9999930979960265,0.0,0.0,12.655799799991655
831197,high_default,1000000.0,1000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 32, 'medium': 13, 'high': 5}",3,3000000.0,5982368.289682119,1994122.7632273731,99.4122763227373,2193,43.86,196,0.08937528499772002,0.1766282879358965,0.007634950750784309,0.8967868298641753,0.9999963504575957,0.0,0.0,13.508179299999028
831197,none_default,5000000.0,5000000.0,1.0,50,rl,Isolated RL (non-federated),{'none': 50},3,15000000.0,23622198.542241693,7874066.180747231,57.481323614944614,6591,131.82,0,0.0,0.0,0.0,0.6345556866097141,0.9999880814994301,0.0,0.0,49.40834929999255
831197,none_default,5000000.0,5000000.0,1.0,50,fl_rl,FedAvg (federated),{'none': 50},3,15000000.0,23672754.39230032,7890918.130766773,57.81836261533546,6624,132.48,0,0.0,0.0,0.0,0.6549429966618503,0.9999890791961528,0.0,0.0,51.284871900003054
831197,low_default,5000000.0,5000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 44, 'medium': 5, 'high': 1}",3,15000000.0,23297621.849930987,7765873.949976996,55.317478999539915,5547,110.94,317,0.05714800793221561,0.0443818330230418,0.003409387036098692,0.5554019115581103,0.9998460090440832,0.0,0.0,40.708312200004
831197,low_default,5000000.0,5000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 44, 'medium': 5, 'high': 1}",3,15000000.0,23053987.408494778,7684662.469498259,53.69324938996517,5974,119.48,261,0.043689320388349516,0.03590865904619556,0.002564776473597552,0.5980159905919419,0.9998460090440832,0.0,0.0,44.767325599998
831197,medium_default,5000000.0,5000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 38, 'medium': 9, 'high': 3}",3,15000000.0,21389152.228439726,7129717.409479909,42.59434818959819,5256,105.12,465,0.0884703196347032,0.07620789664355415,0.006218373880085643,0.5570878760466798,0.9999755381598309,0.0,0.0,39.5812278999947
831197,medium_default,5000000.0,5000000.0,1.0,50,fl_rl,FedAvg (federated),"{'none': 38, 'medium': 9, 'high': 3}",3,15000000.0,21850080.18600361,7283360.062001203,45.66720124002408,5174,103.48,334,0.06455353691534596,0.05451990854469657,0.004521777905693998,0.5408506486291288,0.9999755381598309,0.0,0.0,38.46608139999444
831197,high_default,5000000.0,5000000.0,1.0,50,rl,Isolated RL (non-federated),"{'none': 32, 'medium': 13, 'high': 5}",3,15000000.0,19806103.40822382,6602034.469407939,32.04068938815879,4355,87.1,615,0.14121699196326062,0.11360227635390877,0.011223601059870483,0.4960458982805022,0.9996532160109255,0.0,0.0,33.39372399999411
