financier,apr_strategy,wholesaler_policy,final_wallet,initial_capital,final_capital,capital_change,capital_loss,capital_loss_rate,final_apr,final_utilization,loans_issued,closed_loans,defaults,default_count_rate,total_issued_principal,default_amount,default_amount_to_issued_rate,default_amount_to_initial_capital_rate,outstanding_loans,simulation_end_day,seed,default_scenario,capital_per_financier,strategy_key,strategy_label
Fin_rl_apr_fl_rl_screening_1,pure_rl,fl_rl,4824662.281107924,1000000.0,4824662.281107701,3824662.2811077014,0.0,0.0,6.0,0.0,2451,2451,0,0.0,79790971.38638054,0.0,0.0,0.0,0,4249,436570,none_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_2,pure_rl,fl_rl,6103888.723921121,1000000.0,6103888.723921161,5103888.723921161,0.0,0.0,6.0,0.0,2946,2946,0,0.0,98307392.72397956,0.0,0.0,0.0,0,4249,436570,none_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_3,pure_rl,fl_rl,4634330.648539118,1000000.0,4634330.648540251,3634330.648540251,0.0,0.0,6.0,0.0,1933,1933,0,0.0,66682119.58235477,0.0,0.0,0.0,0,4249,436570,none_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_1,pure_rl,fl_rl,4999772.913230661,1000000.0,4999772.913230838,3999772.9132308383,0.0,0.0,6.0,0.0,2014,2014,28,0.013902681231380337,69974667.62251103,53606.3725158552,0.0007660825601207984,0.0536063725158552,0,4259,436570,low_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_2,pure_rl,fl_rl,5084062.112776928,1000000.0,5084062.112777205,4084062.112777205,0.0,0.0,6.0,0.0,2233,2233,51,0.02283922973578146,77830734.92701462,107417.46983482504,0.0013801420471688368,0.10741746983482504,0,4259,436570,low_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_3,pure_rl,fl_rl,5236359.657305545,1000000.0,5236359.657305821,4236359.657305821,0.0,0.0,6.0,0.0,2445,2445,31,0.012678936605316974,81233195.05205798,60044.65581548191,0.0007391640298895362,0.06004465581548191,0,4259,436570,low_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_1,pure_rl,fl_rl,4762138.2899980005,1000000.0,4762138.289998584,3762138.2899985844,0.0,0.0,14.0,0.0,1986,1986,81,0.04078549848942598,69565317.66753739,175261.25268478104,0.0025193768757354007,0.17526125268478104,0,4252,436570,medium_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_2,pure_rl,fl_rl,2938851.728256678,1000000.0,2938851.728256673,1938851.728256673,0.0,0.0,12.0,0.0,1170,1170,113,0.09658119658119659,39030227.16024848,239210.3000793805,0.006128847241837513,0.23921030007938052,0,4252,436570,medium_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_3,pure_rl,fl_rl,6599721.122143794,1000000.0,6599721.122142915,5599721.122142915,0.0,0.0,6.0,0.0,2920,2920,46,0.015753424657534248,97918064.13381627,99168.74771348816,0.0010127727563931685,0.09916874771348816,0,4252,436570,medium_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_1,pure_rl,fl_rl,3199150.5343023795,1000000.0,3199150.5343024856,2199150.5343024856,0.0,0.0,7.0,0.0,1390,1390,83,0.05971223021582734,48189288.8162929,257915.7100567893,0.0053521377134245545,0.2579157100567893,0,4251,436570,high_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
