financier,apr_strategy,wholesaler_policy,final_wallet,initial_capital,final_capital,capital_change,capital_loss,capital_loss_rate,final_apr,final_utilization,loans_issued,closed_loans,defaults,default_count_rate,total_issued_principal,default_amount,default_amount_to_issued_rate,default_amount_to_initial_capital_rate,outstanding_loans,simulation_end_day,seed,default_scenario,capital_per_financier,strategy_key,strategy_label
Fin_rl_apr_isolated_screening_1,pure_rl,rl,4462068.903002107,1000000.0,4462068.903002407,3462068.9030024074,0.0,0.0,6.0,0.0,2246,2246,0,0.0,72888214.55899659,0.0,0.0,0.0,0,4257,436570,none_default,1000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_2,pure_rl,rl,4093816.727086309,1000000.0,4093816.7270862754,3093816.7270862754,0.0,0.0,6.0,0.0,1947,1947,0,0.0,65764490.027500115,0.0,0.0,0.0,0,4257,436570,none_default,1000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_3,pure_rl,rl,8185907.620083338,1000000.0,8185907.620081561,7185907.620081561,0.0,0.0,6.0,0.0,3389,3389,0,0.0,117559998.33330561,0.0,0.0,0.0,0,4257,436570,none_default,1000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_1,pure_rl,rl,4550351.532443391,1000000.0,4550351.532443678,3550351.532443678,0.0,0.0,6.0,0.0,1794,1794,40,0.022296544035674472,61470114.70234504,76864.71290961638,0.0012504403689795628,0.07686471290961638,0,4267,436570,low_default,1000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_2,pure_rl,rl,5410176.335133394,1000000.0,5410176.335133522,4410176.335133522,0.0,0.0,6.0,0.0,2476,2476,41,0.016558966074313407,84279120.76588732,82884.05496394781,0.0009834470769359974,0.08288405496394781,0,4267,436570,low_default,1000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_3,pure_rl,rl,4968679.402367857,1000000.0,4968679.40236798,3968679.40236798,0.0,0.0,6.0,0.0,1986,1986,54,0.027190332326283987,67431908.97118525,108975.87674739095,0.0016160876714013555,0.10897587674739095,0,4267,436570,low_default,1000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_1,pure_rl,rl,3217040.9476215676,1000000.0,3217040.9476217967,2217040.9476217967,0.0,0.0,14.0,0.0,1277,1277,96,0.07517619420516837,42706818.7604996,215061.40480606546,0.005035762696634761,0.21506140480606545,0,4260,436570,medium_default,1000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_2,pure_rl,rl,3953934.296211508,1000000.0,3953934.29621128,2953934.29621128,0.0,0.0,12.0,0.0,1557,1557,52,0.033397559409120106,53453044.02939176,131772.86208347362,0.0024652078188665333,0.1317728620834736,0,4260,436570,medium_default,1000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_3,pure_rl,rl,5102221.749072873,1000000.0,5102221.749072723,4102221.749072723,0.0,0.0,6.0,0.0,1922,1922,24,0.012486992715920915,65860631.33338355,55016.06821792123,0.0008353407354908636,0.05501606821792123,0,4260,436570,medium_default,1000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_1,pure_rl,rl,2736669.794681296,1000000.0,2736669.7946810853,1736669.7946810853,0.0,0.0,7.0,0.0,1286,1286,84,0.06531881804043546,44379436.5165759,277743.30210618064,0.006258378291992111,0.27774330210618065,0,4242,436570,high_default,1000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_2,pure_rl,rl,3017015.0834371755,1000000.0,3017015.083437382,2017015.0834373818,0.0,0.0,7.0,0.0,1615,1615,226,0.13993808049535603,54098237.1869682,507252.54758719663,0.00937650788572071,0.5072525475871966,0,4242,436570,high_default,1000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_3,pure_rl,rl,5609200.271734817,1000000.0,5609200.271734531,4609200.271734531,0.0,0.0,17.0,0.0,2510,2510,106,0.04223107569721116,86137901.12821153,320035.73900635156,0.0037153881719267337,0.32003573900635157,0,4242,436570,high_default,1000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_1,pure_rl,rl,11018549.703862617,5000000.0,11018549.703861387,6018549.703861387,0.0,0.0,6.0,0.0,4394,4394,0,0.0,154859912.7779873,0.0,0.0,0.0,0,4245,436570,none_default,5000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_2,pure_rl,rl,12219651.176398696,5000000.0,12219651.176400777,7219651.176400777,0.0,0.0,6.0,0.0,5578,5578,0,0.0,193610550.33284605,0.0,0.0,0.0,0,4245,436570,none_default,5000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_3,pure_rl,rl,5484758.325796866,5000000.0,5484758.325798208,484758.3257982079,0.0,0.0,22.0,0.0,416,416,0,0.0,14649641.095309354,0.0,0.0,0.0,0,4245,436570,none_default,5000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_1,pure_rl,rl,8817544.458489487,5000000.0,8817544.458489517,3817544.4584895167,0.0,0.0,14.0,0.0,2744,2744,118,0.043002915451895045,95864306.86632371,231762.69497591705,0.002417611961656328,0.046352538995183414,0,4253,436570,low_default,5000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_2,pure_rl,rl,9202123.84251747,5000000.0,9202123.84251929,4202123.842519291,0.0,0.0,9.0,0.0,3216,3216,240,0.07462686567164178,112625294.2686163,460386.1790266603,0.0040877689334033514,0.09207723580533206,0,4253,436570,low_default,5000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_3,pure_rl,rl,10877886.551931454,5000000.0,10877886.55193257,5877886.55193257,0.0,0.0,11.0,0.0,3365,3365,71,0.02109955423476969,117475624.49011436,163885.56236159836,0.0013950601503326286,0.032777112472319674,0,4253,436570,low_default,5000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_1,pure_rl,rl,8341514.1930539375,5000000.0,8341514.193054684,3341514.1930546844,0.0,0.0,18.0,0.0,2405,2405,202,0.083991683991684,83713363.0178049,487284.8036785733,0.00582087239255856,0.09745696073571465,0,4252,436570,medium_default,5000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_2,pure_rl,rl,8774251.394696081,5000000.0,8774251.394693976,3774251.3946939763,0.0,0.0,16.0,0.0,2646,2646,106,0.0400604686318972,91918850.51203117,247182.21558045896,0.002689135190480929,0.04943644311609179,0,4252,436570,medium_default,5000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_3,pure_rl,rl,10416158.672781222,5000000.0,10416158.672782008,5416158.672782008,0.0,0.0,15.0,0.0,2932,2932,72,0.02455661664392906,102745812.64644879,174917.86809623687,0.00170243305873821,0.03498357361924737,0,4252,436570,medium_default,5000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_1,pure_rl,rl,6619797.841897175,5000000.0,6619797.841898182,1619797.8418981824,0.0,0.0,13.0,0.0,1504,1504,190,0.12632978723404256,52425385.9557579,637312.1950825661,0.012156557047007679,0.12746243901651322,0,4238,436570,high_default,5000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_2,pure_rl,rl,8226655.704515956,5000000.0,8226655.704518159,3226655.704518159,0.0,0.0,16.0,0.0,2522,2522,263,0.10428231562252181,88167261.91927925,706613.757349095,0.008014468658400994,0.14132275146981899,0,4238,436570,high_default,5000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_3,pure_rl,rl,9473223.79096281,5000000.0,9473223.79096476,4473223.79096476,0.0,0.0,18.0,0.0,2381,2381,76,0.031919361612767747,83262064.04882866,228529.96958825784,0.002744706994703344,0.045705993917651566,0,4238,436570,high_default,5000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_1,pure_rl,rl,14351713.761651978,10000000.0,14351713.761649031,4351713.761649031,0.0,0.0,14.0,0.0,3412,3412,0,0.0,119573050.83228917,0.0,0.0,0.0,0,4255,436570,none_default,10000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_2,pure_rl,rl,18530593.85666871,10000000.0,18530593.856665578,8530593.856665578,0.0,0.0,16.0,0.0,6425,6425,0,0.0,224241429.93644443,0.0,0.0,0.0,0,4255,436570,none_default,10000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_3,pure_rl,rl,10699765.816923372,10000000.0,10699765.816920806,699765.8169208057,0.0,0.0,22.0,0.0,546,546,0,0.0,18915436.041698992,0.0,0.0,0.0,0,4255,436570,none_default,10000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_1,pure_rl,rl,12650812.308835698,10000000.0,12650812.30883508,2650812.30883508,0.0,0.0,16.0,0.0,2086,2086,176,0.08437200383509108,73019873.013348,382779.59485488775,0.005242129013082724,0.038277959485488774,0,4250,436570,low_default,10000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_2,pure_rl,rl,14976472.988710156,10000000.0,14976472.98870743,4976472.988707431,0.0,0.0,10.0,0.0,3372,3372,279,0.08274021352313167,119186463.71937442,468415.5733038787,0.003930107150479498,0.04684155733038787,0,4250,436570,low_default,10000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_3,pure_rl,rl,16718829.33509189,10000000.0,16718829.335089056,6718829.335089056,0.0,0.0,20.0,0.0,3813,3813,52,0.013637555730396014,133528644.38710776,124340.9326321123,0.0009311929526644506,0.012434093263211229,0,4250,436570,low_default,10000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_1,pure_rl,rl,15765413.34197457,10000000.0,15765413.34197192,5765413.341971921,0.0,0.0,22.0,0.0,3333,3333,137,0.0411041104110411,116323091.11108014,356320.97159976035,0.0030632006783545634,0.035632097159976034,0,4264,436570,medium_default,10000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_2,pure_rl,rl,10409909.752842149,10000000.0,10409909.752842586,409909.7528425865,0.0,0.0,27.0,0.0,602,602,127,0.21096345514950166,20979479.818167415,280226.03543297935,0.013357148883658902,0.028022603543297935,0,4264,436570,medium_default,10000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_3,pure_rl,rl,16393154.359552938,10000000.0,16393154.359552013,6393154.359552013,0.0,0.0,14.0,0.0,3212,3212,70,0.021793275217932753,111959091.80300397,182464.7932970374,0.0016297452074556906,0.01824647932970374,0,4264,436570,medium_default,10000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
Fin_rl_apr_isolated_screening_1,pure_rl,rl,13630965.354693888,10000000.0,13630965.35469655,3630965.3546965495,0.0,0.0,10.0,0.0,2259,2259,176,0.07791057990261177,79215532.168256,577746.8885476511,0.007293353623131643,0.05777468885476511,0,4241,436570,high_default,10000000.0,rl_apr_isolated_screening,RL APR + isolated RL screening
