financier,apr_strategy,wholesaler_policy,final_wallet,initial_capital,final_capital,capital_change,capital_loss,capital_loss_rate,final_apr,final_utilization,loans_issued,closed_loans,defaults,default_count_rate,total_issued_principal,default_amount,default_amount_to_issued_rate,default_amount_to_initial_capital_rate,outstanding_loans,simulation_end_day,seed,default_scenario,capital_per_financier,strategy_key,strategy_label
Fin_rl_apr_no_screening_1,pure_rl,none,5365038.596403332,1000000.0,5365038.596403156,4365038.596403156,0.0,0.0,6.0,0.0,2698,2698,0,0.0,89695140.6742832,0.0,0.0,0.0,0,4255,436570,none_default,1000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_2,pure_rl,none,5723881.830098644,1000000.0,5723881.830098465,4723881.830098465,0.0,0.0,6.0,0.0,2603,2603,0,0.0,87727923.11815085,0.0,0.0,0.0,0,4255,436570,none_default,1000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_3,pure_rl,none,5566385.433845692,1000000.0,5566385.433846398,4566385.433846398,0.0,0.0,6.0,0.0,2686,2686,0,0.0,91575667.10229094,0.0,0.0,0.0,0,4255,436570,none_default,1000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_1,pure_rl,none,4806475.5181194935,1000000.0,4806475.518119212,3806475.5181192122,0.0,0.0,6.0,0.0,2478,2478,157,0.06335754640839386,80426597.02871819,335103.6980971745,0.0041665781032301785,0.3351036980971745,0,4250,436570,low_default,1000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_2,pure_rl,none,5734546.676869672,1000000.0,5734546.676869525,4734546.676869525,0.0,0.0,6.0,0.0,2461,2461,122,0.04957334416903698,87908263.59973614,260463.73562511159,0.002962903883655977,0.2604637356251116,0,4250,436570,low_default,1000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_3,pure_rl,none,3584851.3417029693,1000000.0,3584851.341703136,2584851.341703136,0.0,0.0,6.0,0.0,2048,2048,177,0.08642578125,64616936.014653064,284110.50544041255,0.004396842731385241,0.28411050544041255,0,4250,436570,low_default,1000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_1,pure_rl,none,3985412.0949208005,1000000.0,3985412.0949207786,2985412.0949207786,0.0,0.0,6.0,0.0,2207,2207,277,0.12550974173085636,74995775.77816015,601771.985487881,0.008024078413002105,0.601771985487881,0,4265,436570,medium_default,1000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_2,pure_rl,none,5560370.423535172,1000000.0,5560370.423534943,4560370.423534943,0.0,0.0,6.0,0.0,2465,2465,138,0.055983772819472616,84023973.17073607,339545.8388746224,0.0040410590699474285,0.3395458388746224,0,4265,436570,medium_default,1000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_3,pure_rl,none,5213357.609997557,1000000.0,5213357.609997644,4213357.609997644,0.0,0.0,6.0,0.0,2553,2553,233,0.09126517822169997,89171998.5799409,553563.3615934987,0.006207816023067379,0.5535633615934987,0,4265,436570,medium_default,1000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_1,pure_rl,none,4166019.7844374664,1000000.0,4166019.7844376275,3166019.7844376275,0.0,0.0,7.0,0.0,2263,2263,326,0.14405656208572692,74819451.05403683,972830.3875781567,0.013002372696847906,0.9728303875781567,0,4275,436570,high_default,1000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_2,pure_rl,none,2382936.8728999016,1000000.0,2382936.872899716,1382936.8728997158,0.0,0.0,6.0,0.0,1572,1572,344,0.21882951653944022,49428190.73687716,901180.3161158974,0.018232112134412982,0.9011803161158973,0,4275,436570,high_default,1000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_3,pure_rl,none,3313828.4602034334,1000000.0,3313828.460203676,2313828.460203676,0.0,0.0,7.0,0.0,1706,1706,306,0.17936694021101993,58501535.60385169,806489.6191935997,0.013785785464757973,0.8064896191935996,0,4275,436570,high_default,1000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_1,pure_rl,none,7948217.367500346,5000000.0,7948217.36750064,2948217.3675006405,0.0,0.0,6.0,0.0,4944,4944,0,0.0,172168800.28770518,0.0,0.0,0.0,0,4242,436570,none_default,5000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_2,pure_rl,none,6702891.905594992,5000000.0,6702891.905594729,1702891.905594729,0.0,0.0,6.0,0.0,2890,2890,0,0.0,100804351.0995452,0.0,0.0,0.0,0,4242,436570,none_default,5000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_3,pure_rl,none,6488460.828854212,5000000.0,6488460.828856505,1488460.8288565055,0.0,0.0,9.0,0.0,2532,2532,0,0.0,88146920.93159713,0.0,0.0,0.0,0,4242,436570,none_default,5000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_1,pure_rl,none,6811134.418349705,5000000.0,6811134.418350484,1811134.4183504842,0.0,0.0,6.0,0.0,3826,3826,501,0.13094615786722424,133570256.35995093,648722.9264059392,0.004856791804439848,0.12974458528118782,0,4251,436570,low_default,5000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_2,pure_rl,none,7368775.940332129,5000000.0,7368775.940331548,2368775.9403315485,0.0,0.0,6.0,0.0,4862,4862,607,0.12484574249280132,168841909.89226595,790507.4885206637,0.0046819387972160936,0.15810149770413273,0,4251,436570,low_default,5000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_3,pure_rl,none,5827583.553060145,5000000.0,5827583.553060499,827583.553060499,0.0,0.0,7.0,0.0,1684,1684,207,0.12292161520190023,58817863.56815854,267916.3296692788,0.004555016340551295,0.05358326593385576,0,4251,436570,low_default,5000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_1,pure_rl,none,5805762.545072367,5000000.0,5805762.545072595,805762.5450725947,0.0,0.0,7.0,0.0,3543,3543,868,0.24499012136607395,124060729.26301299,1455509.3955776435,0.011732233110543094,0.2911018791155287,0,4273,436570,medium_default,5000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_2,pure_rl,none,5832876.470579905,5000000.0,5832876.470578284,832876.470578284,0.0,0.0,8.0,0.0,3360,3360,767,0.22827380952380952,117466254.28182116,1303927.5492032834,0.01110044375872362,0.2607855098406567,0,4273,436570,medium_default,5000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_3,pure_rl,none,6000530.204747022,5000000.0,6000530.204745877,1000530.2047458766,0.0,0.0,7.0,0.0,3520,3520,755,0.21448863636363635,123536226.20542893,1239539.935414281,0.010033817395012898,0.2479079870828562,0,4273,436570,medium_default,5000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_1,pure_rl,none,5011469.629541938,5000000.0,5011469.629541952,11469.629541952163,0.0,0.0,7.0,0.0,4170,4170,1445,0.34652278177458035,145578654.222781,3544824.4684632174,0.02434989172958368,0.7089648936926435,0,4264,436570,high_default,5000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_2,pure_rl,none,4841619.476567266,5000000.0,4841619.476568516,-158380.52343148366,158380.52343148366,0.03167610468629673,8.0,0.0,3302,3302,1233,0.3734100545124167,114770606.07325046,3057939.967212511,0.02664392976421882,0.6115879934425023,0,4264,436570,high_default,5000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_3,pure_rl,none,4905752.861917599,5000000.0,4905752.861917637,-94247.13808236271,94247.13808236271,0.01884942761647254,9.0,0.0,2926,2926,1070,0.36568694463431306,102661062.72910915,2684752.809195059,0.026151617154785284,0.5369505618390118,0,4264,436570,high_default,5000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_1,pure_rl,none,12757774.385955613,10000000.0,12757774.385954404,2757774.3859544042,0.0,0.0,6.0,0.0,4708,4708,0,0.0,163701542.72582215,0.0,0.0,0.0,0,4235,436570,none_default,10000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_2,pure_rl,none,12729178.662779924,10000000.0,12729178.66277312,2729178.6627731193,0.0,0.0,18.0,0.0,4627,4627,0,0.0,162439750.97205773,0.0,0.0,0.0,0,4235,436570,none_default,10000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_3,pure_rl,none,10603614.00031542,10000000.0,10603614.000315106,603614.0003151055,0.0,0.0,10.0,0.0,1032,1032,0,0.0,35705993.11350606,0.0,0.0,0.0,0,4235,436570,none_default,10000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_1,pure_rl,none,11490776.264458552,10000000.0,11490776.264458245,1490776.2644582447,0.0,0.0,7.0,0.0,3437,3437,466,0.13558335757928425,120335300.20063198,605726.7023639798,0.00503365763291459,0.06057267023639798,0,4294,436570,low_default,10000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_2,pure_rl,none,11519639.361181749,10000000.0,11519639.361179354,1519639.3611793537,0.0,0.0,7.0,0.0,3462,3462,452,0.13056036972848065,120468140.36213714,565358.4861556311,0.004693012479947952,0.056535848615563114,0,4294,436570,low_default,10000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_3,pure_rl,none,11606443.535809444,10000000.0,11606443.535808973,1606443.535808973,0.0,0.0,7.0,0.0,3490,3490,415,0.11891117478510028,122348495.90711276,506820.98429592035,0.0041424373919618914,0.05068209842959204,0,4294,436570,low_default,10000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_1,pure_rl,none,11081475.17545117,10000000.0,11081475.175446607,1081475.1754466072,0.0,0.0,9.0,0.0,4099,4099,993,0.24225420834349842,142972087.79581022,1666771.7304098862,0.011658021898584394,0.1666771730409886,0,4266,436570,medium_default,10000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_2,pure_rl,none,11072158.763921969,10000000.0,11072158.763919834,1072158.763919834,0.0,0.0,9.0,0.0,3732,3732,843,0.22588424437299034,129636216.92732005,1449825.936224465,0.011183803188558822,0.1449825936224465,0,4266,436570,medium_default,10000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_3,pure_rl,none,10864138.89693438,10000000.0,10864138.896929935,864138.8969299346,0.0,0.0,7.0,0.0,2573,2573,571,0.22191993781577923,90570736.92614605,988470.0486926172,0.010913790504968992,0.09884700486926172,0,4266,436570,medium_default,10000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_1,pure_rl,none,9910018.603363233,10000000.0,9910018.603361122,-89981.39663887769,89981.39663887769,0.008998139663887768,11.0,0.0,2608,2608,908,0.348159509202454,91306983.25062923,2148652.452774722,0.023532180960101044,0.21486524527747222,0,4268,436570,high_default,10000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_2,pure_rl,none,9743754.84357027,10000000.0,9743754.843574475,-256245.1564255245,256245.1564255245,0.02562451564255245,8.0,0.0,4343,4343,1542,0.355054110062169,151594378.98012727,3662948.751300375,0.024162826985692894,0.3662948751300375,0,4268,436570,high_default,10000000.0,rl_apr_no_screening,RL APR + no screening
Fin_rl_apr_no_screening_3,pure_rl,none,9660475.54186227,10000000.0,9660475.541860286,-339524.45813971385,339524.45813971385,0.03395244581397139,11.0,0.0,3455,3455,1275,0.36903039073806077,120853522.6511108,3081929.059234559,0.025501358931271766,0.3081929059234559,0,4268,436570,high_default,10000000.0,rl_apr_no_screening,RL APR + no screening
