financier,apr_strategy,wholesaler_policy,final_wallet,initial_capital,final_capital,capital_change,capital_loss,capital_loss_rate,final_apr,final_utilization,loans_issued,closed_loans,defaults,default_count_rate,total_issued_principal,default_amount,default_amount_to_issued_rate,default_amount_to_initial_capital_rate,outstanding_loans,simulation_end_day,seed,default_scenario,capital_per_financier
Fin_rl_1,pure_rl,rl,6296305.052122675,1000000.0,6296305.052122332,5296305.052122332,0.0,0.0,6.0,0.0,2536,2536,0,0.0,86504856.44575138,0.0,0.0,0.0,0,4262,812077,none_default,1000000.0
Fin_rl_2,pure_rl,rl,5058038.883800562,1000000.0,5058038.8838008,4058038.8838008,0.0,0.0,6.0,0.0,2423,2423,0,0.0,81175489.39050555,0.0,0.0,0.0,0,4262,812077,none_default,1000000.0
Fin_rl_3,pure_rl,rl,6044948.500274277,1000000.0,6044948.500274717,5044948.500274717,0.0,0.0,6.0,0.0,2755,2755,0,0.0,91848871.32041664,0.0,0.0,0.0,0,4262,812077,none_default,1000000.0
Fin_fl_rl_1,pure_rl,fl_rl,3948710.5239924225,1000000.0,3948710.523992586,2948710.523992586,0.0,0.0,6.0,0.0,1882,1882,0,0.0,64370888.33917037,0.0,0.0,0.0,0,4246,812077,none_default,1000000.0
Fin_fl_rl_2,pure_rl,fl_rl,6252148.120503092,1000000.0,6252148.120503287,5252148.120503287,0.0,0.0,6.0,0.0,2851,2851,0,0.0,95582424.61854094,0.0,0.0,0.0,0,4246,812077,none_default,1000000.0
Fin_fl_rl_3,pure_rl,fl_rl,5153557.8236850845,1000000.0,5153557.823685083,4153557.8236850826,0.0,0.0,6.0,0.0,2585,2585,0,0.0,85853278.3936027,0.0,0.0,0.0,0,4246,812077,none_default,1000000.0
Fin_rl_1,pure_rl,rl,4784416.32217082,1000000.0,4784416.322170411,3784416.3221704112,0.0,0.0,14.0,0.0,2000,2000,21,0.0105,69997750.39446974,46124.070883312736,0.0006589364747207194,0.04612407088331274,0,4256,812077,low_default,1000000.0
Fin_rl_2,pure_rl,rl,3526336.412472751,1000000.0,3526336.4124722984,2526336.4124722984,0.0,0.0,6.0,0.0,1611,1611,111,0.06890130353817504,55159839.65880002,231053.42882737756,0.004188798050476495,0.23105342882737756,0,4256,812077,low_default,1000000.0
Fin_rl_3,pure_rl,rl,5436411.222636048,1000000.0,5436411.222635429,4436411.222635429,0.0,0.0,6.0,0.0,2500,2500,12,0.0048,84304887.78271626,17371.60402944928,0.0002060569023497439,0.017371604029449282,0,4256,812077,low_default,1000000.0
Fin_fl_rl_1,pure_rl,fl_rl,4297335.586096195,1000000.0,4297335.586096078,3297335.586096078,0.0,0.0,6.0,0.0,2184,2184,24,0.01098901098901099,73795569.95867996,47084.326808752245,0.0006380373081353796,0.04708432680875224,0,4263,812077,low_default,1000000.0
