financier,apr_strategy,wholesaler_policy,final_wallet,initial_capital,final_capital,capital_change,capital_loss,capital_loss_rate,final_apr,final_utilization,loans_issued,closed_loans,defaults,default_count_rate,total_issued_principal,default_amount,default_amount_to_issued_rate,default_amount_to_initial_capital_rate,outstanding_loans,simulation_end_day,scaffold_lr,scaffold_level,seed,default_scenario,capital_per_financier,borrower_count
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,2121705.107907352,1000000.0,2121705.107907264,1121705.107907264,0.0,0.0,6.0,0.0,764,764,55,0.0719895287958115,25674109.417503744,109545.42317044112,0.0042667662347717,0.1095454231704411,0,2258,0.75,0p75,709098,low_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2688299.784784494,1000000.0,2688299.784784561,1688299.7847845615,0.0,0.0,6.0,0.0,883,883,5,0.0056625141562853,31358638.199721705,6581.518590288793,0.0002098789669491,0.0065815185902887,0,2258,0.75,0p75,709098,low_default,1000000.0,50
Fin_rl_1,pure_rl,rl,2201163.3539739014,1000000.0,2201163.353973929,1201163.3539739288,0.0,0.0,6.0,0.0,828,828,19,0.0229468599033816,27507631.10082589,39357.87998643435,0.001430798597021,0.0393578799864343,0,2255,0.75,0p75,436570,low_default,1000000.0,50
Fin_rl_2,pure_rl,rl,2167677.300442853,1000000.0,2167677.300442895,1167677.300442895,0.0,0.0,6.0,0.0,804,804,25,0.031094527363184,26843109.11685088,43964.71601599453,0.0016378399322005,0.0439647160159945,0,2255,0.75,0p75,436570,low_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2059309.5317365015,1000000.0,2059309.5317365115,1059309.5317365115,0.0,0.0,6.0,0.0,792,792,61,0.077020202020202,25362083.86607437,99342.92791511145,0.0039169860189602,0.0993429279151114,0,2255,0.75,0p75,436570,low_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2301685.8001673124,1000000.0,2301685.800167349,1301685.8001673492,0.0,0.0,6.0,0.0,701,701,26,0.0370898716119828,25848053.50919326,54424.287575838986,0.0021055468473276,0.0544242875758389,0,2255,0.75,0p75,436570,low_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,2274802.511257075,1000000.0,2274802.511257023,1274802.511257023,0.0,0.0,6.0,0.0,770,770,58,0.0753246753246753,27044018.198832285,124991.2514768434,0.0046217707205299,0.1249912514768434,0,2255,0.75,0p75,436570,low_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,1894473.568220716,1000000.0,1894473.568220752,894473.5682207516,0.0,0.0,6.0,0.0,775,775,30,0.0387096774193548,23991941.409928985,54667.04159375394,0.0022785584817713,0.0546670415937539,0,2255,0.75,0p75,436570,low_default,1000000.0,50
Fin_rl_1,pure_rl,rl,2233605.6047594245,1000000.0,2233605.604759573,1233605.6047595737,0.0,0.0,6.0,0.0,731,731,20,0.027359781121751,25547510.335788373,41271.57495132496,0.0016154832470508,0.0412715749513249,0,2264,0.75,0p75,831197,low_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1730392.257516642,1000000.0,1730392.2575167902,730392.2575167902,0.0,0.0,6.0,0.0,640,640,126,0.196875,21802466.58937464,235556.87365045428,0.0108041387282873,0.2355568736504542,0,2264,0.75,0p75,831197,low_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2344602.836144837,1000000.0,2344602.8361448934,1344602.8361448934,0.0,0.0,24.0,0.0,875,875,42,0.048,28645268.54051563,83179.89788168107,0.0029037918692936,0.083179897881681,0,2264,0.75,0p75,831197,low_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2268428.985095127,1000000.0,2268428.985095161,1268428.985095161,0.0,0.0,6.0,0.0,847,847,11,0.0129870129870129,27289707.23417006,20779.62413228932,0.00076144547664,0.0207796241322893,0,2264,0.75,0p75,831197,low_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,2185127.0041136965,1000000.0,2185127.0041136923,1185127.0041136923,0.0,0.0,31.0,0.0,791,791,37,0.0467762326169405,25811568.247968435,56740.7457564977,0.0021982680483183,0.0567407457564977,0,2264,0.75,0p75,831197,low_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2699737.333207973,1000000.0,2699737.333207909,1699737.3332079097,0.0,0.0,6.0,0.0,853,853,9,0.0105509964830011,29603116.455585707,12217.129063642156,0.0004126973956262,0.0122171290636421,0,2264,0.75,0p75,831197,low_default,1000000.0,50
Fin_rl_1,pure_rl,rl,2039823.539368791,1000000.0,2039823.5393689247,1039823.5393689248,0.0,0.0,7.0,0.0,735,735,89,0.1210884353741496,24765024.90311903,212289.02044401376,0.0085721303037041,0.2122890204440137,0,2262,0.75,0p75,709098,medium_default,1000000.0,50
Fin_rl_2,pure_rl,rl,2156851.3163927626,1000000.0,2156851.3163926518,1156851.3163926513,0.0,0.0,7.0,0.0,636,636,64,0.10062893081761,22680309.73305821,134730.27164498492,0.0059404070416465,0.1347302716449849,0,2262,0.75,0p75,709098,medium_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2125262.7817232176,1000000.0,2125262.7817232027,1125262.781723203,0.0,0.0,6.0,0.0,853,853,92,0.107854630715123,26948566.794417344,196977.97930291903,0.0073094046449893,0.196977979302919,0,2262,0.75,0p75,709098,medium_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2058143.7560781625,1000000.0,2058143.756078244,1058143.7560782435,0.0,0.0,6.0,0.0,668,668,43,0.0643712574850299,22738240.01581809,101976.74353617289,0.0044848125213398,0.1019767435361728,0,2262,0.75,0p75,709098,medium_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,2017308.0417778129,1000000.0,2017308.0417778185,1017308.0417778183,0.0,0.0,11.0,0.0,714,714,68,0.0952380952380952,23708829.56919777,134290.44407566925,0.0056641532507424,0.1342904440756692,0,2262,0.75,0p75,709098,medium_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2192648.197047173,1000000.0,2192648.1970472285,1192648.1970472285,0.0,0.0,6.0,0.0,726,726,40,0.0550964187327823,24434284.16181325,81439.4003713041,0.0033329971867389,0.0814394003713041,0,2262,0.75,0p75,709098,medium_default,1000000.0,50
Fin_rl_1,pure_rl,rl,2035904.67099118,1000000.0,2035904.6709912375,1035904.6709912376,0.0,0.0,6.0,0.0,790,790,46,0.0582278481012658,25470587.19068876,117893.48682690732,0.0046286128366135,0.1178934868269073,0,2251,0.75,0p75,436570,medium_default,1000000.0,50
Fin_rl_2,pure_rl,rl,2396478.169479825,1000000.0,2396478.169480032,1396478.1694800314,0.0,0.0,7.0,0.0,741,741,46,0.0620782726045884,26208262.533422276,82724.0971517953,0.0031564128696551,0.0827240971517953,0,2251,0.75,0p75,436570,medium_default,1000000.0,50
Fin_rl_3,pure_rl,rl,1965855.3221122436,1000000.0,1965855.3221122555,965855.3221122556,0.0,0.0,6.0,0.0,740,740,46,0.0621621621621621,23658068.496949136,111255.88173008578,0.0047026612398401,0.1112558817300857,0,2251,0.75,0p75,436570,medium_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,1816393.926976836,1000000.0,1816393.9269767688,816393.9269767688,0.0,0.0,6.0,0.0,455,455,47,0.1032967032967032,16592921.226255998,122093.08977062227,0.007358143156699,0.1220930897706222,0,2251,0.75,0p75,436570,medium_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,2132938.060240938,1000000.0,2132938.0602408806,1132938.0602408806,0.0,0.0,7.0,0.0,755,755,80,0.1059602649006622,25103409.72880035,156399.22302009273,0.0062301983957446,0.1563992230200927,0,2251,0.75,0p75,436570,medium_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2341326.985190561,1000000.0,2341326.9851906165,1341326.9851906165,0.0,0.0,6.0,0.0,746,746,16,0.0214477211796246,26053624.96574008,39294.929682734844,0.0015082327213355,0.0392949296827348,0,2251,0.75,0p75,436570,medium_default,1000000.0,50
Fin_rl_1,pure_rl,rl,1676898.9530475934,1000000.0,1676898.953047611,676898.953047611,0.0,0.0,7.0,0.0,545,545,138,0.2532110091743119,19663980.67696505,345386.2127603744,0.0175644096907077,0.3453862127603744,0,2262,0.75,0p75,831197,medium_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1926080.943037265,1000000.0,1926080.9430372545,926080.9430372544,0.0,0.0,6.0,0.0,646,646,118,0.1826625386996904,22514272.25391402,261195.52982444497,0.0116013312301949,0.2611955298244449,0,2262,0.75,0p75,831197,medium_default,1000000.0,50
Fin_rl_3,pure_rl,rl,1984783.709058806,1000000.0,1984783.709058827,984783.709058827,0.0,0.0,20.0,0.0,756,756,93,0.123015873015873,24661261.653533623,188025.02410516448,0.0076243067668933,0.1880250241051644,0,2262,0.75,0p75,831197,medium_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2293294.950867596,1000000.0,2293294.9508675165,1293294.9508675165,0.0,0.0,7.0,0.0,747,747,36,0.0481927710843373,26433219.31386141,88236.73285711434,0.0033381001311044,0.0882367328571143,0,2262,0.75,0p75,831197,medium_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1834944.6124335425,1000000.0,1834944.6124335704,834944.6124335702,0.0,0.0,6.0,0.0,705,705,72,0.102127659574468,23488429.52828397,157273.30173064565,0.0066957776611357,0.1572733017306456,0,2262,0.75,0p75,831197,medium_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2018328.4290918887,1000000.0,2018328.42909188,1018328.42909188,0.0,0.0,6.0,0.0,872,872,35,0.040137614678899,26348434.113964576,77996.98420583241,0.002960213266127,0.0779969842058324,0,2262,0.75,0p75,831197,medium_default,1000000.0,50
Fin_rl_1,pure_rl,rl,1756444.2722694513,1000000.0,1756444.2722694646,756444.2722694646,0.0,0.0,7.0,0.0,667,667,72,0.1079460269865067,22368375.97049883,228207.9955208121,0.0102022603617621,0.2282079955208121,0,2272,0.75,0p75,709098,high_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1732619.6678977162,1000000.0,1732619.6678977243,732619.6678977243,0.0,0.0,7.0,0.0,688,688,90,0.1308139534883721,22545440.579744466,214271.4849036772,0.0095039830401977,0.2142714849036772,0,2272,0.75,0p75,709098,high_default,1000000.0,50
Fin_rl_3,pure_rl,rl,1889288.266050452,1000000.0,1889288.2660504496,889288.2660504496,0.0,0.0,36.0,0.0,770,770,58,0.0753246753246753,23940645.114245854,139081.09427012,0.0058094129713889,0.13908109427012,0,2272,0.75,0p75,709098,high_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,1395599.7127181082,1000000.0,1395599.7127181413,395599.71271814127,0.0,0.0,7.0,0.0,549,549,140,0.2550091074681239,18601548.24909553,391161.7297245253,0.0210284501314854,0.3911617297245252,0,2272,0.75,0p75,709098,high_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1511913.060531496,1000000.0,1511913.0605314877,511913.0605314877,0.0,0.0,6.0,0.0,515,515,127,0.2466019417475728,18223963.23515043,310198.16137172934,0.0170214435449155,0.3101981613717293,0,2272,0.75,0p75,709098,high_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,1892576.630492708,1000000.0,1892576.6304927336,892576.6304927338,0.0,0.0,6.0,0.0,659,659,52,0.0789074355083459,23002396.870000716,136218.14185273123,0.0059219107740195,0.1362181418527312,0,2272,0.75,0p75,709098,high_default,1000000.0,50
Fin_rl_1,pure_rl,rl,1508677.2559765144,1000000.0,1508677.2559765382,508677.2559765382,0.0,0.0,6.0,0.0,535,535,80,0.1495327102803738,18286163.64520616,253351.25457525824,0.0138548062617648,0.2533512545752582,0,2263,0.75,0p75,436570,high_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1661237.527047191,1000000.0,1661237.5270472057,661237.5270472055,0.0,0.0,6.0,0.0,567,567,79,0.1393298059964726,20191311.89018471,206331.7627304219,0.0102188388675588,0.2063317627304219,0,2263,0.75,0p75,436570,high_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2451330.6324840765,1000000.0,2451330.632484056,1451330.6324840556,0.0,0.0,7.0,0.0,750,750,46,0.0613333333333333,27245230.592553407,140529.63296312588,0.0051579535172491,0.1405296329631258,0,2263,0.75,0p75,436570,high_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,1798938.7383033591,1000000.0,1798938.7383033815,798938.7383033815,0.0,0.0,7.0,0.0,564,564,63,0.1117021276595744,20356778.293546144,230117.4868604992,0.0113042193387474,0.2301174868604991,0,2263,0.75,0p75,436570,high_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1569998.1711304465,1000000.0,1569998.1711304467,569998.1711304467,0.0,0.0,7.0,0.0,680,680,77,0.113235294117647,22600189.34304602,196444.46993860253,0.0086921603601098,0.1964444699386025,0,2263,0.75,0p75,436570,high_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,1749127.707205936,1000000.0,1749127.707205932,749127.7072059319,0.0,0.0,6.0,0.0,783,783,30,0.0383141762452107,24075190.76004686,73358.37403633,0.0030470526596229,0.07335837403633,0,2263,0.75,0p75,436570,high_default,1000000.0,50
Fin_rl_1,pure_rl,rl,1529105.8896353843,1000000.0,1529105.8896352558,529105.8896352558,0.0,0.0,8.0,0.0,505,505,71,0.1405940594059406,17722493.139079064,224864.9763565153,0.0126881119147212,0.2248649763565153,0,2259,0.75,0p75,831197,high_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1710767.007098453,1000000.0,1710767.007098558,710767.0070985579,0.0,0.0,7.0,0.0,639,639,116,0.1815336463223787,22220792.516450617,312159.6359113854,0.0140480874244375,0.3121596359113854,0,2259,0.75,0p75,831197,high_default,1000000.0,50
Fin_rl_3,pure_rl,rl,1806816.798429479,1000000.0,1806816.7984294635,806816.7984294635,0.0,0.0,6.0,0.0,628,628,78,0.1242038216560509,21082741.186585363,192138.19150553105,0.0091135298681077,0.192138191505531,0,2259,0.75,0p75,831197,high_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,1440703.3056234445,1000000.0,1440703.3056234648,440703.3056234648,0.0,0.0,36.0,0.0,604,604,111,0.1837748344370861,19472868.08446122,315770.1105927074,0.0162159014903758,0.3157701105927074,0,2259,0.75,0p75,831197,high_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1669429.3906917174,1000000.0,1669429.3906917532,669429.3906917532,0.0,0.0,7.0,0.0,722,722,84,0.1163434903047091,23585249.018755127,213145.65727754607,0.0090372443007937,0.213145657277546,0,2259,0.75,0p75,831197,high_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2324425.8848361694,1000000.0,2324425.8848361904,1324425.8848361904,0.0,0.0,6.0,0.0,824,824,29,0.0351941747572815,27719058.089790363,72212.06485482224,0.0026051413659477,0.0722120648548222,0,2259,0.75,0p75,831197,high_default,1000000.0,50
Fin_rl_1,pure_rl,rl,6001899.716413284,5000000.0,6001899.716411665,1001899.7164116652,0.0,0.0,6.0,0.0,1678,1678,0,0.0,58891493.0948377,0.0,0.0,0.0,0,2250,0.75,0p75,709098,none_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5114867.055619084,5000000.0,5114867.055619342,114867.05561934224,0.0,0.0,17.0,0.0,176,176,0,0.0,6182662.834678422,0.0,0.0,0.0,0,2250,0.75,0p75,709098,none_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5892147.320529369,5000000.0,5892147.320529604,892147.3205296043,0.0,0.0,6.0,0.0,1514,1514,0,0.0,52532315.53310513,0.0,0.0,0.0,0,2250,0.75,0p75,709098,none_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5998632.229106654,5000000.0,5998632.22910782,998632.2291078204,0.0,0.0,6.0,0.0,1699,1699,0,0.0,58848065.3353821,0.0,0.0,0.0,0,2250,0.75,0p75,709098,none_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5812743.34705182,5000000.0,5812743.347051966,812743.347051966,0.0,0.0,6.0,0.0,1353,1353,0,0.0,47554481.99566358,0.0,0.0,0.0,0,2250,0.75,0p75,709098,none_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5136619.550282776,5000000.0,5136619.550283681,136619.55028368067,0.0,0.0,13.0,0.0,219,219,0,0.0,7563231.408049487,0.0,0.0,0.0,0,2250,0.75,0p75,709098,none_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5657200.861356087,5000000.0,5657200.861356003,657200.8613560032,0.0,0.0,6.0,0.0,1109,1109,0,0.0,38577878.14157861,0.0,0.0,0.0,0,2245,0.75,0p75,436570,none_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5632524.230339462,5000000.0,5632524.230339237,632524.2303392366,0.0,0.0,6.0,0.0,1076,1076,0,0.0,37166319.81304064,0.0,0.0,0.0,0,2245,0.75,0p75,436570,none_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5698576.596433318,5000000.0,5698576.596434186,698576.5964341862,0.0,0.0,6.0,0.0,1174,1174,0,0.0,40924418.40753032,0.0,0.0,0.0,0,2245,0.75,0p75,436570,none_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5647201.692123011,5000000.0,5647201.692123655,647201.6921236552,0.0,0.0,6.0,0.0,1087,1087,0,0.0,38148526.7775985,0.0,0.0,0.0,0,2245,0.75,0p75,436570,none_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5725646.421205118,5000000.0,5725646.42120525,725646.4212052496,0.0,0.0,6.0,0.0,1214,1214,0,0.0,42400866.88268263,0.0,0.0,0.0,0,2245,0.75,0p75,436570,none_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5587947.653752335,5000000.0,5587947.653751742,587947.6537517421,0.0,0.0,6.0,0.0,987,987,0,0.0,34687856.384529464,0.0,0.0,0.0,0,2245,0.75,0p75,436570,none_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5663466.903218609,5000000.0,5663466.903218398,663466.9032183979,0.0,0.0,6.0,0.0,1121,1121,0,0.0,39453631.44759134,0.0,0.0,0.0,0,2243,0.75,0p75,831197,none_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5664013.888229814,5000000.0,5664013.888230064,664013.888230064,0.0,0.0,6.0,0.0,1119,1119,0,0.0,39069683.053272665,0.0,0.0,0.0,0,2243,0.75,0p75,831197,none_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5645030.29348458,5000000.0,5645030.293484296,645030.2934842957,0.0,0.0,6.0,0.0,1067,1067,0,0.0,37973718.903080925,0.0,0.0,0.0,0,2243,0.75,0p75,831197,none_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5654844.105262246,5000000.0,5654844.10526132,654844.1052613202,0.0,0.0,6.0,0.0,1086,1086,0,0.0,38582457.390022665,0.0,0.0,0.0,0,2243,0.75,0p75,831197,none_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5680601.384717741,5000000.0,5680601.384718278,680601.3847182784,0.0,0.0,6.0,0.0,1147,1147,0,0.0,39932349.5691159,0.0,0.0,0.0,0,2243,0.75,0p75,831197,none_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5663955.598414334,5000000.0,5663955.598414816,663955.598414816,0.0,0.0,6.0,0.0,1120,1120,0,0.0,39158063.21349424,0.0,0.0,0.0,0,2243,0.75,0p75,831197,none_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5250571.275077475,5000000.0,5250571.275076139,250571.2750761388,0.0,0.0,20.0,0.0,286,286,31,0.1083916083916083,10319475.73108779,57970.01670851599,0.0056175350588673,0.0115940033417031,0,2254,0.75,0p75,709098,low_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5713236.204604713,5000000.0,5713236.204605121,713236.2046051212,0.0,0.0,19.0,0.0,1406,1406,247,0.1756756756756756,49602859.63216958,394631.3245203169,0.0079558180203058,0.0789262649040633,0,2254,0.75,0p75,709098,low_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5766451.394984694,5000000.0,5766451.394985396,766451.3949853955,0.0,0.0,18.0,0.0,1137,1137,50,0.0439753737906772,39758722.63442059,93899.15465722488,0.0023617246338777,0.0187798309314449,0,2254,0.75,0p75,709098,low_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,6083849.603850788,5000000.0,6083849.603850926,1083849.6038509265,0.0,0.0,6.0,0.0,1671,1671,121,0.0724117295032914,58021890.59872743,230259.9661110224,0.0039685016074962,0.0460519932222044,0,2254,0.75,0p75,709098,low_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5899694.227801065,5000000.0,5899694.227801312,899694.2278013118,0.0,0.0,7.0,0.0,1250,1250,152,0.1216,43633077.79483764,234256.71881566208,0.0053687874120898,0.0468513437631324,0,2254,0.75,0p75,709098,low_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5565306.208718512,5000000.0,5565306.20872006,565306.2087200601,0.0,0.0,20.0,0.0,688,688,19,0.0276162790697674,24144488.083631568,25035.39505238205,0.0010368989794136,0.0050070790104764,0,2254,0.75,0p75,709098,low_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5493474.954454927,5000000.0,5493474.954455097,493474.9544550972,0.0,0.0,8.0,0.0,1052,1052,136,0.1292775665399239,36745892.09880895,226557.3742150897,0.006165515688281,0.0453114748430179,0,2276,0.75,0p75,436570,low_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5493050.541599263,5000000.0,5493050.541599824,493050.5415998241,0.0,0.0,7.0,0.0,1032,1032,132,0.127906976744186,35993858.615281574,207872.87544398417,0.0057752317601128,0.0415745750887968,0,2276,0.75,0p75,436570,low_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5532944.493829442,5000000.0,5532944.493829912,532944.4938299116,0.0,0.0,6.0,0.0,972,972,94,0.0967078189300411,33471240.93774816,178758.4506467666,0.0053406579988842,0.0357516901293533,0,2276,0.75,0p75,436570,low_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5664082.896873181,5000000.0,5664082.896872867,664082.8968728669,0.0,0.0,6.0,0.0,1312,1312,119,0.0907012195121951,46128641.04829842,211891.6390100376,0.0045934940677783,0.0423783278020075,0,2276,0.75,0p75,436570,low_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5292535.951543459,5000000.0,5292535.951544589,292535.95154458936,0.0,0.0,8.0,0.0,771,771,180,0.2334630350194552,26793822.251667563,307940.00323480635,0.0114929479020351,0.0615880006469612,0,2276,0.75,0p75,436570,low_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5836127.481457529,5000000.0,5836127.481458242,836127.481458242,0.0,0.0,6.0,0.0,1452,1452,76,0.0523415977961432,51091255.497066766,129068.54519976515,0.0025262355356911,0.025813709039953,0,2276,0.75,0p75,436570,low_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5426416.057373571,5000000.0,5426416.057374164,426416.05737416446,0.0,0.0,6.0,0.0,974,974,152,0.1560574948665297,34349204.06960035,273351.9802061039,0.007958029526746,0.0546703960412207,0,2279,0.75,0p75,831197,low_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5519984.119909272,5000000.0,5519984.119908137,519984.1199081373,0.0,0.0,6.0,0.0,1081,1081,138,0.1276595744680851,37977763.67433044,217336.6807934232,0.0057227350893313,0.0434673361586846,0,2279,0.75,0p75,831197,low_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5600438.536440964,5000000.0,5600438.5364418095,600438.5364418095,0.0,0.0,14.0,0.0,965,965,53,0.0549222797927461,33926686.79205103,88831.02634808434,0.0026183230591469,0.0177662052696168,0,2279,0.75,0p75,831197,low_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5493356.571352724,5000000.0,5493356.571351489,493356.57135148905,0.0,0.0,8.0,0.0,975,975,77,0.0789743589743589,33890638.40971902,113347.65243059747,0.0033445121646953,0.0226695304861194,0,2279,0.75,0p75,831197,low_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5416426.140232261,5000000.0,5416426.140232941,416426.14023294114,0.0,0.0,7.0,0.0,1070,1070,234,0.2186915887850467,37660368.69794861,352918.0328159547,0.009371072164654,0.0705836065631909,0,2279,0.75,0p75,831197,low_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5886927.002787324,5000000.0,5886927.002786603,886927.0027866028,0.0,0.0,12.0,0.0,1544,1544,100,0.0647668393782383,53243238.89184512,170744.68442986897,0.0032068801219382,0.0341489368859737,0,2279,0.75,0p75,831197,low_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5016255.519719952,5000000.0,5016255.519720074,16255.51972007379,0.0,0.0,21.0,0.0,318,318,151,0.4748427672955975,11187914.83141203,378930.41523087205,0.0338696192222485,0.0757860830461744,0,2277,0.75,0p75,709098,medium_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5711153.447930797,5000000.0,5711153.447930115,711153.4479301153,0.0,0.0,7.0,0.0,1670,1670,217,0.129940119760479,57997070.83274546,499069.1576011357,0.0086050752294089,0.0998138315202271,0,2277,0.75,0p75,709098,medium_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5831164.48261536,5000000.0,5831164.482617144,831164.4826171435,0.0,0.0,14.0,0.0,1149,1149,109,0.0948651000870322,40499633.85661367,247678.7478742249,0.0061155799272436,0.0495357495748449,0,2277,0.75,0p75,709098,medium_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5450563.344929133,5000000.0,5450563.344930257,450563.3449302567,0.0,0.0,7.0,0.0,1164,1164,216,0.1855670103092783,40828708.17904937,462504.9777247129,0.0113279356206043,0.0925009955449425,0,2277,0.75,0p75,709098,medium_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5148140.865545828,5000000.0,5148140.865545099,148140.86554509867,0.0,0.0,14.0,0.0,519,519,188,0.3622350674373796,17960017.43020538,363982.3938831891,0.0202662606145937,0.0727964787766378,0,2277,0.75,0p75,709098,medium_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5705008.393402261,5000000.0,5705008.393402656,705008.3934026556,0.0,0.0,14.0,0.0,1240,1240,120,0.0967741935483871,43395936.71906314,240087.33084823648,0.0055324841217857,0.0480174661696473,0,2277,0.75,0p75,709098,medium_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5036087.192501425,5000000.0,5036087.1925015,36087.19250150025,0.0,0.0,8.0,0.0,353,353,102,0.2889518413597733,12329071.373811947,284641.1589601937,0.0230869909281892,0.0569282317920387,0,2242,0.75,0p75,436570,medium_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5324988.469078345,5000000.0,5324988.469079572,324988.4690795718,0.0,0.0,8.0,0.0,1090,1090,224,0.2055045871559633,38060025.705276616,412521.1853496895,0.0108386995989994,0.0825042370699378,0,2242,0.75,0p75,436570,medium_default,5000000.0,50
