financier,apr_strategy,wholesaler_policy,final_wallet,initial_capital,final_capital,capital_change,capital_loss,capital_loss_rate,final_apr,final_utilization,loans_issued,closed_loans,defaults,default_count_rate,total_issued_principal,default_amount,default_amount_to_issued_rate,default_amount_to_initial_capital_rate,outstanding_loans,simulation_end_day,scaffold_lr,scaffold_level,seed,default_scenario,capital_per_financier,borrower_count
Fin_rl_1,pure_rl,rl,10126835.350280562,10000000.0,10126835.35028218,126835.35028218104,0.0,0.0,9.0,0.0,475,475,169,0.3557894736842105,16738454.40630349,391312.5124031085,0.0233780552794495,0.0391312512403108,0,2241,0.25,0p25,831197,medium_default,10000000.0,50
Fin_rl_2,pure_rl,rl,10462000.590771127,10000000.0,10462000.590769734,462000.59076973423,0.0,0.0,6.0,0.0,1145,1145,276,0.2410480349344978,40497701.53836302,638019.5941106431,0.0157544643245062,0.0638019594110643,0,2241,0.25,0p25,831197,medium_default,10000000.0,50
Fin_rl_3,pure_rl,rl,10474804.882813416,10000000.0,10474804.88281309,474804.88281309046,0.0,0.0,29.0,0.0,968,968,157,0.1621900826446281,33828817.40175835,388253.5186426061,0.0114770053600048,0.0388253518642606,0,2241,0.25,0p25,831197,medium_default,10000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10417508.616788264,10000000.0,10417508.616787514,417508.6167875137,0.0,0.0,7.0,0.0,932,932,140,0.1502145922746781,32811740.93699272,350944.5420252442,0.0106957001367026,0.0350944542025244,0,2241,0.25,0p25,831197,medium_default,10000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10287734.72144048,10000000.0,10287734.721439248,287734.72143924795,0.0,0.0,13.0,0.0,503,503,116,0.2306163021868787,17780373.738093868,245121.4740870397,0.0137860698373215,0.0245121474087039,0,2241,0.25,0p25,831197,medium_default,10000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,11372220.282651868,10000000.0,11372220.282649184,1372220.2826491836,0.0,0.0,15.0,0.0,1982,1982,91,0.0459132189707366,70055943.18882613,248663.6962436539,0.0035495017970626,0.0248663696243653,0,2241,0.25,0p25,831197,medium_default,10000000.0,50
Fin_rl_1,pure_rl,rl,10455989.545987029,10000000.0,10455989.545984032,455989.5459840316,0.0,0.0,8.0,0.0,1358,1358,146,0.1075110456553755,47351640.9750874,495928.4440413001,0.0104733106145617,0.04959284440413,0,2297,0.25,0p25,709098,high_default,10000000.0,50
Fin_rl_2,pure_rl,rl,9971048.17785654,10000000.0,9971048.17785558,-28951.822144420817,28951.822144420817,0.002895182214442,6.0,0.0,420,420,176,0.419047619047619,14923114.450095035,433218.2572640411,0.0290300164025936,0.0433218257264041,0,2297,0.25,0p25,709098,high_default,10000000.0,50
Fin_rl_3,pure_rl,rl,10083433.0656762,10000000.0,10083433.065675242,83433.06567524187,0.0,0.0,18.0,0.0,703,703,207,0.294452347083926,24707227.74567713,527319.8826632246,0.0213427377644781,0.0527319882663224,0,2297,0.25,0p25,709098,high_default,10000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10245461.121068852,10000000.0,10245461.1210696,245461.1210695989,0.0,0.0,7.0,0.0,802,802,103,0.128428927680798,27899068.05176926,348832.3297126809,0.0125033685378088,0.034883232971268,0,2297,0.25,0p25,709098,high_default,10000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,9936129.648561489,10000000.0,9936129.648561198,-63870.351438801736,63870.351438801736,0.0063870351438801,6.0,0.0,411,411,184,0.4476885644768856,14311014.770733412,480206.6969242092,0.0335550416666643,0.0480206696924209,0,2297,0.25,0p25,709098,high_default,10000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10840088.63865177,10000000.0,10840088.638648463,840088.6386484653,0.0,0.0,7.0,0.0,1478,1478,85,0.057510148849797,52043299.17737946,238422.46656079512,0.0045812327490649,0.0238422466560795,0,2297,0.25,0p25,709098,high_default,10000000.0,50
Fin_rl_1,pure_rl,rl,10143576.744164776,10000000.0,10143576.744161451,143576.7441614531,0.0,0.0,7.0,0.0,734,734,111,0.1512261580381471,25669647.608013403,372722.7522068271,0.0145199793116938,0.0372722752206827,0,2251,0.25,0p25,436570,high_default,10000000.0,50
Fin_rl_2,pure_rl,rl,10019009.86566227,10000000.0,10019009.865662389,19009.865662388504,0.0,0.0,16.0,0.0,817,817,270,0.3304773561811505,28828560.071023125,694161.7162451437,0.0240789590092249,0.0694161716245143,0,2251,0.25,0p25,436570,high_default,10000000.0,50
Fin_rl_3,pure_rl,rl,9863115.051653368,10000000.0,9863115.051651936,-136884.94834806398,136884.94834806398,0.0136884948348063,15.0,0.0,671,671,354,0.5275707898658718,23727699.46000088,827860.4733385625,0.0348900437960339,0.0827860473338562,0,2251,0.25,0p25,436570,high_default,10000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10099232.963622952,10000000.0,10099232.963623192,99232.96362319216,0.0,0.0,7.0,0.0,616,616,101,0.1639610389610389,21344876.706023872,332285.4984735319,0.0155674592573193,0.0332285498473531,0,2251,0.25,0p25,436570,high_default,10000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10161425.274460375,10000000.0,10161425.274458963,161425.2744589653,0.0,0.0,6.0,0.0,830,830,191,0.2301204819277108,28944127.57602108,452807.9964835703,0.015644209530734,0.045280799648357,0,2251,0.25,0p25,436570,high_default,10000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10785418.92233663,10000000.0,10785418.922336468,785418.9223364685,0.0,0.0,17.0,0.0,1731,1731,134,0.0774119006354708,60089845.348786704,384020.94777167856,0.006390779432742,0.0384020947771678,0,2251,0.25,0p25,436570,high_default,10000000.0,50
Fin_rl_1,pure_rl,rl,10529604.137956802,10000000.0,10529604.13796253,529604.1379625294,0.0,0.0,18.0,0.0,744,744,102,0.1370967741935483,25830778.5672939,346529.97783255286,0.0134153903619195,0.0346529977832552,0,2255,0.25,0p25,831197,high_default,10000000.0,50
Fin_rl_2,pure_rl,rl,10303679.371073317,10000000.0,10303679.371072937,303679.3710729368,0.0,0.0,8.0,0.0,1083,1083,439,0.4053554939981533,37799302.95455594,1012597.5942313222,0.0267887901385037,0.1012597594231322,0,2255,0.25,0p25,831197,high_default,10000000.0,50
Fin_rl_3,pure_rl,rl,10858759.751864571,10000000.0,10858759.75186482,858759.7518648189,0.0,0.0,18.0,0.0,1225,1225,128,0.1044897959183673,42865912.33424269,381272.7673005599,0.0088945445585672,0.0381272767300559,0,2255,0.25,0p25,831197,high_default,10000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10667671.485831749,10000000.0,10667671.485831965,667671.4858319648,0.0,0.0,15.0,0.0,1109,1109,110,0.0991884580703336,38605442.12094341,366638.018863817,0.0094970553041514,0.0366638018863817,0,2255,0.25,0p25,831197,high_default,10000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10374829.005571324,10000000.0,10374829.005569566,374829.0055695661,0.0,0.0,17.0,0.0,1017,1017,299,0.2940019665683382,36119412.25553103,778592.5608796468,0.0215560695000074,0.0778592560879646,0,2255,0.25,0p25,831197,high_default,10000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10124730.18445207,10000000.0,10124730.184453337,124730.18445333652,0.0,0.0,22.0,0.0,201,201,28,0.1393034825870646,6931248.677263586,68647.28667243928,0.0099040288220535,0.0068647286672439,0,2255,0.25,0p25,831197,high_default,10000000.0,50
Fin_rl_1,pure_rl,rl,2283507.513233073,1000000.0,2283507.513233169,1283507.513233169,0.0,0.0,6.0,0.0,776,776,0,0.0,26931153.663997754,0.0,0.0,0.0,0,2253,0.5,0p50,709098,none_default,1000000.0,50
Fin_rl_2,pure_rl,rl,2691755.2727417503,1000000.0,2691755.2727418486,1691755.2727418486,0.0,0.0,6.0,0.0,833,833,0,0.0,29775970.106742967,0.0,0.0,0.0,0,2253,0.5,0p50,709098,none_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2684464.631875661,1000000.0,2684464.6318754945,1684464.6318754945,0.0,0.0,6.0,0.0,888,888,0,0.0,31335942.26451159,0.0,0.0,0.0,0,2253,0.5,0p50,709098,none_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2540442.095413516,1000000.0,2540442.095413472,1540442.0954134716,0.0,0.0,6.0,0.0,791,791,0,0.0,28171439.08226668,0.0,0.0,0.0,0,2253,0.5,0p50,709098,none_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,2185227.7996331644,1000000.0,2185227.79963316,1185227.7996331593,0.0,0.0,6.0,0.0,917,917,0,0.0,27159488.701842632,0.0,0.0,0.0,0,2253,0.5,0p50,709098,none_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2302715.181302045,1000000.0,2302715.18130204,1302715.18130204,0.0,0.0,6.0,0.0,879,879,0,0.0,28102731.15158241,0.0,0.0,0.0,0,2253,0.5,0p50,709098,none_default,1000000.0,50
Fin_rl_1,pure_rl,rl,2524210.966878205,1000000.0,2524210.966878187,1524210.966878187,0.0,0.0,6.0,0.0,904,904,0,0.0,28945748.269813105,0.0,0.0,0.0,0,2265,0.5,0p50,436570,none_default,1000000.0,50
Fin_rl_2,pure_rl,rl,2317419.1192089706,1000000.0,2317419.119208936,1317419.1192089356,0.0,0.0,6.0,0.0,884,884,0,0.0,28602549.11777791,0.0,0.0,0.0,0,2265,0.5,0p50,436570,none_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2131119.1793416985,1000000.0,2131119.179341737,1131119.1793417372,0.0,0.0,6.0,0.0,674,674,0,0.0,23846452.380400594,0.0,0.0,0.0,0,2265,0.5,0p50,436570,none_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2571053.375852428,1000000.0,2571053.3758524177,1571053.3758524177,0.0,0.0,6.0,0.0,829,829,0,0.0,29104910.38293052,0.0,0.0,0.0,0,2265,0.5,0p50,436570,none_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,2497721.4167479947,1000000.0,2497721.416748036,1497721.4167480357,0.0,0.0,6.0,0.0,870,870,0,0.0,28759580.32893516,0.0,0.0,0.0,0,2265,0.5,0p50,436570,none_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2395034.76960584,1000000.0,2395034.7696058787,1395034.7696058787,0.0,0.0,6.0,0.0,807,807,0,0.0,27285328.990881205,0.0,0.0,0.0,0,2265,0.5,0p50,436570,none_default,1000000.0,50
Fin_rl_1,pure_rl,rl,2193452.818414035,1000000.0,2193452.8184140846,1193452.8184140846,0.0,0.0,6.0,0.0,853,853,0,0.0,27595845.896725688,0.0,0.0,0.0,0,2247,0.5,0p50,831197,none_default,1000000.0,50
Fin_rl_2,pure_rl,rl,2069484.6097563007,1000000.0,2069484.609756186,1069484.609756186,0.0,0.0,6.0,0.0,712,712,0,0.0,24121965.08704037,0.0,0.0,0.0,0,2247,0.5,0p50,831197,none_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2073700.2894108184,1000000.0,2073700.28941084,1073700.2894108398,0.0,0.0,6.0,0.0,762,762,0,0.0,25826321.345161967,0.0,0.0,0.0,0,2247,0.5,0p50,831197,none_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2787776.666795376,1000000.0,2787776.6667952994,1787776.6667952994,0.0,0.0,6.0,0.0,853,853,0,0.0,31123449.42232877,0.0,0.0,0.0,0,2247,0.5,0p50,831197,none_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,2155541.685095512,1000000.0,2155541.6850954155,1155541.6850954157,0.0,0.0,6.0,0.0,886,886,0,0.0,26932610.950777743,0.0,0.0,0.0,0,2247,0.5,0p50,831197,none_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2123784.576333334,1000000.0,2123784.576333261,1123784.576333261,0.0,0.0,6.0,0.0,881,881,0,0.0,26638825.68661637,0.0,0.0,0.0,0,2247,0.5,0p50,831197,none_default,1000000.0,50
Fin_rl_1,pure_rl,rl,2207269.887129784,1000000.0,2207269.8871298134,1207269.8871298134,0.0,0.0,6.0,0.0,803,803,15,0.0186799501867995,27106916.80574507,22575.233406606243,0.0008328218796842,0.0225752334066062,0,2255,0.5,0p50,709098,low_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1723644.3599080143,1000000.0,1723644.3599080036,723644.3599080036,0.0,0.0,7.0,0.0,746,746,151,0.2024128686327077,23641642.63330136,238109.42102694404,0.0100716107048985,0.238109421026944,0,2255,0.5,0p50,709098,low_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2368623.3000501706,1000000.0,2368623.3000502577,1368623.3000502577,0.0,0.0,6.0,0.0,868,868,18,0.02073732718894,29550968.545101125,34388.462239687404,0.0011637000048645,0.0343884622396874,0,2255,0.5,0p50,709098,low_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2242501.991653615,1000000.0,2242501.99165357,1242501.99165357,0.0,0.0,16.0,0.0,807,807,24,0.0297397769516728,26828912.699148845,37902.74394885558,0.0014127573626961,0.0379027439488555,0,2255,0.5,0p50,709098,low_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1988250.204640236,1000000.0,1988250.204640214,988250.204640214,0.0,0.0,6.0,0.0,761,761,59,0.0775295663600525,24962587.037211448,105973.15825797558,0.0042452794696319,0.1059731582579755,0,2255,0.5,0p50,709098,low_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2581568.112666858,1000000.0,2581568.1126667303,1581568.1126667303,0.0,0.0,6.0,0.0,794,794,9,0.0113350125944584,28805099.551496614,18087.31373866988,0.000627920542553,0.0180873137386698,0,2255,0.5,0p50,709098,low_default,1000000.0,50
Fin_rl_1,pure_rl,rl,2335357.098225511,1000000.0,2335357.0982256145,1335357.0982256143,0.0,0.0,6.0,0.0,802,802,17,0.0211970074812967,27910039.465926908,32612.14958103276,0.0011684737895425,0.0326121495810327,0,2287,0.5,0p50,436570,low_default,1000000.0,50
Fin_rl_2,pure_rl,rl,2209893.167381578,1000000.0,2209893.167381576,1209893.167381575,0.0,0.0,6.0,0.0,714,714,28,0.0392156862745098,25681253.64614009,52954.3849659923,0.0020619859799543,0.0529543849659923,0,2287,0.5,0p50,436570,low_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2165771.7688286933,1000000.0,2165771.7688285746,1165771.7688285746,0.0,0.0,6.0,0.0,896,896,41,0.0457589285714285,28009306.088994708,91165.4047026875,0.0032548255359495,0.0911654047026875,0,2287,0.5,0p50,436570,low_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2313039.729871537,1000000.0,2313039.729871534,1313039.7298715338,0.0,0.0,6.0,0.0,683,683,31,0.0453879941434846,25485527.97305833,68050.18906646018,0.0026701502569771,0.0680501890664601,0,2287,0.5,0p50,436570,low_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1854325.72290716,1000000.0,1854325.722907119,854325.722907119,0.0,0.0,6.0,0.0,682,682,93,0.1363636363636363,23290601.08828752,202262.43669010408,0.008684294403712,0.202262436690104,0,2287,0.5,0p50,436570,low_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2103176.198473313,1000000.0,2103176.198473362,1103176.1984733618,0.0,0.0,6.0,0.0,879,879,31,0.0352673492605233,26534014.29955578,57588.486006647945,0.0021703646254389,0.0575884860066479,0,2287,0.5,0p50,436570,low_default,1000000.0,50
Fin_rl_1,pure_rl,rl,2326434.7288587485,1000000.0,2326434.728858672,1326434.7288586716,0.0,0.0,6.0,0.0,801,801,33,0.0411985018726591,27895797.62535805,74463.95596614601,0.0026693610616982,0.074463955966146,0,2261,0.5,0p50,831197,low_default,1000000.0,50
Fin_rl_2,pure_rl,rl,2027498.8581525013,1000000.0,2027498.8581523653,1027498.8581523652,0.0,0.0,6.0,0.0,770,770,98,0.1272727272727272,25985254.548718147,193912.8364014636,0.007462418197132,0.1939128364014635,0,2261,0.5,0p50,831197,low_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2318282.3300235635,1000000.0,2318282.330023592,1318282.330023592,0.0,0.0,6.0,0.0,776,776,21,0.027061855670103,26529273.51432085,42042.94174197534,0.0015847754639523,0.0420429417419753,0,2261,0.5,0p50,831197,low_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2340685.2972712973,1000000.0,2340685.297271332,1340685.2972713322,0.0,0.0,6.0,0.0,814,814,13,0.0159705159705159,27785080.58610296,19172.226475270167,0.0006900187464224,0.0191722264752701,0,2261,0.5,0p50,831197,low_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,2172464.073880256,1000000.0,2172464.073880296,1172464.0738802953,0.0,0.0,6.0,0.0,840,840,32,0.0380952380952381,27003777.75796392,46101.91282032865,0.0017072393808578,0.0461019128203286,0,2261,0.5,0p50,831197,low_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2505644.5543015823,1000000.0,2505644.55430172,1505644.5543017196,0.0,0.0,6.0,0.0,818,818,8,0.0097799511002444,27646361.110534165,11420.250191943538,0.0004130833040299,0.0114202501919435,0,2261,0.5,0p50,831197,low_default,1000000.0,50
Fin_rl_1,pure_rl,rl,2014068.979017394,1000000.0,2014068.979017437,1014068.979017437,0.0,0.0,7.0,0.0,667,667,91,0.136431784107946,23337229.035820074,213060.81117544288,0.0091296533469512,0.2130608111754428,0,2258,0.5,0p50,709098,medium_default,1000000.0,50
Fin_rl_2,pure_rl,rl,2075680.14074592,1000000.0,2075680.140745972,1075680.1407459716,0.0,0.0,7.0,0.0,682,682,67,0.0982404692082111,23761344.83844032,147920.4191928373,0.0062252545131004,0.1479204191928373,0,2258,0.5,0p50,709098,medium_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2368038.5036398894,1000000.0,2368038.50363986,1368038.50363986,0.0,0.0,6.0,0.0,810,810,42,0.0518518518518518,27106211.532301266,96410.34884614366,0.0035567622104348,0.0964103488461436,0,2258,0.5,0p50,709098,medium_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2013498.926600892,1000000.0,2013498.9266008192,1013498.9266008192,0.0,0.0,6.0,0.0,721,721,44,0.0610263522884882,24060093.143704303,115934.61703104446,0.0048185439822946,0.1159346170310444,0,2258,0.5,0p50,709098,medium_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1917022.95530487,1000000.0,1917022.9553049176,917022.9553049176,0.0,0.0,11.0,0.0,769,769,63,0.0819245773732119,24288779.142272983,116615.91158949846,0.0048012257391124,0.1166159115894984,0,2258,0.5,0p50,709098,medium_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2050670.168227572,1000000.0,2050670.168227582,1050670.168227582,0.0,0.0,6.0,0.0,641,641,43,0.0670826833073322,22285956.873584587,88517.45632164866,0.0039718939071702,0.0885174563216486,0,2258,0.5,0p50,709098,medium_default,1000000.0,50
Fin_rl_1,pure_rl,rl,1876923.558551462,1000000.0,1876923.5585514144,876923.5585514144,0.0,0.0,6.0,0.0,556,556,43,0.0773381294964028,20419288.887070656,105064.45020843722,0.0051453530428752,0.1050644502084372,0,2259,0.5,0p50,436570,medium_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1953940.4681376647,1000000.0,1953940.4681378503,953940.4681378504,0.0,0.0,7.0,0.0,653,653,92,0.1408882082695252,22525232.954094857,205944.36849998732,0.0091428296843673,0.2059443684999873,0,2259,0.5,0p50,436570,medium_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2423077.6372093763,1000000.0,2423077.637209412,1423077.6372094122,0.0,0.0,6.0,0.0,870,870,51,0.0586206896551724,28143302.963276982,123415.07396846828,0.0043852377288304,0.1234150739684682,0,2259,0.5,0p50,436570,medium_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,1771547.5773301572,1000000.0,1771547.5773301676,771547.5773301676,0.0,0.0,6.0,0.0,702,702,105,0.1495726495726495,23225413.319858942,242367.5540435867,0.0104354463236333,0.2423675540435866,0,2259,0.5,0p50,436570,medium_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1959835.8601650707,1000000.0,1959835.8601652,959835.8601651996,0.0,0.0,7.0,0.0,682,682,117,0.1715542521994134,23561022.77539175,253656.7963266369,0.0107659501348798,0.2536567963266368,0,2259,0.5,0p50,436570,medium_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2151749.1496414235,1000000.0,2151749.149641476,1151749.149641476,0.0,0.0,6.0,0.0,781,781,42,0.0537772087067861,25680597.694993395,86284.13369666168,0.003359895852949,0.0862841336966616,0,2259,0.5,0p50,436570,medium_default,1000000.0,50
Fin_rl_1,pure_rl,rl,1679898.6602913016,1000000.0,1679898.6602913574,679898.6602913574,0.0,0.0,7.0,0.0,486,486,88,0.1810699588477366,17583905.581361946,230025.2832472287,0.0130815808912807,0.2300252832472287,0,2250,0.5,0p50,831197,medium_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1874331.114626173,1000000.0,1874331.1146261345,874331.1146261343,0.0,0.0,6.0,0.0,674,674,114,0.1691394658753709,23127048.2440945,251791.0235747494,0.0108872961614997,0.2517910235747493,0,2250,0.5,0p50,831197,medium_default,1000000.0,50
Fin_rl_3,pure_rl,rl,1999981.3963099667,1000000.0,1999981.3963099376,999981.3963099378,0.0,0.0,20.0,0.0,748,748,101,0.1350267379679144,24632985.272003133,196446.83256099225,0.007974950270614,0.1964468325609922,0,2250,0.5,0p50,831197,medium_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2294760.673841612,1000000.0,2294760.673841675,1294760.6738416748,0.0,0.0,7.0,0.0,758,758,36,0.0474934036939313,26517749.797120336,85207.26270829784,0.003213216180113,0.0852072627082978,0,2250,0.5,0p50,831197,medium_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1916430.3578393192,1000000.0,1916430.357839263,916430.357839263,0.0,0.0,6.0,0.0,738,738,69,0.0934959349593495,24520057.75042711,146310.00406452164,0.0059669518544251,0.1463100040645216,0,2250,0.5,0p50,831197,medium_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2061939.9014960844,1000000.0,2061939.9014960672,1061939.9014960672,0.0,0.0,6.0,0.0,888,888,30,0.0337837837837837,26687757.1673452,63032.69433911741,0.0023618580588796,0.0630326943391174,0,2250,0.5,0p50,831197,medium_default,1000000.0,50
Fin_rl_1,pure_rl,rl,1719588.439428794,1000000.0,1719588.43942883,719588.43942883,0.0,0.0,7.0,0.0,551,551,61,0.1107078039927404,19375895.25084794,206495.34023046496,0.0106573315739528,0.2064953402304649,0,2247,0.5,0p50,709098,high_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1701615.6608655546,1000000.0,1701615.6608655443,701615.6608655443,0.0,0.0,7.0,0.0,660,660,96,0.1454545454545454,21981276.1935532,227678.8765410612,0.0103578552280707,0.2276788765410612,0,2247,0.5,0p50,709098,high_default,1000000.0,50
Fin_rl_3,pure_rl,rl,1740400.983609413,1000000.0,1740400.9836093548,740400.9836093548,0.0,0.0,6.0,0.0,788,788,55,0.0697969543147208,23739140.337670017,128514.89995994073,0.0054136290586735,0.1285148999599407,0,2247,0.5,0p50,709098,high_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,1526777.2678120278,1000000.0,1526777.267812057,526777.2678120569,0.0,0.0,7.0,0.0,585,585,109,0.1863247863247863,20004001.081880976,311886.9022674328,0.0155912260247741,0.3118869022674327,0,2247,0.5,0p50,709098,high_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1642162.8464719448,1000000.0,1642162.8464720116,642162.8464720116,0.0,0.0,6.0,0.0,604,604,127,0.2102649006622516,21081686.8204103,301378.5110469104,0.0142957493683631,0.3013785110469104,0,2247,0.5,0p50,709098,high_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,1867961.6607177989,1000000.0,1867961.660717845,867961.660717845,0.0,0.0,6.0,0.0,678,678,66,0.0973451327433628,23172100.97588538,170189.98269142758,0.0073446073305368,0.1701899826914275,0,2247,0.5,0p50,709098,high_default,1000000.0,50
Fin_rl_1,pure_rl,rl,1647984.5946302055,1000000.0,1647984.594630242,647984.5946302419,0.0,0.0,6.0,0.0,703,703,63,0.0896159317211948,22846841.065975007,204438.0892993887,0.0089481993904116,0.2044380892993887,0,2270,0.5,0p50,436570,high_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1620683.8329216165,1000000.0,1620683.8329215203,620683.8329215203,0.0,0.0,6.0,0.0,561,561,81,0.1443850267379679,19659536.98937996,204840.62040807435,0.0104194020702892,0.2048406204080743,0,2270,0.5,0p50,436570,high_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2184316.6422854844,1000000.0,2184316.642285375,1184316.642285375,0.0,0.0,7.0,0.0,709,709,53,0.0747531734837799,25320768.68450067,152321.27877105493,0.0060156656643798,0.1523212787710549,0,2270,0.5,0p50,436570,high_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,1722785.1069255725,1000000.0,1722785.1069256093,722785.1069256093,0.0,0.0,7.0,0.0,562,562,61,0.1085409252669039,19955751.1015379,231893.12931251345,0.0116203658851328,0.2318931293125134,0,2270,0.5,0p50,436570,high_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1581825.2808888666,1000000.0,1581825.280888791,581825.280888791,0.0,0.0,7.0,0.0,625,625,75,0.12,20814810.9095646,166455.754282224,0.0079969861367194,0.166455754282224,0,2270,0.5,0p50,436570,high_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2205905.7632274427,1000000.0,2205905.763227532,1205905.7632275317,0.0,0.0,6.0,0.0,817,817,30,0.03671970624235,27153098.917855497,84442.3668854579,0.0031098611300653,0.0844423668854579,0,2270,0.5,0p50,436570,high_default,1000000.0,50
Fin_rl_1,pure_rl,rl,1564987.995798126,1000000.0,1564987.9957981429,564987.9957981429,0.0,0.0,8.0,0.0,496,496,68,0.1370967741935483,17529535.877269823,214701.4178067274,0.0122479807400449,0.2147014178067274,0,2247,0.5,0p50,831197,high_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1626222.964928349,1000000.0,1626222.9649283006,626222.9649283006,0.0,0.0,7.0,0.0,593,593,136,0.2293423271500843,20830715.81924417,360418.2014637169,0.01730224753634,0.3604182014637169,0,2247,0.5,0p50,831197,high_default,1000000.0,50
Fin_rl_3,pure_rl,rl,1681017.4313636173,1000000.0,1681017.4313636438,681017.4313636438,0.0,0.0,6.0,0.0,641,641,77,0.1201248049921996,20854319.96873593,181999.1924364457,0.0087271698482277,0.1819991924364457,0,2247,0.5,0p50,831197,high_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,1230557.5464078365,1000000.0,1230557.5464078223,230557.5464078225,0.0,0.0,7.0,0.0,652,652,89,0.1365030674846625,19707105.42308163,243586.4577530954,0.0123603366665811,0.2435864577530954,0,2247,0.5,0p50,831197,high_default,1000000.0,50
