financier,apr_strategy,wholesaler_policy,final_wallet,initial_capital,final_capital,capital_change,capital_loss,capital_loss_rate,final_apr,final_utilization,loans_issued,closed_loans,defaults,default_count_rate,total_issued_principal,default_amount,default_amount_to_issued_rate,default_amount_to_initial_capital_rate,outstanding_loans,simulation_end_day,seed,default_scenario,capital_per_financier,strategy_key,strategy_label
Fin_rl_apr_fl_rl_screening_1,pure_rl,fl_rl,5585699.3099722825,1000000.0,5585699.309972005,4585699.309972005,0.0,0.0,6.0,0.0,2509,2509,0,0.0,87229236.20812762,0.0,0.0,0.0,0,4267,831197,none_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_2,pure_rl,fl_rl,6091199.415016134,1000000.0,6091199.415015845,5091199.415015845,0.0,0.0,6.0,0.0,2940,2940,0,0.0,98297589.14605454,0.0,0.0,0.0,0,4267,831197,none_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_3,pure_rl,fl_rl,5853200.618290948,1000000.0,5853200.618290828,4853200.618290828,0.0,0.0,6.0,0.0,2389,2389,0,0.0,82323821.1388427,0.0,0.0,0.0,0,4267,831197,none_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_1,pure_rl,fl_rl,3577592.777776538,1000000.0,3577592.777776697,2577592.777776697,0.0,0.0,6.0,0.0,1721,1721,85,0.04938988959907031,57974560.08305123,191942.3075358116,0.003310802311580207,0.1919423075358116,0,4278,831197,low_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_2,pure_rl,fl_rl,5101198.2879660735,1000000.0,5101198.287966117,4101198.2879661173,0.0,0.0,6.0,0.0,2208,2208,65,0.029438405797101448,78274946.12313023,130737.77304098036,0.0016702377902033123,0.13073777304098036,0,4278,831197,low_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_3,pure_rl,fl_rl,6103607.735309134,1000000.0,6103607.735309542,5103607.735309542,0.0,0.0,6.0,0.0,2917,2917,24,0.0082276311278711,96757531.37502475,48359.89493388443,0.0004998049686328312,0.048359894933884436,0,4278,831197,low_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_1,pure_rl,fl_rl,4056967.5987349106,1000000.0,4056967.598734827,3056967.598734827,0.0,0.0,6.0,0.0,1960,1960,54,0.027551020408163266,66009279.06969834,122459.71022251515,0.0018551893301729826,0.12245971022251514,0,4261,831197,medium_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_2,pure_rl,fl_rl,4288197.385341262,1000000.0,4288197.385342002,3288197.385342002,0.0,0.0,6.0,0.0,1942,1942,78,0.04016477857878476,68218892.43071254,172431.1919883213,0.0025276164101235366,0.17243119198832133,0,4261,831197,medium_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_3,pure_rl,fl_rl,5583448.18734335,1000000.0,5583448.187343747,4583448.187343747,0.0,0.0,9.0,0.0,2635,2635,36,0.01366223908918406,88055037.74305646,84068.05688292327,0.0009547217176629104,0.08406805688292326,0,4261,831197,medium_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_1,pure_rl,fl_rl,3569626.666256244,1000000.0,3569626.6662557377,2569626.6662557377,0.0,0.0,6.0,0.0,1502,1502,90,0.05992010652463382,52309554.423481815,277542.588591758,0.005305772370853322,0.277542588591758,0,4257,831197,high_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_2,pure_rl,fl_rl,2589445.144081324,1000000.0,2589445.144081765,1589445.1440817649,0.0,0.0,7.0,0.0,1035,1035,126,0.12173913043478261,36941427.70554838,346620.8488586602,0.009382984643189625,0.3466208488586602,0,4257,831197,high_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_3,pure_rl,fl_rl,5172174.577005811,1000000.0,5172174.577005779,4172174.5770057794,0.0,0.0,7.0,0.0,2157,2157,47,0.021789522484932777,72502227.31735857,131942.36483762736,0.0018198387790224146,0.13194236483762736,0,4257,831197,high_default,1000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_1,pure_rl,fl_rl,8826133.651609395,5000000.0,8826133.65160757,3826133.6516075693,0.0,0.0,9.0,0.0,3932,3932,0,0.0,136677063.93687937,0.0,0.0,0.0,0,4255,831197,none_default,5000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_2,pure_rl,fl_rl,10457318.574541764,5000000.0,10457318.57453864,5457318.574538641,0.0,0.0,14.0,0.0,4721,4721,0,0.0,165245457.81024858,0.0,0.0,0.0,0,4255,831197,none_default,5000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_3,pure_rl,fl_rl,6806525.9550946085,5000000.0,6806525.955097138,1806525.955097138,0.0,0.0,14.0,0.0,1715,1715,0,0.0,60021537.44418702,0.0,0.0,0.0,0,4255,831197,none_default,5000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
Fin_rl_apr_fl_rl_screening_1,pure_rl,fl_rl,9746526.879388377,5000000.0,9746526.879389152,4746526.879389152,0.0,0.0,6.0,0.0,2939,2939,91,0.030962912555290916,103377741.16562493,194649.61771625216,0.0018828967969458485,0.038929923543250436,0,4267,831197,low_default,5000000.0,rl_apr_fl_rl_screening,RL APR + FL-RL (FedAvg) screening
