financier,apr_strategy,wholesaler_policy,final_wallet,initial_capital,final_capital,capital_change,capital_loss,capital_loss_rate,final_apr,final_utilization,loans_issued,closed_loans,defaults,default_count_rate,total_issued_principal,default_amount,default_amount_to_issued_rate,default_amount_to_initial_capital_rate,outstanding_loans,simulation_end_day,non_iid_level,non_iid_tag,seed,default_scenario,capital_per_financier
Fin_fl_rl_1,pure_rl,fl_rl,4986835.9723063735,5000000.0,4986835.972307185,-13164.027692815289,13164.027692815289,0.0026328055385630576,6.0,0.0,416,416,105,0.25240384615384615,14872539.216704227,314840.8425703804,0.021169272979073006,0.06296816851407608,0,2256,0.5,0p50,436570,high_default,5000000.0
Fin_fl_rl_2,pure_rl,fl_rl,4994618.900601615,5000000.0,4994618.900601253,-5381.0993987470865,5381.0993987470865,0.0010762198797494172,8.0,0.0,529,529,189,0.3572778827977316,18439701.835824586,406247.26941934554,0.02203111921419954,0.0812494538838691,0,2256,0.5,0p50,436570,high_default,5000000.0
Fin_fl_rl_3,pure_rl,fl_rl,5364629.288786208,5000000.0,5364629.288786914,364629.2887869142,0.0,0.0,8.0,0.0,951,951,100,0.10515247108307045,33126875.864234105,250370.70740907584,0.007557932973673261,0.05007414148181517,0,2256,0.5,0p50,436570,high_default,5000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,5066156.583530455,5000000.0,5066156.58353124,66156.58353124,0.0,0.0,8.0,0.0,503,503,94,0.18687872763419483,17749759.43535408,289804.61324330256,0.01632724174650322,0.05796092264866051,0,2256,0.5,0p50,436570,high_default,5000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,5041113.071581619,5000000.0,5041113.071581831,41113.0715818312,0.0,0.0,7.0,0.0,564,564,172,0.3049645390070922,19805095.991429023,429880.8146183109,0.02170556582024893,0.08597616292366218,0,2256,0.5,0p50,436570,high_default,5000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,5195765.669265029,5000000.0,5195765.669264855,195765.66926485486,0.0,0.0,6.0,0.0,735,735,130,0.17687074829931973,25821721.38949255,343376.08019081585,0.013297954656521987,0.06867521603816316,0,2256,0.5,0p50,436570,high_default,5000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,4905192.465673616,5000000.0,4905192.465672421,-94807.53432757873,94807.53432757873,0.018961506865515745,11.0,0.0,322,322,106,0.32919254658385094,11310616.70671078,376533.94269450475,0.03329031055142208,0.07530678853890095,0,2256,0.5,0p50,436570,high_default,5000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5039792.797158971,5000000.0,5039792.79715886,39792.79715885967,0.0,0.0,8.0,0.0,511,511,149,0.29158512720156554,17805406.259457003,353157.137442361,0.019834264509117183,0.07063142748847219,0,2256,0.5,0p50,436570,high_default,5000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5321333.584935839,5000000.0,5321333.584934777,321333.58493477665,0.0,0.0,7.0,0.0,859,859,99,0.11525029103608847,29897448.815556757,286134.9386644277,0.009570546986455281,0.057226987732885544,0,2256,0.5,0p50,436570,high_default,5000000.0
Fin_fl_rl_1,pure_rl,fl_rl,4943254.740692136,5000000.0,4943254.740691768,-56745.259308231995,56745.259308231995,0.011349051861646399,11.0,0.0,298,298,86,0.28859060402684567,10560781.847557541,278810.6695751697,0.026400570866791647,0.055762133915033936,0,2275,0.5,0p50,831197,high_default,5000000.0
Fin_fl_rl_2,pure_rl,fl_rl,4964610.89949496,5000000.0,4964610.899495423,-35389.10050457716,35389.10050457716,0.007077820100915432,7.0,0.0,356,356,128,0.3595505617977528,12571096.362763332,334526.8136830098,0.0266107906605431,0.06690536273660197,0,2275,0.5,0p50,831197,high_default,5000000.0
Fin_fl_rl_3,pure_rl,fl_rl,5397562.976100967,5000000.0,5397562.9761008,397562.9761007996,0.0,0.0,7.0,0.0,983,983,93,0.09460834181078331,34682985.5852063,250964.18190372078,0.007235945166461309,0.050192836380744156,0,2275,0.5,0p50,831197,high_default,5000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,4995433.133984166,5000000.0,4995433.133983665,-4566.866016334854,4566.866016334854,0.0009133732032669708,7.0,0.0,573,573,139,0.2425828970331588,20290935.05986216,400593.4005323461,0.019742481031579794,0.08011868010646922,0,2275,0.5,0p50,831197,high_default,5000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,5037119.142668304,5000000.0,5037119.142668655,37119.14266865514,0.0,0.0,8.0,0.0,642,642,196,0.3052959501557632,22507467.120484468,417441.75620897394,0.018546811774704422,0.08348835124179478,0,2275,0.5,0p50,831197,high_default,5000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,5412532.6280849865,5000000.0,5412532.628083858,412532.6280838577,0.0,0.0,8.0,0.0,952,952,83,0.08718487394957983,33028930.845885213,200617.7296651608,0.006074000112242628,0.040123545933032155,0,2275,0.5,0p50,831197,high_default,5000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,4867492.180901706,5000000.0,4867492.1809014315,-132507.81909856852,132507.81909856852,0.026501563819713705,9.0,0.0,364,364,145,0.3983516483516483,12514529.29248574,462828.1483053477,0.03698326461093903,0.09256562966106954,0,2275,0.5,0p50,831197,high_default,5000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,4783829.274879796,5000000.0,4783829.274879594,-216170.72512040567,216170.72512040567,0.043234145024081135,15.0,0.0,395,395,281,0.7113924050632912,13762294.658902662,632048.2975826503,0.04592608378529273,0.12640965951653008,0,2275,0.5,0p50,831197,high_default,5000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5324944.050021274,5000000.0,5324944.050019501,324944.0500195008,0.0,0.0,6.0,0.0,963,963,123,0.1277258566978193,33831546.52887825,299957.12087174697,0.00886619595163073,0.0599914241743494,0,2275,0.5,0p50,831197,high_default,5000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10056809.376795625,10000000.0,10056809.376795618,56809.37679561786,0.0,0.0,11.0,0.0,92,92,0,0.0,3208520.5749619897,0.0,0.0,0.0,0,2239,0.5,0p50,709098,none_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10473657.866263185,10000000.0,10473657.866265187,473657.86626518704,0.0,0.0,6.0,0.0,822,822,0,0.0,28162252.069449537,0.0,0.0,0.0,0,2239,0.5,0p50,709098,none_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10476554.347821757,10000000.0,10476554.347820366,476554.3478203658,0.0,0.0,8.0,0.0,805,805,0,0.0,28144710.34950896,0.0,0.0,0.0,0,2239,0.5,0p50,709098,none_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10457674.076716626,10000000.0,10457674.076721026,457674.07672102563,0.0,0.0,8.0,0.0,772,772,0,0.0,26982598.28227019,0.0,0.0,0.0,0,2239,0.5,0p50,709098,none_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10473941.92853054,10000000.0,10473941.92853268,473941.9285326805,0.0,0.0,8.0,0.0,803,803,0,0.0,27931406.168066174,0.0,0.0,0.0,0,2239,0.5,0p50,709098,none_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10512388.507068105,10000000.0,10512388.50706979,512388.50706979074,0.0,0.0,6.0,0.0,869,869,0,0.0,30378746.14562547,0.0,0.0,0.0,0,2239,0.5,0p50,709098,none_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10474207.316987932,10000000.0,10474207.316984823,474207.316984823,0.0,0.0,6.0,0.0,808,808,0,0.0,28451190.930851657,0.0,0.0,0.0,0,2239,0.5,0p50,709098,none_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10481597.726625415,10000000.0,10481597.726627154,481597.7266271543,0.0,0.0,6.0,0.0,818,818,0,0.0,28525706.031751756,0.0,0.0,0.0,0,2239,0.5,0p50,709098,none_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10509509.222231533,10000000.0,10509509.222230524,509509.2222305238,0.0,0.0,6.0,0.0,869,869,0,0.0,30070276.299683396,0.0,0.0,0.0,0,2239,0.5,0p50,709098,none_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10458711.450681698,10000000.0,10458711.450683055,458711.45068305545,0.0,0.0,6.0,0.0,780,780,0,0.0,26972807.395409107,0.0,0.0,0.0,0,2245,0.5,0p50,436570,none_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10434748.516022993,10000000.0,10434748.516020196,434748.51602019556,0.0,0.0,6.0,0.0,744,744,0,0.0,25567216.050567802,0.0,0.0,0.0,0,2245,0.5,0p50,436570,none_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10450711.33890007,10000000.0,10450711.33890703,450711.3389070295,0.0,0.0,6.0,0.0,771,771,0,0.0,26728986.76674165,0.0,0.0,0.0,0,2245,0.5,0p50,436570,none_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10424700.926257676,10000000.0,10424700.92625817,424700.9262581691,0.0,0.0,7.0,0.0,719,719,0,0.0,25190242.873970658,0.0,0.0,0.0,0,2245,0.5,0p50,436570,none_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10433882.123720532,10000000.0,10433882.123716772,433882.1237167716,0.0,0.0,7.0,0.0,728,728,0,0.0,25535005.97178814,0.0,0.0,0.0,0,2245,0.5,0p50,436570,none_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10452337.840458341,10000000.0,10452337.840456583,452337.8404565826,0.0,0.0,6.0,0.0,770,770,0,0.0,27099046.527581207,0.0,0.0,0.0,0,2245,0.5,0p50,436570,none_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10420365.716213834,10000000.0,10420365.71621477,420365.71621477045,0.0,0.0,6.0,0.0,702,702,0,0.0,24963290.83910252,0.0,0.0,0.0,0,2245,0.5,0p50,436570,none_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10440095.938793192,10000000.0,10440095.938797677,440095.93879767694,0.0,0.0,6.0,0.0,742,742,0,0.0,25848599.991337754,0.0,0.0,0.0,0,2245,0.5,0p50,436570,none_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10413489.796007508,10000000.0,10413489.796006365,413489.79600636475,0.0,0.0,8.0,0.0,703,703,0,0.0,24364557.15511374,0.0,0.0,0.0,0,2245,0.5,0p50,436570,none_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10432191.57065557,10000000.0,10432191.57065859,432191.57065859064,0.0,0.0,6.0,0.0,734,734,0,0.0,25648629.28848573,0.0,0.0,0.0,0,2243,0.5,0p50,831197,none_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10409565.743289158,10000000.0,10409565.743289893,409565.7432898935,0.0,0.0,6.0,0.0,685,685,0,0.0,24228937.451543823,0.0,0.0,0.0,0,2243,0.5,0p50,831197,none_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10413297.441540211,10000000.0,10413297.441538636,413297.44153863564,0.0,0.0,6.0,0.0,697,697,0,0.0,24427636.21579482,0.0,0.0,0.0,0,2243,0.5,0p50,831197,none_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10474957.659611838,10000000.0,10474957.65961312,474957.65961311944,0.0,0.0,6.0,0.0,811,811,0,0.0,28329894.638501666,0.0,0.0,0.0,0,2243,0.5,0p50,831197,none_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10436072.777789086,10000000.0,10436072.777790667,436072.7777906675,0.0,0.0,6.0,0.0,748,748,0,0.0,25890544.610447377,0.0,0.0,0.0,0,2243,0.5,0p50,831197,none_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10438120.102934303,10000000.0,10438120.10293265,438120.1029326506,0.0,0.0,6.0,0.0,746,746,0,0.0,25795306.61664959,0.0,0.0,0.0,0,2243,0.5,0p50,831197,none_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10430591.71766339,10000000.0,10430591.717655106,430591.7176551055,0.0,0.0,7.0,0.0,736,736,0,0.0,25608870.86248656,0.0,0.0,0.0,0,2243,0.5,0p50,831197,none_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10430029.872120539,10000000.0,10430029.87212637,430029.87212637067,0.0,0.0,6.0,0.0,722,722,0,0.0,25381905.493904073,0.0,0.0,0.0,0,2243,0.5,0p50,831197,none_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10440272.445959872,10000000.0,10440272.445958365,440272.44595836475,0.0,0.0,6.0,0.0,744,744,0,0.0,25840029.21350309,0.0,0.0,0.0,0,2243,0.5,0p50,831197,none_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10346649.828628113,10000000.0,10346649.828630013,346649.8286300134,0.0,0.0,8.0,0.0,701,701,57,0.08131241084165478,24400860.345517527,89226.88696979106,0.003656710694062972,0.008922688696979106,0,2257,0.5,0p50,709098,low_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10277189.186591528,10000000.0,10277189.186592493,277189.1865924932,0.0,0.0,8.0,0.0,806,806,197,0.24441687344913152,28085000.4324087,284159.8483466195,0.010117850951453542,0.028415984834661952,0,2257,0.5,0p50,709098,low_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10938830.948540153,10000000.0,10938830.948542422,938830.9485424217,0.0,0.0,8.0,0.0,1671,1671,48,0.02872531418312388,58472050.81555378,80018.52830509357,0.001368491906629147,0.008001852830509356,0,2257,0.5,0p50,709098,low_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10381785.961703124,10000000.0,10381785.961702267,381785.9617022667,0.0,0.0,6.0,0.0,813,813,91,0.11193111931119311,28962969.9128538,142987.63844454786,0.004936912163178741,0.014298763844454786,0,2257,0.5,0p50,709098,low_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10252994.820190474,10000000.0,10252994.82019186,252994.8201918602,0.0,0.0,7.0,0.0,721,721,172,0.23855755894590847,25343279.993142124,221535.25157817174,0.008741380422665063,0.022153525157817173,0,2257,0.5,0p50,709098,low_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10788689.210008321,10000000.0,10788689.210008603,788689.2100086026,0.0,0.0,6.0,0.0,1400,1400,53,0.03785714285714286,49228751.48133354,81105.85964937788,0.0016475302990394025,0.008110585964937788,0,2257,0.5,0p50,709098,low_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10035942.0758985,10000000.0,10035942.075899912,35942.075899912044,0.0,0.0,6.0,0.0,239,239,98,0.4100418410041841,8428408.013406573,187121.77939721913,0.022201319525535015,0.01871217793972191,0,2257,0.5,0p50,709098,low_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10026562.552068317,10000000.0,10026562.552067606,26562.55206760578,0.0,0.0,6.0,0.0,111,111,43,0.38738738738738737,3947991.0421714587,64094.150903080226,0.016234624197077056,0.006409415090308022,0,2257,0.5,0p50,709098,low_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10068906.086554801,10000000.0,10068906.086555267,68906.08655526675,0.0,0.0,7.0,0.0,163,163,35,0.2147239263803681,5683987.879292405,68468.61308564204,0.012045875983494467,0.006846861308564204,0,2257,0.5,0p50,709098,low_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10141591.094783664,10000000.0,10141591.094785623,141591.09478562325,0.0,0.0,11.0,0.0,244,244,18,0.07377049180327869,8488270.919855831,28281.408517310665,0.0033318220853618807,0.0028281408517310666,0,2248,0.5,0p50,436570,low_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10522954.527437229,10000000.0,10522954.527441626,522954.5274416264,0.0,0.0,7.0,0.0,1302,1302,245,0.1881720430107527,45430639.24749894,377890.689692649,0.008317969897671047,0.0377890689692649,0,2248,0.5,0p50,436570,low_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10793276.161279373,10000000.0,10793276.161278639,793276.161278639,0.0,0.0,11.0,0.0,1343,1343,48,0.035740878629932984,46495308.682164006,69176.85490377527,0.0014878244034609903,0.006917685490377527,0,2248,0.5,0p50,436570,low_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10559521.179790294,10000000.0,10559521.17979057,559521.1797905695,0.0,0.0,6.0,0.0,1129,1129,96,0.08503100088573959,39800259.87845097,143216.06628389453,0.003598370129272345,0.014321606628389452,0,2248,0.5,0p50,436570,low_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10501273.172046429,10000000.0,10501273.172046838,501273.1720468383,0.0,0.0,8.0,0.0,1142,1142,156,0.13660245183887915,39543558.39271815,208308.77954504767,0.005267830918914146,0.020830877954504768,0,2248,0.5,0p50,436570,low_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10120772.890264882,10000000.0,10120772.890264262,120772.89026426151,0.0,0.0,16.0,0.0,200,200,8,0.04,7018783.420451705,11603.575880958324,0.0016532175429643842,0.0011603575880958323,0,2248,0.5,0p50,436570,low_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10415031.55694593,10000000.0,10415031.556942051,415031.5569420513,0.0,0.0,13.0,0.0,992,992,155,0.15625,34914163.49370187,234514.21029757033,0.0067168789634577414,0.023451421029757034,0,2248,0.5,0p50,436570,low_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10028624.293934572,10000000.0,10028624.293935081,28624.29393508099,0.0,0.0,8.0,0.0,114,114,43,0.37719298245614036,4185022.318458745,75718.72825547968,0.018092789594337286,0.007571872825547968,0,2248,0.5,0p50,436570,low_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10087697.784320047,10000000.0,10087697.784320543,87697.78432054259,0.0,0.0,14.0,0.0,134,134,7,0.05223880597014925,4859035.276834715,10660.55498265264,0.002193965339884745,0.0010660554982652641,0,2248,0.5,0p50,436570,low_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10261042.03391413,10000000.0,10261042.03391511,261042.03391510993,0.0,0.0,8.0,0.0,595,595,84,0.1411764705882353,20460107.09141844,108993.21021963122,0.005327108491301403,0.010899321021963122,0,2266,0.5,0p50,831197,low_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10239207.546648528,10000000.0,10239207.546646759,239207.5466467589,0.0,0.0,7.0,0.0,623,623,123,0.19743178170144463,21773426.631295595,178207.1771560253,0.008184617891052702,0.017820717715602532,0,2266,0.5,0p50,831197,low_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10567000.111421,10000000.0,10567000.111418242,567000.1114182416,0.0,0.0,7.0,0.0,1131,1131,95,0.08399646330680813,39438564.14774762,146528.7862890423,0.003715368179736602,0.01465287862890423,0,2266,0.5,0p50,831197,low_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10219845.066933654,10000000.0,10219845.066935314,219845.06693531387,0.0,0.0,11.0,0.0,462,462,45,0.09740259740259741,15847829.425410865,67086.38854979297,0.004233159428270015,0.006708638854979298,0,2266,0.5,0p50,831197,low_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10239017.322203279,10000000.0,10239017.322203303,239017.32220330276,0.0,0.0,8.0,0.0,546,546,86,0.1575091575091575,19020796.799865372,115847.07810870929,0.006090548115709288,0.011584707810870929,0,2266,0.5,0p50,831197,low_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10647435.25064902,10000000.0,10647435.250649145,647435.2506491449,0.0,0.0,8.0,0.0,1248,1248,88,0.07051282051282051,43930498.64533654,141907.60411535515,0.003230275286902973,0.014190760411535514,0,2266,0.5,0p50,831197,low_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10179663.515864331,10000000.0,10179663.515864003,179663.51586400345,0.0,0.0,7.0,0.0,392,392,50,0.12755102040816327,13754876.956314094,74840.30041085754,0.005441001082638006,0.007484030041085754,0,2266,0.5,0p50,831197,low_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10094594.543117134,10000000.0,10094594.543117287,94594.54311728664,0.0,0.0,8.0,0.0,316,316,99,0.31329113924050633,11033302.746898623,144910.0958157176,0.013133881951752906,0.014491009581571759,0,2266,0.5,0p50,831197,low_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10651973.838406371,10000000.0,10651973.838406166,651973.8384061661,0.0,0.0,6.0,0.0,1290,1290,96,0.07441860465116279,44653321.61719328,155324.368497627,0.0034784504908548846,0.0155324368497627,0,2266,0.5,0p50,831197,low_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10171655.149677552,10000000.0,10171655.14967715,171655.14967714995,0.0,0.0,8.0,0.0,541,541,88,0.16266173752310537,18424093.099498432,162682.75665857265,0.008829892238386563,0.016268275665857264,0,2250,0.5,0p50,709098,medium_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,9966550.672883118,10000000.0,9966550.672882503,-33449.3271174971,33449.3271174971,0.00334493271174971,12.0,0.0,200,200,111,0.555,7081803.539779292,197542.28715533775,0.027894347258536664,0.019754228715533773,0,2250,0.5,0p50,709098,medium_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10476791.320127364,10000000.0,10476791.320127202,476791.3201272022,0.0,0.0,8.0,0.0,1152,1152,150,0.13020833333333334,40732326.12919044,315468.8928673942,0.007744927011210302,0.03154688928673942,0,2250,0.5,0p50,709098,medium_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10165807.3716462,10000000.0,10165807.37164906,165807.3716490604,0.0,0.0,8.0,0.0,553,553,88,0.15913200723327306,19461260.007591955,213155.0394160551,0.010952787195325588,0.021315503941605512,0,2250,0.5,0p50,709098,medium_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10133078.673513269,10000000.0,10133078.673510358,133078.67351035774,0.0,0.0,15.0,0.0,560,560,149,0.26607142857142857,19671676.651921906,301556.6715162053,0.015329484967248253,0.03015566715162053,0,2250,0.5,0p50,709098,medium_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10481316.310932212,10000000.0,10481316.310931811,481316.3109318111,0.0,0.0,26.0,0.0,1070,1070,100,0.09345794392523364,37281075.224638395,207534.61666990942,0.005566755127619107,0.020753461666990942,0,2250,0.5,0p50,709098,medium_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10132327.63058692,10000000.0,10132327.630588016,132327.63058801554,0.0,0.0,8.0,0.0,563,563,107,0.19005328596802842,19643114.40527768,291950.8499706425,0.014862757704664265,0.029195084997064247,0,2250,0.5,0p50,709098,medium_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10071289.882755622,10000000.0,10071289.882758146,71289.88275814615,0.0,0.0,8.0,0.0,466,466,142,0.30472103004291845,16003866.508958453,291648.3889366926,0.018223620446561284,0.029164838893669262,0,2250,0.5,0p50,709098,medium_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10437325.968541963,10000000.0,10437325.96854223,437325.9685422294,0.0,0.0,7.0,0.0,1001,1001,118,0.11788211788211789,35209926.85652854,238961.1541303838,0.006786755198444162,0.02389611541303838,0,2250,0.5,0p50,709098,medium_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10173994.088451782,10000000.0,10173994.0884503,173994.08845029958,0.0,0.0,8.0,0.0,666,666,149,0.22372372372372373,23125914.02630748,286904.9471935656,0.012406210057997686,0.02869049471935656,0,2235,0.5,0p50,436570,medium_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10136001.598997744,10000000.0,10136001.598998109,136001.59899810888,0.0,0.0,7.0,0.0,656,656,177,0.2698170731707317,23076649.477273107,336418.7291726475,0.014578317771129097,0.033641872917264753,0,2235,0.5,0p50,436570,medium_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10559275.817622347,10000000.0,10559275.817623107,559275.8176231068,0.0,0.0,8.0,0.0,1234,1234,116,0.0940032414910859,42626851.5051872,223655.4483321389,0.005246820734694013,0.02236554483321389,0,2235,0.5,0p50,436570,medium_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10193430.742932165,10000000.0,10193430.742931018,193430.74293101765,0.0,0.0,8.0,0.0,589,589,87,0.14770797962648557,20425117.200216036,203658.48150692479,0.00997098227200237,0.020365848150692478,0,2235,0.5,0p50,436570,medium_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10011258.543963693,10000000.0,10011258.543963045,11258.543963044882,0.0,0.0,8.0,0.0,303,303,135,0.44554455445544555,10693412.178646605,266280.7289125248,0.02490138081876745,0.02662807289125248,0,2235,0.5,0p50,436570,medium_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10525546.93188931,10000000.0,10525546.931890883,525546.9318908826,0.0,0.0,7.0,0.0,1095,1095,79,0.07214611872146119,38260843.28570323,187238.40549724145,0.004893734414034885,0.018723840549724143,0,2235,0.5,0p50,436570,medium_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10125980.21964941,10000000.0,10125980.21965076,125980.2196507603,0.0,0.0,8.0,0.0,621,621,148,0.23832528180354268,21487751.569220785,344243.9215625784,0.01602047196299849,0.03442439215625784,0,2235,0.5,0p50,436570,medium_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10008422.969132692,10000000.0,10008422.969133645,8422.969133645296,0.0,0.0,7.0,0.0,103,103,41,0.39805825242718446,3621798.1473066453,74264.58466081067,0.020504893326547646,0.0074264584660810665,0,2235,0.5,0p50,436570,medium_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10307419.73372725,10000000.0,10307419.733730942,307419.733730942,0.0,0.0,8.0,0.0,804,804,108,0.13432835820895522,28181914.675612383,258408.13306703238,0.009169289455363,0.025840813306703236,0,2235,0.5,0p50,436570,medium_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10187763.583776714,10000000.0,10187763.583777878,187763.58377787843,0.0,0.0,7.0,0.0,573,573,98,0.17102966841186737,20444799.056647796,215936.5023937805,0.01056192833177135,0.02159365023937805,0,2251,0.5,0p50,831197,medium_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10157790.414545279,10000000.0,10157790.414543621,157790.41454362124,0.0,0.0,6.0,0.0,541,541,121,0.22365988909426987,18847904.903049108,230770.7781065577,0.012243842447933027,0.02307707781065577,0,2251,0.5,0p50,831197,medium_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10263394.024292806,10000000.0,10263394.02429225,263394.02429224923,0.0,0.0,7.0,0.0,556,556,38,0.0683453237410072,19524933.920587216,101329.99909537479,0.0051897742398263275,0.010132999909537478,0,2251,0.5,0p50,831197,medium_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10232462.912631378,10000000.0,10232462.912635976,232462.91263597645,0.0,0.0,7.0,0.0,718,718,120,0.1671309192200557,25392080.826179862,271246.46325617644,0.010682325135658621,0.027124646325617643,0,2251,0.5,0p50,831197,medium_default,10000000.0
