financier,apr_strategy,wholesaler_policy,final_wallet,initial_capital,final_capital,capital_change,capital_loss,capital_loss_rate,final_apr,final_utilization,loans_issued,closed_loans,defaults,default_count_rate,total_issued_principal,default_amount,default_amount_to_issued_rate,default_amount_to_initial_capital_rate,outstanding_loans,simulation_end_day,non_iid_level,non_iid_tag,seed,default_scenario,capital_per_financier
Fin_fl_rl_2,pure_rl,fl_rl,10409565.743289158,10000000.0,10409565.743289893,409565.7432898935,0.0,0.0,6.0,0.0,685,685,0,0.0,24228937.451543823,0.0,0.0,0.0,0,2243,0.0,0p00,831197,none_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10413297.441540211,10000000.0,10413297.441538636,413297.44153863564,0.0,0.0,6.0,0.0,697,697,0,0.0,24427636.21579482,0.0,0.0,0.0,0,2243,0.0,0p00,831197,none_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10474957.659611838,10000000.0,10474957.65961312,474957.65961311944,0.0,0.0,6.0,0.0,811,811,0,0.0,28329894.638501666,0.0,0.0,0.0,0,2243,0.0,0p00,831197,none_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10436072.777789086,10000000.0,10436072.777790667,436072.7777906675,0.0,0.0,6.0,0.0,748,748,0,0.0,25890544.610447377,0.0,0.0,0.0,0,2243,0.0,0p00,831197,none_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10438120.102934303,10000000.0,10438120.10293265,438120.1029326506,0.0,0.0,6.0,0.0,746,746,0,0.0,25795306.61664959,0.0,0.0,0.0,0,2243,0.0,0p00,831197,none_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10430591.71766339,10000000.0,10430591.717655106,430591.7176551055,0.0,0.0,7.0,0.0,736,736,0,0.0,25608870.86248656,0.0,0.0,0.0,0,2243,0.0,0p00,831197,none_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10430029.872120539,10000000.0,10430029.87212637,430029.87212637067,0.0,0.0,6.0,0.0,722,722,0,0.0,25381905.493904073,0.0,0.0,0.0,0,2243,0.0,0p00,831197,none_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10440272.445959872,10000000.0,10440272.445958365,440272.44595836475,0.0,0.0,6.0,0.0,744,744,0,0.0,25840029.21350309,0.0,0.0,0.0,0,2243,0.0,0p00,831197,none_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10302882.647432635,10000000.0,10302882.647433631,302882.6474336311,0.0,0.0,8.0,0.0,554,554,28,0.05054151624548736,19565584.42375183,29974.60409205231,0.001532006580680736,0.002997460409205231,0,2288,0.0,0p00,709098,low_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10337860.285077145,10000000.0,10337860.285077428,337860.28507742845,0.0,0.0,8.0,0.0,791,791,112,0.1415929203539823,27384515.470885552,150208.85751850175,0.005485174922236605,0.015020885751850175,0,2288,0.0,0p00,709098,low_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10387740.76777285,10000000.0,10387740.767774468,387740.7677744683,0.0,0.0,8.0,0.0,877,877,114,0.12998859749144812,30436926.216128737,143364.86907882584,0.004710228229381974,0.014336486907882584,0,2288,0.0,0p00,709098,low_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10304354.247645568,10000000.0,10304354.24764795,304354.2476479504,0.0,0.0,10.0,0.0,687,687,98,0.14264919941775836,24523198.59058721,149004.28192604062,0.006076054123838203,0.014900428192604063,0,2288,0.0,0p00,709098,low_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10398242.002789311,10000000.0,10398242.002792379,398242.0027923789,0.0,0.0,8.0,0.0,776,776,61,0.07860824742268041,27127952.474083953,74022.25070510818,0.002728633898036484,0.007402225070510818,0,2288,0.0,0p00,709098,low_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10375577.644231852,10000000.0,10375577.644234248,375577.6442342475,0.0,0.0,6.0,0.0,778,778,77,0.09897172236503857,27053487.304791726,99501.42415169757,0.0036779518673762195,0.009950142415169758,0,2288,0.0,0p00,709098,low_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10315714.205425119,10000000.0,10315714.205427103,315714.20542710274,0.0,0.0,8.0,0.0,684,684,81,0.11842105263157894,23780293.35503654,102360.65083436758,0.004304431795947048,0.010236065083436758,0,2288,0.0,0p00,709098,low_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10339285.855393518,10000000.0,10339285.855392413,339285.8553924132,0.0,0.0,8.0,0.0,813,813,135,0.16605166051660517,28579446.3243788,193641.99996680164,0.006775568629600126,0.019364199996680164,0,2288,0.0,0p00,709098,low_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10327078.634635497,10000000.0,10327078.634641722,327078.63464172184,0.0,0.0,6.0,0.0,682,682,78,0.11436950146627566,24101952.396850403,98405.40428622847,0.004082881032454778,0.009840540428622847,0,2288,0.0,0p00,709098,low_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10358158.940729193,10000000.0,10358158.940732567,358158.94073256664,0.0,0.0,7.0,0.0,763,763,90,0.11795543905635648,26817901.48635322,112674.1951062245,0.004201454582997885,0.011267419510622451,0,2259,0.0,0p00,436570,low_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10296452.431490943,10000000.0,10296452.43148885,296452.4314888492,0.0,0.0,8.0,0.0,682,682,95,0.13929618768328444,23747422.366467163,124952.0748401365,0.005261711056968296,0.01249520748401365,0,2259,0.0,0p00,436570,low_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10259246.660581598,10000000.0,10259246.660581892,259246.66058189236,0.0,0.0,7.0,0.0,662,662,111,0.16767371601208458,22698406.854048464,148198.26529087604,0.0065290161659272376,0.014819826529087603,0,2259,0.0,0p00,436570,low_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10344021.164570335,10000000.0,10344021.164572816,344021.16457281634,0.0,0.0,6.0,0.0,755,755,84,0.11125827814569536,26386812.180069227,125295.0291948274,0.0047483958403079325,0.01252950291948274,0,2259,0.0,0p00,436570,low_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10372070.616178108,10000000.0,10372070.61618108,372070.6161810793,0.0,0.0,8.0,0.0,759,759,76,0.10013175230566534,26394516.33345421,83264.957226505,0.0031546309155500345,0.0083264957226505,0,2259,0.0,0p00,436570,low_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10332555.726293156,10000000.0,10332555.726298422,332555.7262984216,0.0,0.0,6.0,0.0,845,845,157,0.18579881656804734,29417844.82955744,204101.92602016559,0.0069380312256965586,0.02041019260201656,0,2259,0.0,0p00,436570,low_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10370631.161292778,10000000.0,10370631.161287507,370631.16128750704,0.0,0.0,7.0,0.0,752,752,73,0.09707446808510638,26393422.682482444,97244.72908087261,0.003684430407179241,0.009724472908087261,0,2259,0.0,0p00,436570,low_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10360599.502525497,10000000.0,10360599.502524346,360599.5025243461,0.0,0.0,6.0,0.0,687,687,45,0.06550218340611354,24116053.44788093,58882.67859431485,0.0024416382523604354,0.005888267859431485,0,2259,0.0,0p00,436570,low_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10371452.652360233,10000000.0,10371452.65235944,371452.6523594409,0.0,0.0,7.0,0.0,753,753,67,0.08897742363877822,26620514.43531657,91545.9090234004,0.003438923362876467,0.00915459090234004,0,2259,0.0,0p00,436570,low_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10364178.914993767,10000000.0,10364178.914997183,364178.9149971828,0.0,0.0,8.0,0.0,793,793,103,0.12988650693568726,27744224.086818293,123427.63169760152,0.004448768554902348,0.012342763169760152,0,2298,0.0,0p00,831197,low_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10342795.170343563,10000000.0,10342795.170342691,342795.17034269124,0.0,0.0,7.0,0.0,717,717,77,0.10739191073919108,25260713.324002933,96021.61141095695,0.0038012232742341617,0.009602161141095694,0,2298,0.0,0p00,831197,low_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10110632.36777565,10000000.0,10110632.36777626,110632.36777625978,0.0,0.0,12.0,0.0,355,355,91,0.2563380281690141,12321018.21570694,140175.86386907322,0.011376970751522452,0.014017586386907322,0,2298,0.0,0p00,831197,low_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10404359.428633185,10000000.0,10404359.428635381,404359.42863538116,0.0,0.0,6.0,0.0,790,790,63,0.07974683544303797,27754409.64468427,77737.84921153041,0.0028009188524180818,0.007773784921153041,0,2298,0.0,0p00,831197,low_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10361670.27245797,10000000.0,10361670.272459382,361670.2724593822,0.0,0.0,8.0,0.0,733,733,57,0.07776261937244201,25348552.84651531,70643.20920965218,0.0027868734612738876,0.007064320920965218,0,2298,0.0,0p00,831197,low_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10409414.949469889,10000000.0,10409414.949468615,409414.94946861453,0.0,0.0,8.0,0.0,778,778,42,0.05398457583547558,27063793.975516483,54185.62093290943,0.00200214430326838,0.005418562093290943,0,2298,0.0,0p00,831197,low_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10369636.204876658,10000000.0,10369636.204875084,369636.20487508364,0.0,0.0,7.0,0.0,874,874,131,0.14988558352402745,30560779.464959774,158609.44804943982,0.00518996736425841,0.01586094480494398,0,2298,0.0,0p00,831197,low_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10366649.274146643,10000000.0,10366649.274143308,366649.2741433084,0.0,0.0,7.0,0.0,818,818,108,0.13202933985330073,28640511.610851157,150409.44630933838,0.005251632664702543,0.015040944630933839,0,2298,0.0,0p00,831197,low_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10333862.528537791,10000000.0,10333862.528538808,333862.5285388082,0.0,0.0,7.0,0.0,796,796,128,0.16080402010050251,27558265.52811844,147029.17954805368,0.005335211659022439,0.014702917954805368,0,2298,0.0,0p00,831197,low_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10291741.236771582,10000000.0,10291741.236768335,291741.2367683351,0.0,0.0,34.0,0.0,768,768,106,0.13802083333333334,27291087.027863685,204445.6222722531,0.0074912964098321905,0.02044456222722531,0,2245,0.0,0p00,709098,medium_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10283839.796619149,10000000.0,10283839.796613507,283839.796613507,0.0,0.0,8.0,0.0,743,743,103,0.1386271870794078,26011224.496740863,222878.83379295564,0.008568563691451042,0.022287883379295565,0,2245,0.0,0p00,709098,medium_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10242003.723186016,10000000.0,10242003.723183844,242003.72318384424,0.0,0.0,8.0,0.0,730,730,116,0.1589041095890411,25494880.99097661,239804.73523834065,0.009405995475060842,0.023980473523834065,0,2245,0.0,0p00,709098,medium_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10183698.966050902,10000000.0,10183698.96605552,183698.96605551988,0.0,0.0,8.0,0.0,579,579,98,0.1692573402417962,20075439.764609717,183049.60609845739,0.009118086988119138,0.01830496060984574,0,2245,0.0,0p00,709098,medium_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10172708.025028044,10000000.0,10172708.02502411,172708.02502411045,0.0,0.0,8.0,0.0,481,481,70,0.14553014553014554,16562437.447648976,160643.84723023293,0.009699287785267149,0.01606438472302329,0,2245,0.0,0p00,709098,medium_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10224631.00329798,10000000.0,10224631.003298244,224631.0032982435,0.0,0.0,8.0,0.0,738,738,144,0.1951219512195122,26220573.013062473,272351.9922606276,0.010386958062470574,0.027235199226062764,0,2245,0.0,0p00,709098,medium_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10110618.039356384,10000000.0,10110618.039356248,110618.03935624845,0.0,0.0,8.0,0.0,571,571,156,0.2732049036777583,20209919.632118378,305407.4812370078,0.015111761293283055,0.030540748123700782,0,2245,0.0,0p00,709098,medium_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10211486.953581631,10000000.0,10211486.953580802,211486.9535808023,0.0,0.0,8.0,0.0,811,811,180,0.2219482120838471,28606032.423208617,344437.0930419665,0.012040715326971319,0.03444370930419665,0,2245,0.0,0p00,709098,medium_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10107399.414000342,10000000.0,10107399.413999684,107399.41399968415,0.0,0.0,8.0,0.0,847,847,263,0.3105076741440378,30017730.92231397,515156.39835494675,0.017161736831080736,0.051515639835494675,0,2245,0.0,0p00,709098,medium_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10223146.80535872,10000000.0,10223146.805354793,223146.80535479262,0.0,0.0,7.0,0.0,679,679,115,0.16936671575846834,23901406.304233603,227116.98535501087,0.009502243611279984,0.022711698535501087,0,2284,0.0,0p00,436570,medium_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10220110.356969463,10000000.0,10220110.356969595,220110.35696959496,0.0,0.0,6.0,0.0,764,764,165,0.21596858638743455,26809364.709364343,332212.484921523,0.01239165823297123,0.0332212484921523,0,2284,0.0,0p00,436570,medium_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10248203.265467722,10000000.0,10248203.265465908,248203.26546590775,0.0,0.0,9.0,0.0,680,680,102,0.15,23539629.42094544,193764.04590174893,0.008231397463264171,0.019376404590174895,0,2284,0.0,0p00,436570,medium_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10187390.613391638,10000000.0,10187390.613392562,187390.61339256167,0.0,0.0,6.0,0.0,702,702,153,0.21794871794871795,24471959.76681911,297135.84022827505,0.012141889863318335,0.029713584022827505,0,2284,0.0,0p00,436570,medium_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10238537.65247031,10000000.0,10238537.65246717,238537.65246717073,0.0,0.0,7.0,0.0,706,706,109,0.15439093484419264,24707127.354823943,222794.15806702527,0.009017404365446225,0.022279415806702528,0,2284,0.0,0p00,436570,medium_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10194235.538949877,10000000.0,10194235.538948882,194235.53894888237,0.0,0.0,8.0,0.0,655,655,113,0.17251908396946564,22796209.805354,225721.29183353356,0.009901702684826135,0.022572129183353357,0,2284,0.0,0p00,436570,medium_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10165298.969756005,10000000.0,10165298.969758384,165298.96975838393,0.0,0.0,8.0,0.0,658,658,150,0.22796352583586627,22956220.785424408,275281.53616184834,0.011991587758932552,0.027528153616184835,0,2284,0.0,0p00,436570,medium_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10205166.750497503,10000000.0,10205166.750494793,205166.75049479306,0.0,0.0,8.0,0.0,702,702,139,0.198005698005698,24522798.833110526,266895.4555768704,0.010883564204609054,0.02668954555768704,0,2284,0.0,0p00,436570,medium_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10098936.7550591,10000000.0,10098936.755060222,98936.755060222,0.0,0.0,8.0,0.0,768,768,242,0.3151041666666667,26808445.463615853,542113.0893272153,0.02022172789030105,0.05421130893272153,0,2284,0.0,0p00,436570,medium_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10227439.27534516,10000000.0,10227439.2753471,227439.27534710057,0.0,0.0,8.0,0.0,675,675,105,0.15555555555555556,23752982.992824007,210793.433414761,0.008874398364131512,0.0210793433414761,0,2259,0.0,0p00,831197,medium_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10234200.023738831,10000000.0,10234200.023735477,234200.02373547666,0.0,0.0,8.0,0.0,757,757,133,0.17569352708058125,26536838.23159193,273151.85180974007,0.01029330809593415,0.027315185180974005,0,2259,0.0,0p00,831197,medium_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10239400.481492788,10000000.0,10239400.481491389,239400.48149138875,0.0,0.0,7.0,0.0,773,773,150,0.19404915912031048,27067070.174892373,312808.82462729583,0.01155680399120034,0.03128088246272959,0,2259,0.0,0p00,831197,medium_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10047249.243456129,10000000.0,10047249.24345371,47249.24345370941,0.0,0.0,7.0,0.0,215,215,47,0.2186046511627907,7403963.970992094,108845.78961581501,0.014701015569802972,0.0108845789615815,0,2259,0.0,0p00,831197,medium_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10213361.33385374,10000000.0,10213361.333858527,213361.33385852724,0.0,0.0,8.0,0.0,864,864,198,0.22916666666666666,30523009.40677036,374619.85992045543,0.012273359252622068,0.037461985992045546,0,2259,0.0,0p00,831197,medium_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10176471.225050474,10000000.0,10176471.225049343,176471.22504934296,0.0,0.0,8.0,0.0,780,780,188,0.24102564102564103,27382910.810096078,341386.2112463514,0.012467126435677624,0.03413862112463514,0,2259,0.0,0p00,831197,medium_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10192645.402122669,10000000.0,10192645.40212221,192645.4021222107,0.0,0.0,8.0,0.0,655,655,127,0.19389312977099238,22842547.966696773,246609.49982062072,0.010796059186574298,0.024660949982062072,0,2259,0.0,0p00,831197,medium_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10208985.33857177,10000000.0,10208985.338573638,208985.33857363835,0.0,0.0,7.0,0.0,822,822,189,0.22992700729927007,28797561.494904682,377152.7298191639,0.01309668979735995,0.03771527298191639,0,2259,0.0,0p00,831197,medium_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10226797.572235888,10000000.0,10226797.572232705,226797.5722327046,0.0,0.0,7.0,0.0,824,824,185,0.22451456310679613,28839338.03748531,354850.5762494082,0.012304393942335784,0.03548505762494082,0,2259,0.0,0p00,831197,medium_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10086851.414350541,10000000.0,10086851.414347336,86851.4143473357,0.0,0.0,8.0,0.0,590,590,122,0.20677966101694914,20565845.29061199,322499.0460654297,0.015681293013161283,0.03224990460654297,0,2273,0.0,0p00,709098,high_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,9906397.248709863,10000000.0,9906397.248708751,-93602.75129124895,93602.75129124895,0.009360275129124894,8.0,0.0,847,847,305,0.3600944510035419,29963261.225994762,876228.661636952,0.029243434318717478,0.08762286616369519,0,2273,0.0,0p00,709098,high_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10009671.496122919,10000000.0,10009671.496122727,9671.49612272717,0.0,0.0,8.0,0.0,617,617,165,0.26742301458670986,21938838.26854177,450995.8219543006,0.020556960055673788,0.04509958219543006,0,2273,0.0,0p00,709098,high_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10063211.89860138,10000000.0,10063211.898602115,63211.89860211499,0.0,0.0,9.0,0.0,740,740,192,0.2594594594594595,25782597.0780446,481738.83380927914,0.018684651214578695,0.048173883380927915,0,2273,0.0,0p00,709098,high_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10081081.092462746,10000000.0,10081081.092462214,81081.09246221371,0.0,0.0,8.0,0.0,594,594,124,0.20875420875420875,20528551.95536914,313424.3568515144,0.015267728456099888,0.031342435685151444,0,2273,0.0,0p00,709098,high_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,9977812.66822967,10000000.0,9977812.668230442,-22187.33176955767,22187.33176955767,0.002218733176955767,8.0,0.0,474,474,149,0.3143459915611814,16594239.274245895,419938.2562444708,0.025306267392215503,0.041993825624447076,0,2273,0.0,0p00,709098,high_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10005642.848802073,10000000.0,10005642.848797305,5642.848797304556,0.0,0.0,10.0,0.0,434,434,124,0.2857142857142857,15016199.005422715,305325.2919413575,0.020333061104950534,0.03053252919413575,0,2273,0.0,0p00,709098,high_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10019332.440524317,10000000.0,10019332.4405262,19332.44052620046,0.0,0.0,8.0,0.0,681,681,179,0.26284875183553597,24007106.990786526,509745.1759035241,0.021233094687300502,0.05097451759035241,0,2273,0.0,0p00,709098,high_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10089824.682341596,10000000.0,10089824.682336364,89824.68233636394,0.0,0.0,6.0,0.0,810,810,186,0.22962962962962963,28789062.895044696,503241.28702229424,0.017480294126173673,0.05032412870222942,0,2273,0.0,0p00,709098,high_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10036105.156578997,10000000.0,10036105.156584254,36105.156584253535,0.0,0.0,10.0,0.0,922,922,234,0.25379609544468545,32463228.979168143,601859.5340826306,0.018539731043663205,0.06018595340826306,0,2281,0.0,0p00,436570,high_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,9965194.788027484,10000000.0,9965194.788025308,-34805.2119746916,34805.2119746916,0.00348052119746916,10.0,0.0,325,325,108,0.3323076923076923,11372216.085039359,273972.17848597374,0.024091362355169805,0.027397217848597374,0,2281,0.0,0p00,436570,high_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10015205.712100921,10000000.0,10015205.712098293,15205.712098293006,0.0,0.0,8.0,0.0,593,593,154,0.2596964586846543,20606848.081285805,399438.93061173323,0.01938379557301077,0.039943893061173324,0,2281,0.0,0p00,436570,high_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10103956.586260693,10000000.0,10103956.58626124,103956.58626124077,0.0,0.0,8.0,0.0,698,698,159,0.22779369627507162,24382940.05047822,386605.26626771205,0.01585556399135426,0.038660526626771205,0,2281,0.0,0p00,436570,high_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10035970.40468003,10000000.0,10035970.404681912,35970.40468191169,0.0,0.0,8.0,0.0,843,843,247,0.2930011862396204,29578960.122484647,651680.8491378747,0.022031905328629017,0.06516808491378746,0,2281,0.0,0p00,436570,high_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,9967477.120863687,10000000.0,9967477.120866701,-32522.879133298993,32522.879133298993,0.003252287913329899,6.0,0.0,558,558,135,0.24193548387096775,19179164.04654883,462094.455891402,0.02409356605793009,0.0462094455891402,0,2281,0.0,0p00,436570,high_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10110202.161321646,10000000.0,10110202.161319163,110202.1613191627,0.0,0.0,10.0,0.0,709,709,145,0.20451339915373765,24595692.016066343,405011.9300538658,0.01646678328014942,0.040501193005386585,0,2281,0.0,0p00,436570,high_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10135055.225044454,10000000.0,10135055.225042835,135055.22504283488,0.0,0.0,8.0,0.0,743,743,131,0.17631224764468373,25802664.31598333,381370.88280055445,0.014780290830831613,0.038137088280055444,0,2281,0.0,0p00,436570,high_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,9900394.791984888,10000000.0,9900394.79198146,-99605.20801853947,99605.20801853947,0.009960520801853947,13.0,0.0,325,325,147,0.4523076923076923,11125552.227957385,378088.6713176431,0.03398381164105675,0.03780886713176431,0,2281,0.0,0p00,436570,high_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,9851124.555227313,10000000.0,9851124.555227298,-148875.4447727017,148875.4447727017,0.01488754447727017,10.0,0.0,350,350,170,0.4857142857142857,12108274.019589879,424116.5048189593,0.035026999234802965,0.04241165048189593,0,2276,0.0,0p00,831197,high_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,9966647.938449726,10000000.0,9966647.938450828,-33352.061549171805,33352.061549171805,0.0033352061549171805,8.0,0.0,467,467,144,0.3083511777301927,16298593.235800983,393708.5323849091,0.02415598246357245,0.03937085323849091,0,2276,0.0,0p00,831197,high_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10114819.060592791,10000000.0,10114819.060592934,114819.06059293449,0.0,0.0,7.0,0.0,695,695,144,0.20719424460431654,24183324.847317293,381927.0445488412,0.015792991532808574,0.03819270445488412,0,2276,0.0,0p00,831197,high_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,9877806.526856529,10000000.0,9877806.526858019,-122193.47314198129,122193.47314198129,0.01221934731419813,11.0,0.0,396,396,151,0.3813131313131313,13934524.103168905,441214.4570871231,0.031663403344128906,0.04412144570871231,0,2276,0.0,0p00,831197,high_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10160153.77274752,10000000.0,10160153.772750804,160153.7727508042,0.0,0.0,6.0,0.0,917,917,192,0.2093784078516903,32480469.728365287,525646.7221552299,0.016183470453205333,0.05256467221552299,0,2276,0.0,0p00,831197,high_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10081591.43603398,10000000.0,10081591.436035246,81591.43603524566,0.0,0.0,7.0,0.0,537,537,128,0.2383612662942272,18585154.158082176,338044.775635438,0.018188968074199778,0.0338044775635438,0,2276,0.0,0p00,831197,high_default,10000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,10005264.944314325,10000000.0,10005264.9443145,5264.944314500317,0.0,0.0,8.0,0.0,563,563,164,0.2912966252220249,19354010.05089554,413461.4263684547,0.021363088335759298,0.04134614263684547,0,2276,0.0,0p00,831197,high_default,10000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,10239851.103529967,10000000.0,10239851.10353015,239851.1035301499,0.0,0.0,8.0,0.0,888,888,159,0.17905405405405406,31517923.355117418,371088.7114661737,0.011773894722855265,0.03710887114661737,0,2276,0.0,0p00,831197,high_default,10000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,10130373.120087724,10000000.0,10130373.12008932,130373.12008932047,0.0,0.0,6.0,0.0,910,910,212,0.23296703296703297,31808671.334924176,528579.1256557609,0.016617453778253542,0.052857912565576086,0,2276,0.0,0p00,831197,high_default,10000000.0
Fin_fl_rl_1,pure_rl,fl_rl,1907387.7957481686,1000000.0,1907387.795748129,907387.795748129,0.0,0.0,27.0,0.0,731,731,0,0.0,25652975.145502,0.0,0.0,0.0,0,2256,0.5,0p50,709098,none_default,1000000.0
Fin_fl_rl_2,pure_rl,fl_rl,1571029.0634619647,1000000.0,1571029.0634620052,571029.0634620052,0.0,0.0,6.0,0.0,733,733,0,0.0,22897443.633429725,0.0,0.0,0.0,0,2256,0.5,0p50,709098,none_default,1000000.0
Fin_fl_rl_3,pure_rl,fl_rl,2087706.5280560586,1000000.0,2087706.5280558993,1087706.5280558993,0.0,0.0,6.0,0.0,645,645,0,0.0,24250810.597158,0.0,0.0,0.0,0,2256,0.5,0p50,709098,none_default,1000000.0
