financier,apr_strategy,wholesaler_policy,final_wallet,initial_capital,final_capital,capital_change,capital_loss,capital_loss_rate,final_apr,final_utilization,loans_issued,closed_loans,defaults,default_count_rate,total_issued_principal,default_amount,default_amount_to_issued_rate,default_amount_to_initial_capital_rate,outstanding_loans,simulation_end_day,seed,default_scenario,base_capital_per_financier,capital_per_financier,capital_multiplier,wholesaler_count,label
Fin_rl_2,pure_rl,rl,4268446.598049172,1000000.0,4268446.5980493305,3268446.5980493305,0.0,0.0,7.0,0.0,1752,1752,122,0.06963470319634703,60862628.94960478,300663.7219398703,0.004940038363916626,0.3006637219398703,0,4261,831197,high_default,1000000.0,1000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,6575657.710396737,1000000.0,6575657.710396818,5575657.710396818,0.0,0.0,7.0,0.0,2990,2990,42,0.014046822742474917,97474558.76374458,105113.76189249144,0.0010783712511821932,0.10511376189249144,0,4261,831197,high_default,1000000.0,1000000.0,1.0,50,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,4183840.8250007457,1000000.0,4183840.825000931,3183840.825000931,0.0,0.0,7.0,0.0,1971,1971,99,0.0502283105022831,67546146.26976082,321321.423954693,0.004757065231692467,0.32132142395469304,0,4236,831197,high_default,1000000.0,1000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,3076498.783642499,1000000.0,3076498.783642448,2076498.783642448,0.0,0.0,7.0,0.0,1276,1276,110,0.08620689655172414,44710245.44358045,274579.16467502917,0.006141303004509754,0.2745791646750292,0,4236,831197,high_default,1000000.0,1000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,5214186.464074288,1000000.0,5214186.464074621,4214186.464074621,0.0,0.0,7.0,0.0,2674,2674,51,0.01907255048616305,86785271.7836314,141045.52938947803,0.0016252242631805722,0.14104552938947804,0,4236,831197,high_default,1000000.0,1000000.0,1.0,50,FedAvg (federated)
Fin_rl_1,pure_rl,rl,10160864.029659253,5000000.0,10160864.029658169,5160864.029658169,0.0,0.0,6.0,0.0,4665,4665,0,0.0,163553434.53369147,0,0.0,0.0,0,4260,831197,none_default,5000000.0,5000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,10464765.238179151,5000000.0,10464765.238178797,5464765.238178797,0.0,0.0,11.0,0.0,4037,4037,0,0.0,140626453.5778621,0,0.0,0.0,0,4260,831197,none_default,5000000.0,5000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,11214145.955502829,5000000.0,11214145.955506355,6214145.955506355,0.0,0.0,6.0,0.0,4562,4562,0,0.0,159269875.29810858,0,0.0,0.0,0,4260,831197,none_default,5000000.0,5000000.0,1.0,50,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,9718392.417065613,5000000.0,9718392.417069582,4718392.417069582,0.0,0.0,6.0,0.0,3720,3720,0,0.0,130294081.53711316,0,0.0,0.0,0,4257,831197,none_default,5000000.0,5000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,7552346.423944574,5000000.0,7552346.423945818,2552346.423945818,0.0,0.0,7.0,0.0,1811,1811,0,0.0,64149801.35321344,0,0.0,0.0,0,4257,831197,none_default,5000000.0,5000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,15509805.201140044,5000000.0,15509805.201146444,10509805.201146444,0.0,0.0,6.0,0.0,7760,7760,0,0.0,271221049.1987738,0,0.0,0.0,0,4257,831197,none_default,5000000.0,5000000.0,1.0,50,FedAvg (federated)
Fin_rl_1,pure_rl,rl,11209210.179816635,5000000.0,11209210.179810353,6209210.179810353,0.0,0.0,6.0,0.0,4314,4314,176,0.04079740380157627,151661927.53641793,388138.03147800063,0.0025592318242480382,0.07762760629560013,0,4254,831197,low_default,5000000.0,5000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,9493376.451938746,5000000.0,9493376.451934122,4493376.451934122,0.0,0.0,21.0,0.0,2817,2817,153,0.054313099041533544,99063858.25947332,287083.20581804676,0.0028979610814884997,0.05741664116360935,0,4254,831197,low_default,5000000.0,5000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,12177817.200542055,5000000.0,12177817.2005423,7177817.200542299,0.0,0.0,17.0,0.0,3714,3714,73,0.019655358104469573,130726915.51201937,155678.28551268482,0.0011908663560441105,0.031135657102536962,0,4254,831197,low_default,5000000.0,5000000.0,1.0,50,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,10634625.306185937,5000000.0,10634625.306185229,5634625.306185229,0.0,0.0,6.0,0.0,3678,3678,81,0.02202283849918434,128677324.74109615,184153.41896389215,0.001431125641867486,0.03683068379277843,0,4259,831197,low_default,5000000.0,5000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,11672034.615454951,5000000.0,11672034.615451729,6672034.615451729,0.0,0.0,14.0,0.0,4393,4393,178,0.04051900751195083,153540511.02974263,346223.7727853037,0.002254934352265091,0.06924475455706074,0,4259,831197,low_default,5000000.0,5000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,11322325.700679556,5000000.0,11322325.700680612,6322325.700680612,0.0,0.0,17.0,0.0,3632,3632,39,0.010737885462555066,127598948.62234618,84412.82527330729,0.0006615479687308663,0.016882565054661458,0,4259,831197,low_default,5000000.0,5000000.0,1.0,50,FedAvg (federated)
Fin_rl_1,pure_rl,rl,7903539.697198946,5000000.0,7903539.69720079,2903539.69720079,0.0,0.0,6.0,0.0,2437,2437,149,0.06114074681986048,84859657.28865606,396816.5008096081,0.004676150169447527,0.07936330016192161,0,4242,831197,medium_default,5000000.0,5000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,6365490.678048096,5000000.0,6365490.67804917,1365490.6780491704,0.0,0.0,13.0,0.0,1423,1423,282,0.19817287420941673,49920036.5173678,670579.3957201177,0.013433071017222008,0.13411587914402354,0,4242,831197,medium_default,5000000.0,5000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,14841452.613111854,5000000.0,14841452.613112755,9841452.613112755,0.0,0.0,7.0,0.0,6267,6267,74,0.011807882559438328,219344164.12738463,181186.11786141462,0.0008260357351298864,0.03623722357228292,0,4242,831197,medium_default,5000000.0,5000000.0,1.0,50,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,8942085.7943269,5000000.0,8942085.79432865,3942085.7943286505,0.0,0.0,8.0,0.0,3147,3147,133,0.042262472195741974,109845740.64607209,359986.85212967516,0.00327720355848452,0.07199737042593503,0,4256,831197,medium_default,5000000.0,5000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,8383729.274631771,5000000.0,8383729.274634433,3383729.274634433,0.0,0.0,11.0,0.0,2689,2689,187,0.0695425808850874,93971405.13204217,418980.1016745077,0.0044585914309335445,0.08379602033490155,0,4256,831197,medium_default,5000000.0,5000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,11838995.038623553,5000000.0,11838995.038622957,6838995.038622957,0.0,0.0,10.0,0.0,4412,4412,79,0.017905711695376247,154327975.25207683,197495.09341121797,0.001279710260493165,0.03949901868224359,0,4256,831197,medium_default,5000000.0,5000000.0,1.0,50,FedAvg (federated)
Fin_rl_1,pure_rl,rl,8651240.021197919,5000000.0,8651240.021199185,3651240.0211991854,0.0,0.0,19.0,0.0,2518,2518,249,0.09888800635424941,87498861.9780137,762019.8072128666,0.008708911064515826,0.15240396144257332,0,4243,831197,high_default,5000000.0,5000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,8254946.1387006845,5000000.0,8254946.138702707,3254946.1387027074,0.0,0.0,25.0,0.0,2059,2059,256,0.12433220009713453,72923333.68526024,662038.9403601233,0.009078561098392834,0.13240778807202466,0,4243,831197,high_default,5000000.0,5000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,10054298.497698909,5000000.0,10054298.497701293,5054298.497701293,0.0,0.0,6.0,0.0,3187,3187,132,0.04141826168810794,111269958.28868742,348473.0509668721,0.0031317801887079575,0.06969461019337442,0,4243,831197,high_default,5000000.0,5000000.0,1.0,50,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,7073013.077869633,5000000.0,7073013.077870275,2073013.077870275,0.0,0.0,10.0,0.0,1654,1654,178,0.10761789600967352,58244592.11856918,632711.2671733943,0.010863004515258288,0.12654225343467887,0,4262,831197,high_default,5000000.0,5000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,7869100.259075361,5000000.0,7869100.259072445,2869100.2590724453,0.0,0.0,10.0,0.0,2158,2158,260,0.12048192771084337,75753678.704014,660337.8059708622,0.00871690744618416,0.13206756119417243,0,4262,831197,high_default,5000000.0,5000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,13439074.584144926,5000000.0,13439074.58414499,8439074.58414499,0.0,0.0,11.0,0.0,4847,4847,96,0.019806065607592325,169700243.52834067,276601.8981653328,0.0016299440260917426,0.05532037963306656,0,4262,831197,high_default,5000000.0,5000000.0,1.0,50,FedAvg (federated)
Fin_rl_1,pure_rl,rl,11872381.977199106,10000000.0,11872381.977202488,1872381.977202488,0.0,0.0,6.0,0.0,1922,1922,0,0.0,67863461.27312681,0,0.0,0.0,0,4244,831197,none_default,10000000.0,10000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,17937844.215767376,10000000.0,17937844.215762522,7937844.215762522,0.0,0.0,14.0,0.0,7264,7264,0,0.0,255009728.55888796,0,0.0,0.0,0,4244,831197,none_default,10000000.0,10000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,13966126.540041145,10000000.0,13966126.540043581,3966126.5400435813,0.0,0.0,6.0,0.0,4111,4111,0,0.0,144621982.11987638,0,0.0,0.0,0,4244,831197,none_default,10000000.0,10000000.0,1.0,50,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,13975593.073670523,10000000.0,13975593.073673306,3975593.073673306,0.0,0.0,8.0,0.0,3564,3564,0,0.0,124025917.78894068,0,0.0,0.0,0,4253,831197,none_default,10000000.0,10000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,13212104.75105814,10000000.0,13212104.751058467,3212104.7510584667,0.0,0.0,15.0,0.0,3344,3344,0,0.0,117167293.13704915,0,0.0,0.0,0,4253,831197,none_default,10000000.0,10000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,17284901.368973028,10000000.0,17284901.368982155,7284901.368982155,0.0,0.0,12.0,0.0,6404,6404,0,0.0,224132145.91630304,0,0.0,0.0,0,4253,831197,none_default,10000000.0,10000000.0,1.0,50,FedAvg (federated)
Fin_rl_1,pure_rl,rl,13245235.99916338,10000000.0,13245235.999166757,3245235.999166757,0.0,0.0,7.0,0.0,2071,2071,82,0.03959439884113954,72628460.09493457,197267.02683473635,0.002716111928807019,0.019726702683473634,0,4256,831197,low_default,10000000.0,10000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,12985710.674909908,10000000.0,12985710.674912322,2985710.6749123223,0.0,0.0,11.0,0.0,2259,2259,285,0.12616201859229748,79380555.20015983,536343.5637888385,0.0067566113947733954,0.05363435637888384,0,4256,831197,low_default,10000000.0,10000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,23766327.137359448,10000000.0,23766327.137378138,13766327.137378138,0.0,0.0,18.0,0.0,7083,7083,26,0.0036707609769871525,247569486.97476503,51676.13542788089,0.00020873386320483138,0.0051676135427880885,0,4256,831197,low_default,10000000.0,10000000.0,1.0,50,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,16573565.314509364,10000000.0,16573565.314505424,6573565.314505424,0.0,0.0,9.0,0.0,3444,3444,65,0.018873403019744484,120151895.2114508,133628.0743708356,0.001112159522208689,0.01336280743708356,0,4244,831197,low_default,10000000.0,10000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,15725214.456623001,10000000.0,15725214.45662427,5725214.4566242695,0.0,0.0,11.0,0.0,3000,3000,164,0.05466666666666667,104172098.34647891,323470.0642536097,0.0031051507014646135,0.032347006425360966,0,4244,831197,low_default,10000000.0,10000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,14328966.326502128,10000000.0,14328966.326499833,4328966.326499833,0.0,0.0,26.0,0.0,2285,2285,31,0.013566739606126914,79965881.55045247,65068.12096266463,0.0008136985386900478,0.006506812096266463,0,4244,831197,low_default,10000000.0,10000000.0,1.0,50,FedAvg (federated)
Fin_rl_1,pure_rl,rl,13724663.566871798,10000000.0,13724663.566873407,3724663.566873407,0.0,0.0,17.0,0.0,2320,2320,114,0.04913793103448276,80732797.95349465,328118.98791841633,0.0040642588419569714,0.03281189879184163,0,4249,831197,medium_default,10000000.0,10000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,12204018.927987192,10000000.0,12204018.92798647,2204018.927986469,0.0,0.0,16.0,0.0,2089,2089,449,0.21493537577788416,73514503.3486086,916720.560546126,0.012469927956923029,0.0916720560546126,0,4249,831197,medium_default,10000000.0,10000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,18664563.52706812,10000000.0,18664563.527055457,8664563.527055457,0.0,0.0,18.0,0.0,5826,5826,69,0.01184346035015448,203249758.59076944,181354.01929787433,0.0008922717574440972,0.018135401929787433,0,4249,831197,medium_default,10000000.0,10000000.0,1.0,50,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,14962048.910971954,10000000.0,14962048.910974234,4962048.910974234,0.0,0.0,24.0,0.0,3222,3222,120,0.037243947858473,112217978.76337855,352625.74219636543,0.0031423284047907133,0.03526257421963654,0,4272,831197,medium_default,10000000.0,10000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,12774108.81177946,10000000.0,12774108.811781736,2774108.811781736,0.0,0.0,21.0,0.0,1942,1942,149,0.07672502574665294,67403323.22641478,350227.8038651104,0.005196002023352153,0.03502278038651104,0,4272,831197,medium_default,10000000.0,10000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,16911838.350250516,10000000.0,16911838.35025817,6911838.350258172,0.0,0.0,26.0,0.0,4171,4171,89,0.021337808678973866,146187400.29566258,238532.93363426483,0.0016316928350311609,0.023853293363426484,0,4272,831197,medium_default,10000000.0,10000000.0,1.0,50,FedAvg (federated)
Fin_rl_1,pure_rl,rl,12235962.135080928,10000000.0,12235962.135081569,2235962.1350815687,0.0,0.0,18.0,0.0,2149,2149,314,0.14611447184737086,74656108.061976,927256.0367005783,0.01242036399661785,0.09272560367005783,0,4261,831197,high_default,10000000.0,10000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,13971182.774766665,10000000.0,13971182.774766399,3971182.7747663986,0.0,0.0,18.0,0.0,2942,2942,300,0.10197144799456152,103727219.97610962,793615.2166814868,0.007650983192881017,0.07936152166814868,0,4261,831197,high_default,10000000.0,10000000.0,1.0,50,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,17726442.058491822,10000000.0,17726442.05849317,7726442.058493171,0.0,0.0,18.0,0.0,3959,3959,91,0.02298560242485476,137949966.5645322,276143.86084334995,0.002001768233225134,0.027614386084334995,0,4261,831197,high_default,10000000.0,10000000.0,1.0,50,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,13883469.822809976,10000000.0,13883469.822805531,3883469.8228055313,0.0,0.0,19.0,0.0,2396,2396,117,0.048831385642737896,84140239.695839,394430.6049439266,0.004687776102965302,0.03944306049439266,0,4257,831197,high_default,10000000.0,10000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,13751307.1816598,10000000.0,13751307.181660464,3751307.181660464,0.0,0.0,11.0,0.0,2508,2508,323,0.12878787878787878,88328697.93853328,866558.3676731649,0.009810609551566027,0.08665583676731649,0,4257,831197,high_default,10000000.0,10000000.0,1.0,50,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,17012740.603908982,10000000.0,17012740.60390714,7012740.603907142,0.0,0.0,14.0,0.0,3721,3721,121,0.03251814028486966,130073971.79498054,357966.2010413952,0.002752020224350594,0.03579662010413952,0,4257,831197,high_default,10000000.0,10000000.0,1.0,50,FedAvg (federated)
Fin_rl_1,pure_rl,rl,15473240.28865411,2000000.0,15473240.288651912,13473240.288651912,0.0,0.0,6.0,0.0,6711,6711,0,0.0,232287841.81704488,0,0.0,0.0,0,4263,709098,none_default,1000000.0,2000000.0,2.0,100,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,11418147.515181325,2000000.0,11418147.515181411,9418147.515181411,0.0,0.0,6.0,0.0,5619,5619,0,0.0,187490090.17341524,0,0.0,0.0,0,4263,709098,none_default,1000000.0,2000000.0,2.0,100,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,12073808.235844115,2000000.0,12073808.235845443,10073808.235845443,0.0,0.0,6.0,0.0,5502,5502,0,0.0,187423436.43669242,0,0.0,0.0,0,4263,709098,none_default,1000000.0,2000000.0,2.0,100,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,12073440.875132654,2000000.0,12073440.875129303,10073440.875129303,0.0,0.0,6.0,0.0,5622,5622,0,0.0,190575534.94811848,0,0.0,0.0,0,4257,709098,none_default,1000000.0,2000000.0,2.0,100,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,8513022.210711807,2000000.0,8513022.210710853,6513022.210710853,0.0,0.0,6.0,0.0,4077,4077,0,0.0,136209253.39938843,0,0.0,0.0,0,4257,709098,none_default,1000000.0,2000000.0,2.0,100,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,13787906.279735759,2000000.0,13787906.279735336,11787906.279735336,0.0,0.0,6.0,0.0,6231,6231,0,0.0,212237409.01867133,0,0.0,0.0,0,4257,709098,none_default,1000000.0,2000000.0,2.0,100,FedAvg (federated)
Fin_rl_1,pure_rl,rl,10586666.365661899,2000000.0,10586666.365660267,8586666.365660267,0.0,0.0,8.0,0.0,4511,4511,47,0.010418975836843272,155306060.74866632,101472.08102761285,0.000653368455412866,0.050736040513806424,0,4254,709098,low_default,1000000.0,2000000.0,2.0,100,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,11289466.002378812,2000000.0,11289466.00238054,9289466.00238054,0.0,0.0,6.0,0.0,4963,4963,222,0.04473100947007858,171569267.5660048,493462.82864361943,0.0028761726132203614,0.24673141432180973,0,4254,709098,low_default,1000000.0,2000000.0,2.0,100,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,15000863.61962842,2000000.0,15000863.619624924,13000863.619624924,0.0,0.0,6.0,0.0,6326,6326,23,0.003635788808093582,214368840.38618913,42402.010365471855,0.000197799317704401,0.02120100518273593,0,4254,709098,low_default,1000000.0,2000000.0,2.0,100,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,8820018.24147013,2000000.0,8820018.241466634,6820018.241466634,0.0,0.0,17.0,0.0,3841,3841,65,0.016922676386357718,130944467.51356632,138422.43780748488,0.0010571079514538773,0.06921121890374243,0,4248,709098,low_default,1000000.0,2000000.0,2.0,100,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,12537634.645691866,2000000.0,12537634.645692797,10537634.645692797,0.0,0.0,6.0,0.0,5795,5795,96,0.01656600517687662,201946927.09560126,196670.2599793824,0.0009738710205096564,0.0983351299896912,0,4248,709098,low_default,1000000.0,2000000.0,2.0,100,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,12580061.6079935,2000000.0,12580061.607991226,10580061.607991226,0.0,0.0,6.0,0.0,6020,6020,22,0.003654485049833887,199780202.47544402,37379.82163055334,0.0001871047339395298,0.01868991081527667,0,4248,709098,low_default,1000000.0,2000000.0,2.0,100,FedAvg (federated)
Fin_rl_1,pure_rl,rl,6315641.451367753,2000000.0,6315641.451366636,4315641.451366636,0.0,0.0,7.0,0.0,2348,2348,161,0.06856899488926746,81685269.16556655,404491.8754999096,0.0049518337838864385,0.2022459377499548,0,4260,709098,medium_default,1000000.0,2000000.0,2.0,100,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,8358003.741579389,2000000.0,8358003.741580092,6358003.741580092,0.0,0.0,6.0,0.0,4127,4127,264,0.06396898473467409,139053739.99749863,582062.3598876739,0.004185880652315747,0.2910311799438369,0,4260,709098,medium_default,1000000.0,2000000.0,2.0,100,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,17099719.405724145,2000000.0,17099719.405726057,15099719.405726057,0.0,0.0,18.0,0.0,7192,7192,28,0.00389321468298109,245040311.72514758,70518.5545842489,0.00028778348381855993,0.03525927729212445,0,4260,709098,medium_default,1000000.0,2000000.0,2.0,100,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,10155600.073095301,2000000.0,10155600.073095389,8155600.073095389,0.0,0.0,7.0,0.0,4664,4664,154,0.0330188679245283,158282516.67347786,382171.3071704911,0.002414488442579385,0.19108565358524554,0,4263,709098,medium_default,1000000.0,2000000.0,2.0,100,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,10332963.441218479,2000000.0,10332963.441217389,8332963.441217389,0.0,0.0,6.0,0.0,4359,4359,178,0.04083505391144758,150807884.3555077,395067.2039735757,0.002619672079228047,0.19753360198678788,0,4263,709098,medium_default,1000000.0,2000000.0,2.0,100,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,11210699.649999805,2000000.0,11210699.64999874,9210699.64999874,0.0,0.0,18.0,0.0,4587,4587,62,0.013516459559625027,154044812.44042894,135251.85799517337,0.0008780033280736211,0.06762592899758668,0,4263,709098,medium_default,1000000.0,2000000.0,2.0,100,FedAvg (federated)
Fin_rl_1,pure_rl,rl,8460127.67371485,2000000.0,8460127.673714997,6460127.673714997,0.0,0.0,7.0,0.0,3829,3829,184,0.04805432227735701,131484535.76944846,574621.6158148623,0.004370260064821862,0.28731080790743113,0,4272,709098,high_default,1000000.0,2000000.0,2.0,100,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,8134890.469512524,2000000.0,8134890.46951315,6134890.46951315,0.0,0.0,7.0,0.0,3643,3643,292,0.08015371946198188,123767021.83761945,780855.00978251,0.006309071658902648,0.390427504891255,0,4272,709098,high_default,1000000.0,2000000.0,2.0,100,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,11654389.469689107,2000000.0,11654389.469688134,9654389.469688134,0.0,0.0,7.0,0.0,4808,4808,185,0.038477537437603994,165184615.07406378,609484.4052075408,0.0036897165328276275,0.30474220260377044,0,4272,709098,high_default,1000000.0,2000000.0,2.0,100,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,9045193.880224872,2000000.0,9045193.880225271,7045193.880225271,0.0,0.0,7.0,0.0,4285,4285,204,0.047607934655775966,148022474.69727212,641906.3853353375,0.00433654677540104,0.32095319266766875,0,4281,709098,high_default,1000000.0,2000000.0,2.0,100,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,7383942.577479316,2000000.0,7383942.5774787385,5383942.5774787385,0.0,0.0,7.0,0.0,3000,3000,219,0.073,104224976.58834407,593499.2915812333,0.005694405611865658,0.29674964579061663,0,4281,709098,high_default,1000000.0,2000000.0,2.0,100,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,12739972.120587293,2000000.0,12739972.120587423,10739972.120587423,0.0,0.0,7.0,0.0,5521,5521,121,0.02191631950733563,187613991.06125137,352030.772340718,0.0018763567170520274,0.176015386170359,0,4281,709098,high_default,1000000.0,2000000.0,2.0,100,FedAvg (federated)
Fin_rl_1,pure_rl,rl,24180753.53080207,10000000.0,24180753.530790728,14180753.530790728,0.0,0.0,12.0,0.0,10759,10759,0,0.0,373872437.06077117,0,0.0,0.0,0,4257,709098,none_default,5000000.0,10000000.0,2.0,100,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,19620827.96603483,10000000.0,19620827.96603119,9620827.96603119,0.0,0.0,16.0,0.0,7126,7126,0,0.0,251516811.57895097,0,0.0,0.0,0,4257,709098,none_default,5000000.0,10000000.0,2.0,100,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,21372588.803335555,10000000.0,21372588.80333378,11372588.803333782,0.0,0.0,7.0,0.0,8652,8652,0,0.0,304056982.5868787,0,0.0,0.0,0,4257,709098,none_default,5000000.0,10000000.0,2.0,100,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,16494407.042913444,10000000.0,16494407.042911807,6494407.042911807,0.0,0.0,6.0,0.0,4947,4947,0,0.0,173032328.64138916,0,0.0,0.0,0,4260,709098,none_default,5000000.0,10000000.0,2.0,100,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,23107150.392672542,10000000.0,23107150.39266201,13107150.392662011,0.0,0.0,7.0,0.0,9595,9595,0,0.0,336795038.3469478,0,0.0,0.0,0,4260,709098,none_default,5000000.0,10000000.0,2.0,100,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,25925318.501969695,10000000.0,25925318.50196812,15925318.50196812,0.0,0.0,6.0,0.0,12001,12001,0,0.0,420222605.6831895,0,0.0,0.0,0,4260,709098,none_default,5000000.0,10000000.0,2.0,100,FedAvg (federated)
Fin_rl_1,pure_rl,rl,19781010.399069488,10000000.0,19781010.399066333,9781010.399066333,0.0,0.0,21.0,0.0,5963,5963,93,0.015596176421264464,209858604.7489083,191759.82965282243,0.000913757288543204,0.019175982965282244,0,4264,709098,low_default,5000000.0,10000000.0,2.0,100,Isolated RL (non-federated)
Fin_rl_2,pure_rl,rl,19431885.210235883,10000000.0,19431885.21023654,9431885.210236538,0.0,0.0,14.0,0.0,6382,6382,633,0.09918520839862112,222477398.53258285,1211232.9988367383,0.005444296844649357,0.12112329988367383,0,4264,709098,low_default,5000000.0,10000000.0,2.0,100,Isolated RL (non-federated)
Fin_rl_3,pure_rl,rl,28245129.94973223,10000000.0,28245129.949735306,18245129.949735306,0.0,0.0,9.0,0.0,10086,10086,56,0.005552250644457664,352781071.7019201,113103.92470389995,0.00032060655680377976,0.011310392470389995,0,4264,709098,low_default,5000000.0,10000000.0,2.0,100,Isolated RL (non-federated)
Fin_fl_rl_1,pure_rl,fl_rl,18524505.41541104,10000000.0,18524505.415398207,8524505.415398207,0.0,0.0,18.0,0.0,5491,5491,115,0.020943361864869788,192222324.87813395,227037.5861848487,0.001181119759782258,0.022703758618484872,0,4256,709098,low_default,5000000.0,10000000.0,2.0,100,FedAvg (federated)
Fin_fl_rl_2,pure_rl,fl_rl,19733520.614472535,10000000.0,19733520.614465296,9733520.614465296,0.0,0.0,21.0,0.0,6530,6530,351,0.053751914241960186,228509988.51365003,732432.3207365416,0.0032052529760325547,0.07324323207365417,0,4256,709098,low_default,5000000.0,10000000.0,2.0,100,FedAvg (federated)
Fin_fl_rl_3,pure_rl,fl_rl,24902270.713459454,10000000.0,24902270.71346186,14902270.713461861,0.0,0.0,25.0,0.0,8055,8055,39,0.00484171322160149,281504723.8577402,74302.430245661,0.00026394736552701724,0.0074302430245661005,0,4256,709098,low_default,5000000.0,10000000.0,2.0,100,FedAvg (federated)
