seed,default_scenario,base_capital_per_financier,capital_per_financier,capital_multiplier,wholesaler_count,wholesaler_policy,label,shock_profile_counts,financiers,total_initial_capital,total_final_capital,mean_final_capital,return_pct,total_loans,loans_per_wholesaler,total_defaults,default_count_rate,default_amount_to_initial_capital_rate,default_amount_to_issued_rate,avg_capital_utilization,max_capital_utilization,avg_final_utilization,max_final_utilization
709098,low_default,5000000.0,10000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 87, 'medium': 10, 'high': 3}",3,30000000.0,67458025.55903818,22486008.519679394,124.86008519679392,22431,224.31,782,0.0348624671213945,0.05053655843978202,0.001931045447235362,0.47413194290966,0.9999423783519362,0.0,0.0
709098,low_default,5000000.0,10000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 87, 'medium': 10, 'high': 3}",3,30000000.0,63160296.74332537,21053432.247775123,110.5343224777512,20076,200.76,505,0.025154413229727036,0.03445907790556838,0.0014721130933453225,0.4344868104462071,0.9999423783519362,0.0,0.0
709098,medium_default,5000000.0,10000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 77, 'medium': 18, 'high': 5}",3,30000000.0,65015336.27640159,21671778.75880053,116.7177875880053,19944,199.44,957,0.047984356197352585,0.0755396911301602,0.003246474406353554,0.4361504784254502,0.9999597489347323,0.0,0.0
709098,medium_default,5000000.0,10000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 77, 'medium': 18, 'high': 5}",3,30000000.0,61491407.98959503,20497135.996531677,104.97135996531678,19143,191.43,896,0.046805620853575716,0.06820338723855988,0.003051780167018999,0.4326514913045953,0.9999597489347323,0.0,0.0
709098,high_default,5000000.0,10000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 64, 'medium': 26, 'high': 10}",3,30000000.0,57013610.78356989,19004536.927856628,90.0453692785663,17459,174.59,1114,0.0638066326822842,0.10965583522957027,0.005371621990422483,0.41599654303017924,0.9812460996130921,0.0,0.0
709098,high_default,5000000.0,10000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 64, 'medium': 26, 'high': 10}",3,30000000.0,57536244.13992128,19178748.046640426,91.78748046640425,17246,172.46,1174,0.06807375623332947,0.11469839773223965,0.005707403990619432,0.40873251556574014,0.9815262810775349,0.0,0.0
709098,none_default,10000000.0,20000000.0,2.0,100,rl,Isolated RL (non-federated),{'none': 100},3,60000000.0,92694994.3166273,30898331.438875765,54.491657194378824,26567,265.67,0,0.0,0.0,0.0,0.3991086942041479,0.999976037728798,0.0,0.0
709098,none_default,10000000.0,20000000.0,2.0,100,fl_rl,FedAvg (federated),{'none': 100},3,60000000.0,97281021.4577984,32427007.15259947,62.13503576299734,26600,266.0,0,0.0,0.0,0.0,0.3461206230978084,0.8967578772158193,0.0,0.0
709098,low_default,10000000.0,20000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 87, 'medium': 10, 'high': 3}",3,60000000.0,98609582.03553784,32869860.678512614,64.34930339256309,20586,205.86,555,0.026960069950451762,0.019340453805055963,0.0016102419795829964,0.25983409070316515,0.5923449755709665,0.0,0.0
709098,low_default,10000000.0,20000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 87, 'medium': 10, 'high': 3}",3,60000000.0,98077472.69432282,32692490.898107607,63.46245449053802,21602,216.02,402,0.01860938801962781,0.01268112656182746,0.0010033630852910756,0.27451186413644707,0.6232629432163053,0.0,0.0
709098,medium_default,10000000.0,20000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 77, 'medium': 18, 'high': 5}",3,60000000.0,94821373.18193135,31607124.393977117,58.035621969885554,19698,196.98,890,0.04518225200527973,0.03712598375870438,0.003233763245185696,0.25385054684487796,0.6047585782236343,0.0,0.0
709098,medium_default,10000000.0,20000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 77, 'medium': 18, 'high': 5}",3,60000000.0,89870602.80066505,29956867.600221682,49.78433800110841,16380,163.8,896,0.0547008547008547,0.03510590742553708,0.0036714235264269836,0.2217508684671533,0.8898942079595471,0.0,0.0
709098,high_default,10000000.0,20000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 64, 'medium': 26, 'high': 10}",3,60000000.0,88686185.96284723,29562061.987615746,47.81030993807874,16807,168.07,966,0.05747605164514785,0.046939919170542126,0.004783127057641715,0.23310071227788662,0.5138627451565732,0.0,0.0
709098,high_default,10000000.0,20000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 64, 'medium': 26, 'high': 10}",3,60000000.0,86696029.01522577,28898676.33840859,44.493381692042945,15664,156.64,979,0.0625,0.0473861136121479,0.005201558965932897,0.22181340684651962,0.5380141382083822,0.0,0.0
436570,none_default,1000000.0,2000000.0,2.0,100,rl,Isolated RL (non-federated),{'none': 100},3,6000000.0,37013653.25457346,12337884.418191152,516.8942209095576,17357,173.57,0,0.0,0.0,0.0,0.9007711249328665,0.999997419242154,0.0,0.0
436570,none_default,1000000.0,2000000.0,2.0,100,fl_rl,FedAvg (federated),{'none': 100},3,6000000.0,37764874.16873854,12588291.389579512,529.4145694789756,17502,175.02,0,0.0,0.0,0.0,0.8970812740985014,0.9999995854753381,0.0,0.0
436570,low_default,1000000.0,2000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 87, 'medium': 10, 'high': 3}",3,6000000.0,35585487.50381002,11861829.167936673,493.0914583968337,15772,157.72,160,0.01014455997971088,0.048501059540579435,0.0005425669936014289,0.8663800005447108,0.9999995962743559,0.0,0.0
436570,low_default,1000000.0,2000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 87, 'medium': 10, 'high': 3}",3,6000000.0,34913952.02370552,11637984.00790184,481.899200395092,14932,149.32,171,0.011451915349584785,0.05765610274393664,0.000684169565988121,0.8396389608311436,0.9999999655629838,0.0,0.0
436570,medium_default,1000000.0,2000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 77, 'medium': 18, 'high': 5}",3,6000000.0,31231396.352520484,10410465.450840162,420.5232725420081,14301,143.01,365,0.025522690720928606,0.14219787051593155,0.0017459351446764274,0.8474613306480392,0.9999985557041273,0.0,0.0
436570,medium_default,1000000.0,2000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 77, 'medium': 18, 'high': 5}",3,6000000.0,30806807.31078597,10268935.77026199,413.4467885130996,13783,137.83,387,0.028078067184212435,0.1471768116749641,0.0018905700283408356,0.8329257901330539,0.9999965731112838,0.0,0.0
436570,high_default,1000000.0,2000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 64, 'medium': 26, 'high': 10}",3,6000000.0,26354413.083649747,8784804.361216582,339.24021806082914,12034,120.34,535,0.04445737078278212,0.26271978820849246,0.003830743598481751,0.8245885605571568,0.999999237462434,0.0,0.0
436570,high_default,1000000.0,2000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 64, 'medium': 26, 'high': 10}",3,6000000.0,30290562.58689999,10096854.19563333,404.84270978166643,13120,131.2,666,0.05076219512195122,0.3254143728910491,0.004328516019300081,0.8269274033004462,0.9999996118771916,0.0,0.0
436570,none_default,5000000.0,10000000.0,2.0,100,rl,Isolated RL (non-federated),{'none': 100},3,30000000.0,66006255.9018804,22002085.3006268,120.02085300626797,26610,266.1,0,0.0,0.0,0.0,0.5593226390124202,0.9999993229128841,0.0,0.0
436570,none_default,5000000.0,10000000.0,2.0,100,fl_rl,FedAvg (federated),{'none': 100},3,30000000.0,65082653.704996526,21694217.90166551,116.94217901665512,26605,266.05,0,0.0,0.0,0.0,0.556452584669793,0.99998153162464,0.0,0.0
436570,low_default,5000000.0,10000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 87, 'medium': 10, 'high': 3}",3,30000000.0,65459699.69592955,21819899.898643184,118.19899898643185,21487,214.87,717,0.033369013822311167,0.051086071120079936,0.002040331068665986,0.4621493702034088,0.9999175929743863,0.0,0.0
436570,low_default,5000000.0,10000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 87, 'medium': 10, 'high': 3}",3,30000000.0,71429737.0634672,23809912.35448907,138.0991235448907,21714,217.14,461,0.021230542507138253,0.030569819756742972,0.0012082490660946465,0.45918744227850355,0.9999743808252517,0.0,0.0
436570,medium_default,5000000.0,10000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 77, 'medium': 18, 'high': 5}",3,30000000.0,62586344.00798893,20862114.669329643,108.62114669329641,19950,199.5,913,0.045764411027568924,0.0688471597447492,0.0029628853256910654,0.4409993553684069,0.9999763759803075,0.0,0.0
436570,medium_default,5000000.0,10000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 77, 'medium': 18, 'high': 5}",3,30000000.0,66730821.19910087,22243607.066366956,122.43607066366955,20288,202.88,793,0.039087145110410094,0.06354193315113273,0.002691135950734888,0.43968588257748037,0.9999984529562701,0.0,0.0
436570,high_default,5000000.0,10000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 64, 'medium': 26, 'high': 10}",3,30000000.0,56104485.83726536,18701495.279088452,87.01495279088454,17609,176.09,1480,0.08404793003577717,0.13877071590250264,0.006768033106405513,0.43336482093422524,0.9998960628667762,0.0,0.0
436570,high_default,5000000.0,10000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 64, 'medium': 26, 'high': 10}",3,30000000.0,57178058.55338708,19059352.85112903,90.59352851129027,16547,165.47,1021,0.06170302773916722,0.10266415247875357,0.0053179434553952045,0.3948901303092396,0.9760513625520241,0.0,0.0
436570,none_default,10000000.0,20000000.0,2.0,100,rl,Isolated RL (non-federated),{'none': 100},3,60000000.0,91807200.7024953,30602400.234165102,53.0120011708255,26633,266.33,0,0.0,0.0,0.0,0.35571514095445794,0.9969449158726971,0.0,0.0
436570,none_default,10000000.0,20000000.0,2.0,100,fl_rl,FedAvg (federated),{'none': 100},3,60000000.0,96624947.89788118,32208315.965960395,61.04157982980199,26600,266.0,0,0.0,0.0,0.0,0.3655610869898241,0.969363536557495,0.0,0.0
436570,low_default,10000000.0,20000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 87, 'medium': 10, 'high': 3}",3,60000000.0,95234968.7930497,31744989.597683232,58.72494798841613,21635,216.35,889,0.041090825051999076,0.030907220066982554,0.002452926320204364,0.2739705646266351,0.6069260579309461,0.0,0.0
436570,low_default,10000000.0,20000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 87, 'medium': 10, 'high': 3}",3,60000000.0,100338012.92925617,33446004.30975206,67.23002154876029,22458,224.58,387,0.01723216671119423,0.013131263189040943,0.001001892535626334,0.2786156683196081,0.6643399793549498,0.0,0.0
436570,medium_default,10000000.0,20000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 77, 'medium': 18, 'high': 5}",3,60000000.0,94848087.27245513,31616029.090818375,58.08014545409188,19258,192.58,981,0.05093986914529027,0.03905667344442583,0.0034716249015302194,0.2570170778681983,0.5983037592934615,0.0,0.0
436570,medium_default,10000000.0,20000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 77, 'medium': 18, 'high': 5}",3,60000000.0,94055260.17347626,31351753.391158756,56.75876695579377,19765,197.65,589,0.029800151783455603,0.025057942041588004,0.0021683721345067937,0.2500395344603653,0.5422802119081856,0.0,0.0
436570,high_default,10000000.0,20000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 64, 'medium': 26, 'high': 10}",3,60000000.0,85304754.9300955,28434918.31003183,42.17459155015917,17764,177.64,1461,0.08224498986714704,0.06866363367721606,0.00662458639606023,0.24865269844465568,0.5384409847446832,0.0,0.0
436570,high_default,10000000.0,20000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 64, 'medium': 26, 'high': 10}",3,60000000.0,88139436.11519632,29379812.038398772,46.89906019199384,16813,168.13,1198,0.07125438648664724,0.059817181829083424,0.006112493037353659,0.23046787995734408,0.5390530761965446,0.0,0.0
831197,none_default,1000000.0,2000000.0,2.0,100,rl,Isolated RL (non-federated),{'none': 100},3,6000000.0,38782384.89617658,12927461.632058859,546.373081602943,18185,181.85,0,0.0,0.0,0.0,0.907992482089994,0.9999995582863794,0.0,0.0
831197,none_default,1000000.0,2000000.0,2.0,100,fl_rl,FedAvg (federated),{'none': 100},3,6000000.0,39213771.32713024,13071257.109043414,553.5628554521707,18365,183.65,0,0.0,0.0,0.0,0.9080999069013372,0.9999986662917196,0.0,0.0
831197,low_default,1000000.0,2000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 87, 'medium': 10, 'high': 3}",3,6000000.0,34225670.88763858,11408556.962546192,470.42784812730963,15505,155.05,431,0.02779748468236053,0.16054246186830679,0.0018213992124849795,0.8696732525376312,0.9999998428877293,0.0,0.0
831197,low_default,1000000.0,2000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 87, 'medium': 10, 'high': 3}",3,6000000.0,31987702.68260107,10662567.560867023,433.1283780433511,15695,156.95,275,0.01752150366358713,0.09746642479239688,0.0010935461734715743,0.9032056462886037,0.9999961918313784,0.0,0.0
831197,medium_default,1000000.0,2000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 77, 'medium': 18, 'high': 5}",3,6000000.0,32093983.4920969,10697994.497365633,434.89972486828174,14661,146.61,368,0.025100607052724915,0.14296100984833973,0.0017152540066648822,0.8512911559865142,0.9999993314789777,0.0,0.0
831197,medium_default,1000000.0,2000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 77, 'medium': 18, 'high': 5}",3,6000000.0,32245372.255449556,10748457.418483185,437.42287092415927,14558,145.58,263,0.018065668361038605,0.10037880685998993,0.001207873006243864,0.850638065506096,0.9999993314789777,0.0,0.0
831197,high_default,1000000.0,2000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 64, 'medium': 26, 'high': 10}",3,6000000.0,28762456.2457562,9587485.415252067,379.3742707626034,12845,128.45,531,0.041339042428960686,0.25051201127307954,0.003402097446457172,0.8274983568873745,0.9999995355856479,0.0,0.0
831197,high_default,1000000.0,2000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 64, 'medium': 26, 'high': 10}",3,6000000.0,28601303.13453729,9533767.71151243,376.6883855756215,12286,122.86,665,0.054126648217483316,0.30711796121423374,0.004383277139145984,0.8064236441694701,0.9999988278541587,0.0,0.0
831197,none_default,5000000.0,10000000.0,2.0,100,rl,Isolated RL (non-federated),{'none': 100},3,30000000.0,64465324.218832165,21488441.40627739,114.88441406277389,26624,266.24,0,0.0,0.0,0.0,0.5749320079026752,0.9999982851797644,0.0,0.0
831197,none_default,5000000.0,10000000.0,2.0,100,fl_rl,FedAvg (federated),{'none': 100},3,30000000.0,65355444.123843454,21785148.041281153,117.85148041281151,26527,265.27,0,0.0,0.0,0.0,0.5494308040163934,0.999983726292087,0.0,0.0
831197,low_default,5000000.0,10000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 87, 'medium': 10, 'high': 3}",3,30000000.0,68498945.42310743,22832981.807702478,128.32981807702475,21630,216.3,865,0.03999075358298659,0.06567684032028495,0.0026049503229953986,0.45128280953045113,0.999988368555745,0.0,0.0
831197,low_default,5000000.0,10000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 87, 'medium': 10, 'high': 3}",3,30000000.0,66436349.635212064,22145449.87840402,121.45449878404021,22250,222.5,307,0.013797752808988765,0.021156717102772393,0.0008158803437601373,0.4613605105495065,0.9999860448493928,0.0,0.0
831197,medium_default,5000000.0,10000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 77, 'medium': 18, 'high': 5}",3,30000000.0,62333455.77461147,20777818.59153716,107.77818591537161,19858,198.58,1024,0.05156611944808138,0.08121555758059967,0.003509817654563103,0.44911635234008446,0.9999947614703703,0.0,0.0
831197,medium_default,5000000.0,10000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 77, 'medium': 18, 'high': 5}",3,30000000.0,65168108.956575036,21722702.985525012,117.22702985525012,17952,179.52,758,0.04222370766488413,0.05895405792480444,0.0028112556061706275,0.3987799869706531,0.9999892434671142,0.0,0.0
831197,high_default,5000000.0,10000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 64, 'medium': 26, 'high': 10}",3,30000000.0,54495211.52906971,18165070.5096899,81.65070509689902,17715,177.15,1519,0.08574654247812588,0.14608723841237145,0.0070742224736633375,0.44165373946210384,0.9999875964973252,0.0,0.0
831197,high_default,5000000.0,10000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 64, 'medium': 26, 'high': 10}",3,30000000.0,57761291.90794205,19253763.969314016,92.53763969314015,17036,170.36,1172,0.06879549189950693,0.11473229724237963,0.005773992948070513,0.4060196479533264,0.9999875964973252,0.0,0.0
831197,none_default,10000000.0,20000000.0,2.0,100,rl,Isolated RL (non-federated),{'none': 100},3,60000000.0,92348181.78511193,30782727.26170398,53.913636308519905,26651,266.51,0,0.0,0.0,0.0,0.36765596682466656,0.9999855655287415,0.0,0.0
831197,none_default,10000000.0,20000000.0,2.0,100,fl_rl,FedAvg (federated),{'none': 100},3,60000000.0,96840484.81688972,32280161.605629906,61.40080802814954,26479,264.79,0,0.0,0.0,0.0,0.32617270590542874,0.716497003852503,0.0,0.0
831197,low_default,10000000.0,20000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 87, 'medium': 10, 'high': 3}",3,60000000.0,98529333.47229588,32843111.15743196,64.2155557871598,21993,219.93,642,0.029191106261083073,0.022014477698642104,0.001715410975251619,0.2783341784918323,0.6092282810375957,0.0,0.0
831197,low_default,10000000.0,20000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 87, 'medium': 10, 'high': 3}",3,60000000.0,100016076.63507682,33338692.211692274,66.69346105846137,20949,209.49,497,0.023724282781994368,0.016785778302646027,0.0013736500128812134,0.26596102762887436,0.6305894646028177,0.0,0.0
831197,medium_default,10000000.0,20000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 77, 'medium': 18, 'high': 5}",3,60000000.0,93754903.21934003,31251634.406446677,56.25817203223337,19424,194.24,1085,0.05585873146622735,0.04327011693317934,0.0038091997956700026,0.2536851511045406,0.5901838332837614,0.0,0.0
831197,medium_default,10000000.0,20000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 77, 'medium': 18, 'high': 5}",3,60000000.0,93532848.55155486,31177616.18385162,55.888080919258094,19068,190.68,622,0.03262009649674848,0.02591604074018055,0.0023274199043646707,0.26305837922174385,0.7559857162557831,0.0,0.0
831197,high_default,10000000.0,20000000.0,2.0,100,rl,Isolated RL (non-federated),"{'none': 64, 'medium': 26, 'high': 10}",3,60000000.0,86200464.22263674,28733488.07421225,43.66744037106125,16712,167.12,1375,0.08227620871230254,0.06834426288023816,0.007003353768563319,0.23339095894272596,0.567451482168844,0.0,0.0
831197,high_default,10000000.0,20000000.0,2.0,100,fl_rl,FedAvg (federated),"{'none': 64, 'medium': 26, 'high': 10}",3,60000000.0,84981290.04734015,28327096.68244672,41.635483412233604,14735,147.35,915,0.06209704784526637,0.0472364965572192,0.005487259585360628,0.20138911679168353,0.5632650031308123,0.0,0.0
709098,none_default,1000000.0,5000000.0,5.0,250,rl,Isolated RL (non-federated),{'none': 250},3,15000000.0,99566577.2884932,33188859.0961644,563.777181923288,44175,176.7,0,0.0,0.0,0.0,0.9010338575242806,0.9999999908347658,0.0,0.0
709098,none_default,1000000.0,5000000.0,5.0,250,fl_rl,FedAvg (federated),{'none': 250},3,15000000.0,95376162.9912651,31792054.3304217,535.841086608434,43272,173.088,0,0.0,0.0,0.0,0.8986039420563274,0.999999803599084,0.0,0.0
709098,low_default,1000000.0,5000000.0,5.0,250,rl,Isolated RL (non-federated),"{'none': 218, 'medium': 26, 'high': 6}",3,15000000.0,92560130.47977412,30853376.826591372,517.0675365318274,38638,154.552,313,0.00810083337646876,0.04204681051102292,0.00047041102763394435,0.8318849084486992,0.9999996919327407,0.0,0.0
709098,low_default,1000000.0,5000000.0,5.0,250,fl_rl,FedAvg (federated),"{'none': 218, 'medium': 26, 'high': 6}",3,15000000.0,92567263.67293522,30855754.55764507,517.1150911529014,38800,155.2,354,0.009123711340206186,0.04868949851661789,0.0005423562149955357,0.834753680351523,0.9999996898372152,0.0,0.0
709098,medium_default,1000000.0,5000000.0,5.0,250,rl,Isolated RL (non-federated),"{'none': 192, 'medium': 45, 'high': 13}",3,15000000.0,81392132.999305,27130710.99976833,442.6142199953666,34242,136.968,525,0.015332048361661119,0.08231290749092722,0.0010401215973380971,0.8222752159880595,0.9999998107576351,0.0,0.0
709098,medium_default,1000000.0,5000000.0,5.0,250,fl_rl,FedAvg (federated),"{'none': 192, 'medium': 45, 'high': 13}",3,15000000.0,80645428.34619156,26881809.448730517,437.6361889746103,33745,134.98,919,0.027233664246555045,0.15194636679346038,0.001956737213903499,0.8055496270378989,0.9999999816399726,0.0,0.0
709098,high_default,1000000.0,5000000.0,5.0,250,rl,Isolated RL (non-federated),"{'none': 160, 'medium': 64, 'high': 26}",3,15000000.0,70394359.84105575,23464786.61368525,369.295732273705,31048,124.192,1089,0.035074723009533626,0.22604585023982257,0.0031551776594783126,0.8391220008303922,0.9999986666202141,0.0,0.0
709098,high_default,1000000.0,5000000.0,5.0,250,fl_rl,FedAvg (federated),"{'none': 160, 'medium': 64, 'high': 26}",3,15000000.0,73544547.95188701,24514849.31729567,390.29698634591347,32259,129.036,1071,0.03320003719892123,0.2114370460409107,0.002841567205560418,0.8217561334872591,0.9999999681714861,0.0,0.0
709098,none_default,5000000.0,25000000.0,5.0,250,rl,Isolated RL (non-federated),{'none': 250},3,75000000.0,179096309.83980018,59698769.94660006,138.79507978640024,64838,259.352,0,0.0,0.0,0.0,0.5179736016995321,0.9999994472319793,0.0,0.0
709098,none_default,5000000.0,25000000.0,5.0,250,fl_rl,FedAvg (federated),{'none': 250},3,75000000.0,181930803.63760915,60643601.21253639,142.57440485014556,61107,244.428,0,0.0,0.0,0.0,0.5029978489788894,0.9999939849961116,0.0,0.0
709098,low_default,5000000.0,25000000.0,5.0,250,rl,Isolated RL (non-federated),"{'none': 218, 'medium': 26, 'high': 6}",3,75000000.0,172818663.3644606,57606221.121486865,130.42488448594744,51879,207.516,1063,0.020489986314308293,0.02937828336229017,0.0012132891855931621,0.43580688897830044,0.9997009312954007,0.0,0.0
709098,low_default,5000000.0,25000000.0,5.0,250,fl_rl,FedAvg (federated),"{'none': 218, 'medium': 26, 'high': 6}",3,75000000.0,172274142.50568885,57424714.16856295,129.69885667425177,50890,203.56,746,0.014659068579288661,0.020732342528481437,0.000871180980224418,0.42044825694288973,0.9997009312954007,0.0,0.0
709098,medium_default,5000000.0,25000000.0,5.0,250,rl,Isolated RL (non-federated),"{'none': 192, 'medium': 45, 'high': 13}",3,75000000.0,162471741.76057103,54157247.25352368,116.62898901409473,47531,190.124,1550,0.03261029643811407,0.05262378611495113,0.0023734704148293834,0.41401884211803697,0.9999951019563594,0.0,0.0
709098,medium_default,5000000.0,25000000.0,5.0,250,fl_rl,FedAvg (federated),"{'none': 192, 'medium': 45, 'high': 13}",3,75000000.0,164506081.27498275,54835360.42499425,119.34144169997698,46701,186.804,1290,0.02762253484936083,0.044879683689635234,0.0020581230538467853,0.3964525850912388,0.9999951019563594,0.0,0.0
709098,high_default,5000000.0,25000000.0,5.0,250,rl,Isolated RL (non-federated),"{'none': 160, 'medium': 64, 'high': 26}",3,75000000.0,142100761.68959624,47366920.563198745,89.46768225279496,42938,171.752,2899,0.06751595323489683,0.11765457159670967,0.005884878388476727,0.41021856634107834,0.9999924879113244,0.0,0.0
709098,high_default,5000000.0,25000000.0,5.0,250,fl_rl,FedAvg (federated),"{'none': 160, 'medium': 64, 'high': 26}",3,75000000.0,145237272.38062316,48412424.12687439,93.64969650749755,41280,165.12,2377,0.05758236434108527,0.10001175961537485,0.0051918629330314475,0.38614780437413443,0.9999805275432653,0.0,0.0
709098,none_default,10000000.0,50000000.0,5.0,250,rl,Isolated RL (non-federated),{'none': 250},3,150000000.0,251661432.74463248,83887144.24821083,67.77428849642166,65634,262.536,0,0.0,0.0,0.0,0.3314754416210668,0.9999461589262871,0.0,0.0
709098,none_default,10000000.0,50000000.0,5.0,250,fl_rl,FedAvg (federated),{'none': 250},3,150000000.0,257022752.5051598,85674250.83505327,71.34850167010651,64746,258.984,0,0.0,0.0,0.0,0.31553088313201705,0.9924193691033367,0.0,0.0
709098,low_default,10000000.0,50000000.0,5.0,250,rl,Isolated RL (non-federated),"{'none': 218, 'medium': 26, 'high': 6}",3,150000000.0,249935899.27168652,83311966.42389551,66.62393284779101,53210,212.84,1200,0.022552151851155798,0.017090027711252852,0.0013763271681642667,0.2687257281018194,0.7413662261937799,0.0,0.0
709098,low_default,10000000.0,50000000.0,5.0,250,fl_rl,FedAvg (federated),"{'none': 218, 'medium': 26, 'high': 6}",3,150000000.0,251538729.49696377,83846243.16565458,67.6924863313092,50874,203.496,656,0.01289460235090616,0.009150993746042788,0.0007699369538075414,0.2485034663117545,0.5651809445947141,0.0,0.0
709098,medium_default,10000000.0,50000000.0,5.0,250,rl,Isolated RL (non-federated),"{'none': 192, 'medium': 45, 'high': 13}",3,150000000.0,230443279.64489964,76814426.54829988,53.628853096599755,43122,172.488,2114,0.04902370019943416,0.03403616813428904,0.003380598493234499,0.22734653633100574,0.570658662420892,0.0,0.0
709098,medium_default,10000000.0,50000000.0,5.0,250,fl_rl,FedAvg (federated),"{'none': 192, 'medium': 45, 'high': 13}",3,150000000.0,235366370.3388479,78455456.77961597,56.91091355923193,46639,186.556,1489,0.03192607045605609,0.02460989007240726,0.002258433582905371,0.23994056808456582,0.5390733598932922,0.0,0.0
709098,high_default,10000000.0,50000000.0,5.0,250,rl,Isolated RL (non-federated),"{'none': 160, 'medium': 64, 'high': 26}",3,150000000.0,224049020.3594455,74683006.78648184,49.36601357296367,41745,166.98,2599,0.06225895316804408,0.05255652073546968,0.005390074269849949,0.22324237045930473,0.5486725948896879,0.0,0.0
709098,high_default,10000000.0,50000000.0,5.0,250,fl_rl,FedAvg (federated),"{'none': 160, 'medium': 64, 'high': 26}",3,150000000.0,217780061.5069806,72593353.8356602,45.186707671320384,38524,154.096,2250,0.05840515003634098,0.04510584490713458,0.005020465682841047,0.2091573121445653,0.5314690681246487,0.0,0.0
436570,none_default,1000000.0,5000000.0,5.0,250,rl,Isolated RL (non-federated),{'none': 250},3,15000000.0,98652605.77670695,32884201.925568983,557.6840385113796,43836,175.344,0,0.0,0.0,0.0,0.8960891778017709,0.9999998672537552,0.0,0.0
436570,none_default,1000000.0,5000000.0,5.0,250,fl_rl,FedAvg (federated),{'none': 250},3,15000000.0,99704679.0174743,33234893.005824763,564.6978601164952,43904,175.616,0,0.0,0.0,0.0,0.8779099833491393,0.999999991397653,0.0,0.0
436570,low_default,1000000.0,5000000.0,5.0,250,rl,Isolated RL (non-federated),"{'none': 218, 'medium': 26, 'high': 6}",3,15000000.0,90544510.43278289,30181503.477594297,503.6300695518859,38184,152.736,432,0.011313639220615965,0.05499925771415877,0.0006246612903859451,0.8396921041429926,0.9999996500838154,0.0,0.0
436570,low_default,1000000.0,5000000.0,5.0,250,fl_rl,FedAvg (federated),"{'none': 218, 'medium': 26, 'high': 6}",3,15000000.0,90723546.47400846,30241182.15800282,504.82364316005635,37892,151.568,596,0.015728913754882296,0.08130985272584153,0.0009288378141547824,0.8240975202104281,0.999999785345689,0.0,0.0
436570,medium_default,1000000.0,5000000.0,5.0,250,rl,Isolated RL (non-federated),"{'none': 192, 'medium': 45, 'high': 13}",3,15000000.0,79090830.58132352,26363610.193774506,427.2722038754901,33599,134.396,1148,0.034167683562010775,0.18030930604396592,0.002324637416104222,0.8130877445411319,0.9999998933273249,0.0,0.0
